                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    3844657 |    3581932 |    3560273 |    3526183 |    3453903 |    3421988 |    3399776 |    3384413 |    3385027 |    3356143 |    3316291 |    3271076 |    3221130 |    3199928 |    3188643 |    3133491
  Cycles                             |   13487200 |   13487200 |   13487200 |   13487200 |    3371800 |    3371800 |    3371800 |    3371800 |   13487200 |   13487200 |   13487200 |   13487200 |    3371800 |    3371800 |    3371800 |    3371800
  IPC                                |       0.29 |       0.27 |       0.26 |       0.26 |       1.02 |       1.01 |       1.01 |       1.00 |       0.25 |       0.25 |       0.25 |       0.24 |       0.96 |       0.95 |       0.95 |       0.93
  Time (ns)                          |    3371800 |    3371800 |    3371800 |    3371800 |    3371800 |    3371800 |    3371800 |    3371800 |    3371800 |    3371800 |    3371800 |    3371800 |    3371800 |    3371800 |    3371800 |    3371800
  Idle time (ns)                     |        218 |     348871 |     349902 |     350712 |     351371 |     352101 |     352820 |     353486 |     354147 |     354810 |     355472 |     356132 |     356796 |     357454 |     358108 |     358769
  Idle time (%)                      |       0.0% |      10.3% |      10.4% |      10.4% |      10.4% |      10.4% |      10.5% |      10.5% |      10.5% |      10.5% |      10.5% |      10.6% |      10.6% |      10.6% |      10.6% |      10.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     437298 |     432934 |     428600 |     422345 |     408023 |     402546 |     397629 |     396015 |     399554 |     391408 |     385238 |     375299 |     362971 |     360725 |     357572 |     344468
  num incorrect                      |       4250 |        360 |        396 |        408 |        414 |        365 |        402 |        444 |        311 |        417 |        367 |        840 |        884 |        798 |       1065 |       1124
  misprediction rate                 |      0.96% |      0.08% |      0.09% |      0.10% |      0.10% |      0.09% |      0.10% |      0.11% |      0.08% |      0.11% |      0.10% |      0.22% |      0.24% |      0.22% |      0.30% |      0.33%
  mpki                               |       1.11 |       0.10 |       0.11 |       0.12 |       0.12 |       0.11 |       0.12 |       0.13 |       0.09 |       0.12 |       0.11 |       0.26 |       0.27 |       0.25 |       0.33 |       0.36
