                                     | Core 0     | Core 1    
  Instructions                       |   18553230 |   18206171
  Cycles                             |   19656400 |   19656400
  IPC                                |       0.94 |       0.93
  Time (ns)                          |    4914100 |    4914100
  Idle time (ns)                     |        206 |     185265
  Idle time (%)                      |       0.0% |       3.8%
Branch predictor stats               |            |           
  num correct                        |    1465314 |    1443948
  num incorrect                      |       7459 |       3779
  misprediction rate                 |      0.51% |      0.26%
  mpki                               |       0.40 |       0.21
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1218227 |    1147422
    num misses                       |        118 |         24
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    6894493 |    6684645
    num misses                       |      28870 |      24197
    miss rate                        |      0.42% |      0.36%
    mpki                             |       1.56 |       1.33
  L2 TLB                             |            |           
    num accesses                     |      28988 |      24221
    num misses                       |        594 |        317
    miss rate                        |      2.05% |      1.31%
    mpki                             |       0.03 |       0.02
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1218227 |    1147422
    num cache misses                 |       2056 |        170
    miss rate                        |      0.17% |      0.01%
    mpki                             |       0.11 |       0.01
  Cache L1-D                         |            |           
    num cache accesses               |    6894493 |    6684645
    num cache misses                 |     251919 |     240535
    miss rate                        |      3.65% |      3.60%
    mpki                             |      13.58 |      13.21
  Cache L2                           |            |           
    num cache accesses               |     267405 |     251613
    num cache misses                 |      50055 |      40159
    miss rate                        |     18.72% |     15.96%
    mpki                             |       2.70 |       2.21
  Cache L3                           |            |           
    num cache accesses               |      74147 |      62930
    num cache misses                 |      13330 |       4281
    miss rate                        |     17.98% |      6.80%
    mpki                             |       0.72 |       0.24
DRAM summary                         |            |           
  num dram accesses                  |      17607 |          0
  average dram access latency (ns)   |     419.52 |        inf
  average dram queueing delay        |     358.27 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       6200 |         75
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
