                                     | Core 0     | Core 1    
  Instructions                       |   12416178 |    3975971
  Cycles                             |   10914000 |   10914000
  IPC                                |       1.14 |       0.36
  Time (ns)                          |    2728500 |    2728500
  Idle time (ns)                     |       1208 |    1795605
  Idle time (%)                      |       0.0% |      65.8%
Branch predictor stats               |            |           
  num correct                        |    1571064 |     998821
  num incorrect                      |      97900 |      32429
  misprediction rate                 |      5.87% |      3.14%
  mpki                               |       7.88 |       8.16
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1411048 |     209595
    num misses                       |        179 |         48
    miss rate                        |      0.01% |      0.02%
    mpki                             |       0.01 |       0.01
  D-TLB                              |            |           
    num accesses                     |    3231143 |    1099914
    num misses                       |       1537 |        226
    miss rate                        |      0.05% |      0.02%
    mpki                             |       0.12 |       0.06
  L2 TLB                             |            |           
    num accesses                     |       1716 |        274
    num misses                       |        596 |        192
    miss rate                        |     34.73% |     70.07%
    mpki                             |       0.05 |       0.05
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1411048 |     209595
    num cache misses                 |       2815 |        384
    miss rate                        |      0.20% |      0.18%
    mpki                             |       0.23 |       0.10
  Cache L1-D                         |            |           
    num cache accesses               |    3231143 |    1099914
    num cache misses                 |      58165 |      35801
    miss rate                        |      1.80% |      3.25%
    mpki                             |       4.68 |       9.00
  Cache L2                           |            |           
    num cache accesses               |      63147 |      36186
    num cache misses                 |      43850 |      28775
    miss rate                        |     69.44% |     79.52%
    mpki                             |       3.53 |       7.24
  Cache L3                           |            |           
    num cache accesses               |      46100 |      28803
    num cache misses                 |      18464 |       2230
    miss rate                        |     40.05% |      7.74%
    mpki                             |       1.49 |       0.56
DRAM summary                         |            |           
  num dram accesses                  |      20674 |          0
  average dram access latency (ns)   |      62.03 |        inf
  average dram queueing delay        |       0.78 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11170 |        917
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
