                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   22064253 |    4815627 |    4558141 |    4616932 |    5604867 |    5179063
  Cycles                             |   15076500 |   15076500 |   15076500 |   15076500 |   15076500 |   15076500
  IPC                                |       1.46 |       0.32 |       0.30 |       0.31 |       0.37 |       0.34
  Time (ns)                          |   15076500 |   15076500 |   15076500 |   15076500 |   15076500 |   15076500
  Idle time (ns)                     |       1428 |   12128022 |   12128697 |   12129046 |   12128879 |   12129162
  Idle time (%)                      |       0.0% |      80.4% |      80.4% |      80.5% |      80.4% |      80.5%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    2516951 |    1437782 |    1327483 |    1351445 |    1643173 |    1451663
  num incorrect                      |     171243 |      13987 |      17593 |      16688 |      22432 |      29224
  misprediction rate                 |      6.37% |      0.96% |      1.31% |      1.22% |      1.35% |      1.97%
  mpki                               |       7.76 |       2.90 |       3.86 |       3.61 |       4.00 |       5.64
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    2569999 |      98852 |     118828 |     115583 |     140915 |     188669
    num misses                       |        180 |         29 |         29 |         48 |         48 |         48
    miss rate                        |      0.01% |      0.03% |      0.02% |      0.04% |      0.03% |      0.03%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |    5247685 |    1052870 |    1029395 |    1035059 |    1230707 |    1197429
    num misses                       |       2516 |       1109 |       1078 |       1094 |       1089 |       1065
    miss rate                        |      0.05% |      0.11% |      0.10% |      0.11% |      0.09% |      0.09%
    mpki                             |       0.11 |       0.23 |       0.24 |       0.24 |       0.19 |       0.21
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       2696 |       1138 |       1107 |       1142 |       1137 |       1113
    num misses                       |        711 |        200 |        226 |        239 |        228 |        243
    miss rate                        |     26.37% |     17.57% |     20.42% |     20.93% |     20.05% |     21.83%
    mpki                             |       0.03 |       0.04 |       0.05 |       0.05 |       0.04 |       0.05
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    2569999 |      98852 |     118828 |     115583 |     140915 |     188669
    num cache misses                 |       3251 |        189 |        185 |        386 |        410 |        455
    miss rate                        |      0.13% |      0.19% |      0.16% |      0.33% |      0.29% |      0.24%
    mpki                             |       0.15 |       0.04 |       0.04 |       0.08 |       0.07 |       0.09
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |    5247685 |    1052870 |    1029395 |    1035059 |    1230707 |    1197429
    num cache misses                 |      60144 |      32832 |      32911 |      33157 |      31842 |      33152
    miss rate                        |      1.15% |      3.12% |      3.20% |      3.20% |      2.59% |      2.77%
    mpki                             |       2.73 |       6.82 |       7.22 |       7.18 |       5.68 |       6.40
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |      65746 |      33128 |      33206 |      33651 |      33571 |      34921
    num cache misses                 |      51033 |      29665 |      29656 |      30037 |      28491 |      28836
    miss rate                        |     77.62% |     89.55% |     89.31% |     89.26% |     84.87% |     82.57%
    mpki                             |       2.31 |       6.16 |       6.51 |       6.51 |       5.08 |       5.57
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      53652 |      29801 |      29797 |      30170 |      29813 |      30327
    num cache misses                 |      29686 |      10413 |      10334 |      10544 |      21036 |      21546
    miss rate                        |     55.33% |     34.94% |     34.68% |     34.95% |     70.56% |     71.05%
    mpki                             |       1.35 |       2.16 |       2.27 |       2.28 |       3.75 |       4.16
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      13809 |          0 |          0 |          0 |      13749 |          0
  average dram access latency (ns)   |      61.29 |        inf |        inf |        inf |      61.29 |        inf
  average dram queueing delay        |       0.04 |       0.00 |       0.00 |       0.00 |       0.04 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      10666 |        434 |        425 |        457 |        230 |        231
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       3253 |       3127 |       3148 |       3183 |       4941 |       5046
