                                     | Core 0     | Core 1    
  Instructions                       |   12326291 |    3932177
  Cycles                             |   10963600 |   10963600
  IPC                                |       1.12 |       0.36
  Time (ns)                          |    2740900 |    2740900
  Idle time (ns)                     |       1276 |    1817473
  Idle time (%)                      |       0.0% |      66.3%
Branch predictor stats               |            |           
  num correct                        |    1551834 |    1002950
  num incorrect                      |      98951 |      32425
  misprediction rate                 |      5.99% |      3.13%
  mpki                               |       8.03 |       8.25
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1591790 |     273521
    num misses                       |        175 |         28
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01
  D-TLB                              |            |           
    num accesses                     |    3208242 |    1078711
    num misses                       |       1639 |        202
    miss rate                        |      0.05% |      0.02%
    mpki                             |       0.13 |       0.05
  L2 TLB                             |            |           
    num accesses                     |       1814 |        230
    num misses                       |        561 |        163
    miss rate                        |     30.93% |     70.87%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1591790 |     273521
    num cache misses                 |       2728 |        178
    miss rate                        |      0.17% |      0.07%
    mpki                             |       0.22 |       0.05
  Cache L1-D                         |            |           
    num cache accesses               |    3208242 |    1078711
    num cache misses                 |      58049 |      35130
    miss rate                        |      1.81% |      3.26%
    mpki                             |       4.71 |       8.93
  Cache L2                           |            |           
    num cache accesses               |      62938 |      35309
    num cache misses                 |      42175 |      28311
    miss rate                        |     67.01% |     80.18%
    mpki                             |       3.42 |       7.20
  Cache L3                           |            |           
    num cache accesses               |      44425 |      28344
    num cache misses                 |      16673 |       2032
    miss rate                        |     37.53% |      7.17%
    mpki                             |       1.35 |       0.52
DRAM summary                         |            |           
  num dram accesses                  |      18690 |          0
  average dram access latency (ns)   |      62.11 |        inf
  average dram queueing delay        |       0.86 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      11118 |        880
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
