                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   12353278 |    4660704 |    4650112 |    4578448 |    4265483 |    4659479 |    4612032 |    4619599 |    4090985 |    4523149 |    4551924 |    4525154 |    4493875 |    4578729 |    4763717 |    4733964
  Cycles                             |   11822800 |   11822800 |   11822800 |    8867100 |    8867100 |    8867100 |    8867100 |   11822800 |   11822800 |    8867100 |    8867100 |    8867100 |   11822800 |    8867100 |   11822800 |   11822800
  IPC                                |       1.04 |       0.39 |       0.39 |       0.52 |       0.48 |       0.53 |       0.52 |       0.39 |       0.35 |       0.51 |       0.51 |       0.51 |       0.38 |       0.52 |       0.40 |       0.40
  Time (ns)                          |    2955700 |    2955700 |    2955700 |    2955700 |    2955700 |    2955700 |    2955700 |    2955700 |    2955700 |    2955700 |    2955700 |    2955700 |    2955700 |    2955700 |    2955700 |    2955700
  Idle time (ns)                     |       1659 |    2302988 |    2303201 |    2293486 |    2293527 |    2293629 |    2293703 |    2303744 |    2304088 |    2293919 |    2294055 |    2294073 |    2304291 |    2294330 |    2304472 |    2304230
  Idle time (%)                      |       0.1% |      77.9% |      77.9% |      77.6% |      77.6% |      77.6% |      77.6% |      77.9% |      78.0% |      77.6% |      77.6% |      77.6% |      78.0% |      77.6% |      78.0% |      78.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1533008 |    1502679 |    1496342 |    1483411 |    1336140 |    1519735 |    1496172 |    1484869 |    1242344 |    1453101 |    1468382 |    1456640 |    1424435 |    1479508 |    1547759 |    1534454
  num incorrect                      |      80310 |       3893 |       3905 |       2963 |       7645 |       1730 |       2609 |       4343 |      12177 |       4267 |       3546 |       4064 |       6420 |       3192 |       2663 |       2995
  misprediction rate                 |      4.98% |      0.26% |      0.26% |      0.20% |      0.57% |      0.11% |      0.17% |      0.29% |      0.97% |      0.29% |      0.24% |      0.28% |      0.45% |      0.22% |      0.17% |      0.19%
  mpki                               |       6.50 |       0.84 |       0.84 |       0.65 |       1.79 |       0.37 |       0.57 |       0.94 |       2.98 |       0.94 |       0.78 |       0.90 |       1.43 |       0.70 |       0.56 |       0.63
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1572993 |      22650 |      24039 |      17195 |      37679 |      12751 |      17414 |      23052 |      56549 |      23401 |      20350 |      22114 |      30656 |      18826 |      16291 |      17927
    num misses                       |        176 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24
    miss rate                        |      0.01% |      0.11% |      0.10% |      0.14% |      0.06% |      0.19% |      0.14% |      0.10% |      0.04% |      0.10% |      0.12% |      0.11% |      0.08% |      0.13% |      0.15% |      0.13%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2949168 |     832342 |     833062 |     814440 |     787743 |     822045 |     818771 |     827565 |     778451 |     811527 |     813425 |     809974 |     818005 |     816171 |     842946 |     840304
    num misses                       |       3042 |        331 |        320 |        294 |        284 |        304 |        303 |        310 |        293 |        269 |        305 |        306 |        300 |        288 |        279 |        315
    miss rate                        |      0.10% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.03% |      0.04% |      0.04% |      0.04% |      0.04% |      0.03% |      0.04%
    mpki                             |       0.25 |       0.07 |       0.07 |       0.06 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.06 |       0.07 |       0.07 |       0.07 |       0.06 |       0.06 |       0.07
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       3218 |        355 |        344 |        318 |        308 |        328 |        327 |        334 |        317 |        293 |        329 |        330 |        324 |        312 |        303 |        339
    num misses                       |        700 |        171 |        167 |        161 |        160 |        157 |        151 |        157 |        162 |        152 |        151 |        151 |        156 |        151 |        153 |        155
    miss rate                        |     21.75% |     48.17% |     48.55% |     50.63% |     51.95% |     47.87% |     46.18% |     47.01% |     51.10% |     51.88% |     45.90% |     45.76% |     48.15% |     48.40% |     50.50% |     45.72%
    mpki                             |       0.06 |       0.04 |       0.04 |       0.04 |       0.04 |       0.03 |       0.03 |       0.03 |       0.04 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1572993 |      22650 |      24039 |      17195 |      37679 |      12751 |      17414 |      23052 |      56549 |      23401 |      20350 |      22114 |      30656 |      18826 |      16291 |      17927
    num cache misses                 |       2817 |        155 |        155 |        155 |        154 |        156 |        155 |        154 |        155 |        155 |        154 |        154 |        155 |        154 |        154 |        158
    miss rate                        |      0.18% |      0.68% |      0.64% |      0.90% |      0.41% |      1.22% |      0.89% |      0.67% |      0.27% |      0.66% |      0.76% |      0.70% |      0.51% |      0.82% |      0.95% |      0.88%
    mpki                             |       0.23 |       0.03 |       0.03 |       0.03 |       0.04 |       0.03 |       0.03 |       0.03 |       0.04 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2949168 |     832342 |     833062 |     814440 |     787743 |     822045 |     818771 |     827565 |     778451 |     811527 |     813425 |     809974 |     818005 |     816171 |     842946 |     840304
    num cache misses                 |      37455 |       7616 |       7824 |       7532 |       8090 |       7366 |       7425 |       7657 |       8481 |       7585 |       7627 |       7577 |       7869 |       7575 |       7373 |       7522
    miss rate                        |      1.27% |      0.92% |      0.94% |      0.92% |      1.03% |      0.90% |      0.91% |      0.93% |      1.09% |      0.93% |      0.94% |      0.94% |      0.96% |      0.93% |      0.87% |      0.90%
    mpki                             |       3.03 |       1.63 |       1.68 |       1.65 |       1.90 |       1.58 |       1.61 |       1.66 |       2.07 |       1.68 |       1.68 |       1.67 |       1.75 |       1.65 |       1.55 |       1.59
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      42450 |       7882 |       8099 |       7772 |       8450 |       7586 |       7673 |       7935 |       9102 |       8018 |       8041 |       7966 |       8340 |       7976 |       7757 |       7931
    num cache misses                 |      27491 |       7237 |       7335 |       7147 |       7533 |       7086 |       7078 |       7233 |       7684 |       7177 |       7211 |       7193 |       7369 |       7201 |       7077 |       7180
    miss rate                        |     64.76% |     91.82% |     90.57% |     91.96% |     89.15% |     93.41% |     92.25% |     91.15% |     84.42% |     89.51% |     89.68% |     90.30% |     88.36% |     90.28% |     91.23% |     90.53%
    mpki                             |       2.23 |       1.55 |       1.58 |       1.56 |       1.77 |       1.52 |       1.53 |       1.57 |       1.88 |       1.59 |       1.58 |       1.59 |       1.64 |       1.57 |       1.49 |       1.52
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      31360 |       7349 |       7458 |       7234 |       7741 |       7151 |       7170 |       7357 |       8150 |       7455 |       7471 |       7428 |       7685 |       7448 |       7307 |       7431
    num cache misses                 |      23412 |       3648 |       3706 |       3627 |       3893 |       3621 |       3532 |       3647 |       4612 |       4310 |       4181 |       4153 |       4275 |       4144 |       4086 |       4136
    miss rate                        |     74.66% |     49.64% |     49.69% |     50.14% |     50.29% |     50.64% |     49.26% |     49.57% |     56.59% |     57.81% |     55.96% |     55.91% |     55.63% |     55.64% |     55.92% |     55.66%
    mpki                             |       1.90 |       0.78 |       0.80 |       0.79 |       0.91 |       0.78 |       0.77 |       0.79 |       1.13 |       0.95 |       0.92 |       0.92 |       0.95 |       0.91 |       0.86 |       0.87
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      13402 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      13322 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      82.01 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      82.30 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      20.76 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |      21.05 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
