                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   12815133 |    4807437 |    5128697 |    4428338 |    4622326 |    4977684
  Cycles                             |   34667600 |   34667600 |   34667600 |   34667600 |    8666900 |    8666900
  IPC                                |       0.37 |       0.14 |       0.15 |       0.13 |       0.53 |       0.57
  Time (ns)                          |    8666900 |    8666900 |    8666900 |    8666900 |    8666900 |    8666900
  Idle time (ns)                     |       1317 |    6110567 |    6111079 |    6111604 |    6080306 |    6081026
  Idle time (%)                      |       0.0% |      70.5% |      70.5% |      70.5% |      70.2% |      70.2%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    1617702 |    1449241 |    1599592 |    1280323 |    1385880 |    1549715
  num incorrect                      |      85895 |      12099 |       7500 |      17438 |      12880 |       7562
  misprediction rate                 |      5.04% |      0.83% |      0.47% |      1.34% |      0.92% |      0.49%
  mpki                               |       6.70 |       2.52 |       1.46 |       3.94 |       2.79 |       1.52
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    1601011 |      68643 |      46591 |      87184 |      67816 |      44958
    num misses                       |        177 |         24 |         24 |         24 |         24 |         23
    miss rate                        |      0.01% |      0.03% |      0.05% |      0.03% |      0.04% |      0.05%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.01 |       0.01 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |    3102793 |     962229 |     988671 |     920414 |     929670 |     962972
    num misses                       |       1856 |        431 |        396 |        401 |        385 |        374
    miss rate                        |      0.06% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.14 |       0.09 |       0.08 |       0.09 |       0.08 |       0.08
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       2033 |        455 |        420 |        425 |        409 |        397
    num misses                       |        654 |        188 |        167 |        171 |        166 |        165
    miss rate                        |     32.17% |     41.32% |     39.76% |     40.24% |     40.59% |     41.56%
    mpki                             |       0.05 |       0.04 |       0.03 |       0.04 |       0.04 |       0.03
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    1601011 |      68643 |      46591 |      87184 |      67816 |      44958
    num cache misses                 |       2749 |        155 |        156 |        157 |        161 |        155
    miss rate                        |      0.17% |      0.23% |      0.33% |      0.18% |      0.24% |      0.34%
    mpki                             |       0.21 |       0.03 |       0.03 |       0.04 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |    3102793 |     962229 |     988671 |     920414 |     929670 |     962972
    num cache misses                 |      46352 |      18518 |      18071 |      18989 |      18447 |      17923
    miss rate                        |      1.49% |      1.92% |      1.83% |      2.06% |      1.98% |      1.86%
    mpki                             |       3.62 |       3.85 |       3.52 |       4.29 |       3.99 |       3.60
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |      51156 |      18679 |      18228 |      19147 |      18609 |      18079
    num cache misses                 |      34388 |      16608 |      16355 |      16843 |      16595 |      16227
    miss rate                        |     67.22% |     88.91% |     89.72% |     87.97% |     89.18% |     89.76%
    mpki                             |       2.68 |       3.45 |       3.19 |       3.80 |       3.59 |       3.26
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      38451 |      16620 |      16356 |      16852 |      16608 |      16239
    num cache misses                 |      18830 |       1331 |       1225 |       1464 |       1350 |       1280
    miss rate                        |     48.97% |      8.01% |      7.49% |      8.69% |      8.13% |      7.88%
    mpki                             |       1.47 |       0.28 |       0.24 |       0.33 |       0.29 |       0.26
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      25404 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.40 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.15 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      10753 |        605 |        675 |        740 |        675 |        713
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0
