                                     | Core 0      | Core 1     
  Instructions                       |  2262526661 |  2262167457
  Cycles                             |  3433915200 |  3433915200
  IPC                                |        0.66 |        0.66
  Time (ns)                          |   858478800 |   858478800
  Idle time (ns)                     |        2146 |     1377398
  Idle time (%)                      |        0.0% |        0.2%
Branch predictor stats               |             |            
  num correct                        |   172481020 |   172424532
  num incorrect                      |       10370 |        6581
  misprediction rate                 |       0.01% |       0.00%
  mpki                               |        0.00 |        0.00
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   329272765 |   329300082
    num misses                       |         117 |          24
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |   839205657 |   839045915
    num misses                       |    41402088 |    41229920
    miss rate                        |       4.93% |       4.91%
    mpki                             |       18.30 |       18.23
  L2 TLB                             |             |            
    num accesses                     |    41402205 |    41229944
    num misses                       |    18813145 |    18763297
    miss rate                        |      45.44% |      45.51%
    mpki                             |        8.32 |        8.29
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   329272765 |   329300082
    num cache misses                 |       13658 |        9791
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.01 |        0.00
  Cache L1-D                         |             |            
    num cache accesses               |   839205657 |   839045915
    num cache misses                 |    45673551 |    45669708
    miss rate                        |       5.44% |       5.44%
    mpki                             |       20.19 |       20.19
  Cache L2                           |             |            
    num cache accesses               |    46087143 |    46075596
    num cache misses                 |    13517816 |    13505507
    miss rate                        |      29.33% |      29.31%
    mpki                             |        5.97 |        5.97
  Cache L3                           |             |            
    num cache accesses               |    13917634 |    13901371
    num cache misses                 |    13427169 |    13414640
    miss rate                        |      96.48% |      96.50%
    mpki                             |        5.93 |        5.93
DRAM summary                         |             |            
  num dram accesses                  |    16884250 |    16886373
  average dram access latency (ns)   |     3252.86 |     3225.92
  average dram queueing delay        |     3191.60 |     3164.67
  average dram bandwidth utilization |       2.00% |       2.00%
Coherency Traffic                    |             |            
  num loads from dram                |     9164406 |     9158263
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |      382339 |      378862
