                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  225422685 |  235290569 |  234291251 |  233586632 |  178426975 |  186232873 |  187916928 |  187370875 |  227355279 |  228042524 |  229834664 |  232819713
  Cycles                             |  434865200 |  434865200 |  434865200 |  434865200 |  326148900 |  326148900 |  326148900 |  326148900 |  434865200 |  434865200 |  434865200 |  434865200
  IPC                                |       0.52 |       0.54 |       0.54 |       0.54 |       0.55 |       0.57 |       0.58 |       0.57 |       0.52 |       0.52 |       0.53 |       0.54
  Time (ns)                          |  108716300 |  108716300 |  108716300 |  108716300 |  108716300 |  108716300 |  108716300 |  108716300 |  108716300 |  108716300 |  108716300 |  108716300
  Idle time (ns)                     |   26923807 |   27281383 |   27067751 |   26365443 |     351365 |     557371 |     562468 |     569697 |   37130189 |   37189553 |   37293069 |   37209764
  Idle time (%)                      |      24.8% |      25.1% |      24.9% |      24.3% |       0.3% |       0.5% |       0.5% |       0.5% |      34.2% |      34.2% |      34.3% |      34.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   28816191 |   32348312 |   32017906 |   31783436 |   14254591 |   17310003 |   17882932 |   17701190 |   34640218 |   34993808 |   35625602 |   36620823
  num incorrect                      |      11475 |       5017 |       4969 |       5020 |       4546 |       4484 |       4506 |       4503 |       4293 |       4187 |       4135 |       4140
  misprediction rate                 |      0.04% |      0.02% |      0.02% |      0.02% |      0.03% |      0.03% |      0.03% |      0.03% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.05 |       0.02 |       0.02 |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   17944785 |   17787689 |   17786863 |   17786869 |   17470016 |   17281751 |   17275675 |   17275533 |   15894078 |   15842691 |   15822742 |   15822633
    num misses                       |        212 |         34 |         34 |         34 |         34 |         34 |         34 |         34 |         34 |         35 |         35 |         30
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |  101182808 |  102407717 |  102237695 |  102121570 |   91717663 |   92514619 |   92780295 |   92688638 |   94349800 |   94319451 |   94570678 |   95067752
    num misses                       |      53844 |      50767 |      50746 |      50829 |      49868 |      49439 |      49311 |      49371 |      45948 |      45701 |      46469 |      45165
    miss rate                        |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05%
    mpki                             |       0.24 |       0.22 |       0.22 |       0.22 |       0.28 |       0.27 |       0.26 |       0.26 |       0.20 |       0.20 |       0.20 |       0.19
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      54056 |      50801 |      50780 |      50863 |      49902 |      49473 |      49345 |      49405 |      45982 |      45736 |      46504 |      45195
    num misses                       |      31182 |      29843 |      29843 |      29956 |      29847 |      29373 |      29533 |      29277 |      26798 |      26680 |      26293 |      25870
    miss rate                        |     57.68% |     58.74% |     58.77% |     58.90% |     59.81% |     59.37% |     59.85% |     59.26% |     58.28% |     58.33% |     56.54% |     57.24%
    mpki                             |       0.14 |       0.13 |       0.13 |       0.13 |       0.17 |       0.16 |       0.16 |       0.16 |       0.12 |       0.12 |       0.11 |       0.11
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   17944785 |   17787689 |   17786863 |   17786869 |   17470016 |   17281751 |   17275675 |   17275533 |   15894078 |   15842691 |   15822742 |   15822633
    num cache misses                 |      23838 |      12263 |      12113 |      12643 |      19797 |      19575 |      19372 |      19973 |      11409 |      11270 |      11243 |      11138
