                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   73297962 |   73073865 |   73030688 |   72312819 |   72828756 |   72773917 |   72793557 |   72818523
  Cycles                             |   75116380 |   75116380 |   75116380 |   75116380 |   75116380 |   75116380 |   75116380 |   75116380
  IPC                                |       0.98 |       0.97 |       0.97 |       0.96 |       0.97 |       0.97 |       0.97 |       0.97
  Time (ns)                          |   25902200 |   25902200 |   25902200 |   25902200 |   25902200 |   25902200 |   25902200 |   25902200
  Idle time (ns)                     |        258 |     275658 |     279054 |     281064 |     283038 |     285038 |     287020 |     289025
  Idle time (%)                      |       0.0% |       1.1% |       1.1% |       1.1% |       1.1% |       1.1% |       1.1% |       1.1%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    5876488 |    5916291 |    5902774 |    5698628 |    5845629 |    5837110 |    5845897 |    5842186
  num incorrect                      |      15698 |       5779 |       6016 |       7481 |       7636 |       7777 |       7989 |       8440
  misprediction rate                 |      0.27% |      0.10% |      0.10% |      0.13% |      0.13% |      0.13% |      0.14% |      0.14%
  mpki                               |       0.21 |       0.08 |       0.08 |       0.10 |       0.10 |       0.11 |       0.11 |       0.12
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   10345854 |   10259173 |   10283802 |   10301878 |   10316156 |   10320258 |   10329429 |   10400058
    num misses                       |        132 |         23 |         23 |         23 |         23 |         21 |         23 |         21
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   27156852 |   26846822 |   26849693 |   26745837 |   26816734 |   26785121 |   26773782 |   26855019
    num misses                       |    1292731 |    1282734 |    1285839 |    1286178 |    1282954 |    1283605 |    1285879 |    1282182
    miss rate                        |      4.76% |      4.78% |      4.79% |      4.81% |      4.78% |      4.79% |      4.80% |      4.77%
    mpki                             |      17.64 |      17.55 |      17.61 |      17.79 |      17.62 |      17.64 |      17.66 |      17.61
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |    1292863 |    1282757 |    1285862 |    1286201 |    1282977 |    1283626 |    1285902 |    1282203
    num misses                       |     526167 |     521403 |     523866 |     528748 |     523755 |     525279 |     526189 |     519149
    miss rate                        |     40.70% |     40.65% |     40.74% |     41.11% |     40.82% |     40.92% |     40.92% |     40.49%
    mpki                             |       7.18 |       7.14 |       7.17 |       7.31 |       7.19 |       7.22 |       7.23 |       7.13
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   10345854 |   10259173 |   10283802 |   10301878 |   10316156 |   10320258 |   10329429 |   10400058
    num cache misses                 |       3654 |        648 |        681 |        604 |        663 |        610 |        665 |        686
    miss rate                        |      0.04% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.05 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   27156852 |   26846822 |   26849693 |   26745837 |   26816734 |   26785121 |   26773782 |   26855019
    num cache misses                 |     783420 |     783901 |     765423 |     779094 |     778080 |     772491 |     772115 |     767228
    miss rate                        |      2.88% |      2.92% |      2.85% |      2.91% |      2.90% |      2.88% |      2.88% |      2.86%
    mpki                             |      10.69 |      10.73 |      10.48 |      10.77 |      10.68 |      10.61 |      10.61 |      10.54
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     913384 |     910241 |     892880 |     907017 |     900283 |     894479 |     892723 |     896674
    num cache misses                 |     379871 |     371372 |     368549 |     370347 |     368407 |     371678 |     369482 |     371883
    miss rate                        |     41.59% |     40.80% |     41.28% |     40.83% |     40.92% |     41.55% |     41.39% |     41.47%
    mpki                             |       5.18 |       5.08 |       5.05 |       5.12 |       5.06 |       5.11 |       5.08 |       5.11
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     524819 |     511849 |     509958 |     511428 |     508406 |     506769 |     502156 |     513241
    num cache misses                 |     174750 |     168140 |     165964 |     177779 |     167362 |     164338 |     161222 |     181795
    miss rate                        |     33.30% |     32.85% |     32.54% |     34.76% |     32.92% |     32.43% |     32.11% |     35.42%
    mpki                             |       2.38 |       2.30 |       2.27 |       2.46 |       2.30 |       2.26 |       2.21 |       2.50
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      73117 |          0 |          0 |          0 |      73028 |          0 |          0 |          0
  average dram access latency (ns)   |    6781.33 |        inf |        inf |        inf |    6790.60 |        inf |        inf |        inf
  average dram queueing delay        |    6720.08 |       0.00 |       0.00 |       0.00 |    6729.35 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6585 |         31 |         48 |         38 |        117 |        121 |        131 |         61
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |     135623 |     140777 |     137862 |     141321 |     136975 |     136385 |     133176 |     143680
