                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   11005014 |    3082673 |    3125466 |    2873136 |    3169652 |    3031354 |    2648861 |    3059283 |    3183242 |    3110169 |    3308727 |    3284004
  Cycles                             |   11242800 |   11242800 |   11242800 |   11242800 |    8432100 |    8432100 |    8432100 |    8432100 |   11242800 |   11242800 |   11242800 |   11242800
  IPC                                |       0.98 |       0.27 |       0.28 |       0.26 |       0.38 |       0.36 |       0.31 |       0.36 |       0.28 |       0.28 |       0.29 |       0.29
  Time (ns)                          |    2810700 |    2810700 |    2810700 |    2810700 |    2810700 |    2810700 |    2810700 |    2810700 |    2810700 |    2810700 |    2810700 |    2810700
  Idle time (ns)                     |       1395 |    2295580 |    2295997 |    2295852 |    2285877 |    2286067 |    2286077 |    2286273 |    2296603 |    2296539 |    2296666 |    2296910
  Idle time (%)                      |       0.0% |      81.7% |      81.7% |      81.7% |      81.3% |      81.3% |      81.3% |      81.3% |      81.7% |      81.7% |      81.7% |      81.7%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1333025 |     978361 |     995862 |     891952 |    1020335 |     963119 |     797846 |     974367 |    1009486 |     977560 |    1061946 |    1051498
  num incorrect                      |      75841 |       4707 |       4267 |       7588 |       2597 |       4621 |      10026 |       4152 |       5377 |       6319 |       3588 |       3860
  misprediction rate                 |      5.38% |      0.48% |      0.43% |      0.84% |      0.25% |      0.48% |      1.24% |      0.42% |      0.53% |      0.64% |      0.34% |      0.37%
  mpki                               |       6.89 |       1.53 |       1.37 |       2.64 |       0.82 |       1.52 |       3.79 |       1.36 |       1.69 |       2.03 |       1.08 |       1.18
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1276804 |      41477 |      37966 |      58770 |      27645 |      39238 |      82130 |      37736 |      43767 |      52058 |      32799 |      35197
    num misses                       |        173 |         27 |         27 |         27 |         27 |         27 |         29 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.01% |      0.07% |      0.07% |      0.05% |      0.10% |      0.07% |      0.04% |      0.07% |      0.06% |      0.05% |      0.08% |      0.08%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2669680 |     581743 |     586918 |     561029 |     586384 |     572445 |     537947 |     574927 |     601112 |     593569 |     613492 |     611052
    num misses                       |       1875 |        133 |        195 |        150 |        135 |        115 |        117 |        121 |        131 |        134 |        116 |        113
    miss rate                        |      0.07% |      0.02% |      0.03% |      0.03% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.17 |       0.04 |       0.06 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.03
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2048 |        160 |        222 |        177 |        162 |        142 |        146 |        148 |        158 |        161 |        143 |        140
    num misses                       |        614 |        128 |        137 |        136 |        128 |        125 |        129 |        126 |        139 |        136 |        124 |        123
    miss rate                        |     29.98% |     80.00% |     61.71% |     76.84% |     79.01% |     88.03% |     88.36% |     85.14% |     87.97% |     84.47% |     86.71% |     87.86%
    mpki                             |       0.06 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1276804 |      41477 |      37966 |      58770 |      27645 |      39238 |      82130 |      37736 |      43767 |      52058 |      32799 |      35197
    num cache misses                 |       2790 |        172 |        171 |        172 |        172 |        171 |        178 |        171 |        170 |        171 |        170 |        170
    miss rate                        |      0.22% |      0.41% |      0.45% |      0.29% |      0.62% |      0.44% |      0.22% |      0.45% |      0.39% |      0.33% |      0.52% |      0.48%
    mpki                             |       0.25 |       0.06 |       0.05 |       0.06 |       0.05 |       0.06 |       0.07 |       0.06 |       0.05 |       0.05 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2669680 |     581743 |     586918 |     561029 |     586384 |     572445 |     537947 |     574927 |     601112 |     593569 |     613492 |     611052
    num cache misses                 |      34093 |       8915 |       8861 |       9229 |       8855 |       8963 |       9379 |       8854 |       8934 |       9047 |       8790 |       8760
    miss rate                        |      1.28% |      1.53% |      1.51% |      1.65% |      1.51% |      1.57% |      1.74% |      1.54% |      1.49% |      1.52% |      1.43% |      1.43%
    mpki                             |       3.10 |       2.89 |       2.84 |       3.21 |       2.79 |       2.96 |       3.54 |       2.89 |       2.81 |       2.91 |       2.66 |       2.67
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      38971 |       9129 |       9071 |       9452 |       9052 |       9174 |       9643 |       9057 |       9427 |       9570 |       9238 |       9223
    num cache misses                 |      25897 |       8699 |       8658 |       8863 |       8615 |       8699 |       8955 |       8631 |       8660 |       8720 |       8553 |       8587
    miss rate                        |     66.45% |     95.29% |     95.45% |     93.77% |     95.17% |     94.82% |     92.87% |     95.30% |     91.86% |     91.12% |     92.58% |     93.10%
    mpki                             |       2.35 |       2.82 |       2.77 |       3.08 |       2.72 |       2.87 |       3.38 |       2.82 |       2.72 |       2.80 |       2.58 |       2.61
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      28524 |       8741 |       8697 |       8914 |       8642 |       8739 |       9043 |       8664 |       8983 |       9071 |       8831 |       8881
    num cache misses                 |      20074 |       3166 |       3150 |       3300 |       3141 |       3161 |       3283 |       3217 |       6109 |       6142 |       6038 |       5989
    miss rate                        |     70.38% |     36.22% |     36.22% |     37.02% |     36.35% |     36.17% |     36.30% |     37.13% |     68.01% |     67.71% |     68.37% |     67.44%
    mpki                             |       1.82 |       1.03 |       1.01 |       1.15 |       0.99 |       1.04 |       1.24 |       1.05 |       1.92 |       1.97 |       1.82 |       1.82
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      10947 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      10872 |          0 |          0 |          0
  average dram access latency (ns)   |      61.49 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      61.49 |        inf |        inf |        inf
  average dram queueing delay        |       0.24 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.24 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      10259 |        130 |        122 |        139 |        127 |        116 |        109 |        113 |         55 |         57 |         62 |         48
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1307 |       1180 |       1248 |       1265 |       1182 |       1200 |       1239 |       1232 |       1625 |       1568 |       1593 |       1571
