                                     | Core 0     | Core 1    
  Instructions                       |   12315574 |    3963875
  Cycles                             |   10819200 |   10819200
  IPC                                |       1.14 |       0.37
  Time (ns)                          |    2704800 |    2704800
  Idle time (ns)                     |       1257 |    1780213
  Idle time (%)                      |       0.0% |      65.8%
Branch predictor stats               |            |           
  num correct                        |    1549900 |    1011669
  num incorrect                      |      96558 |      31993
  misprediction rate                 |      5.86% |      3.07%
  mpki                               |       7.84 |       8.07
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1814403 |     260922
    num misses                       |        173 |         28
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01
  D-TLB                              |            |           
    num accesses                     |    3207119 |    1084219
    num misses                       |       1594 |        219
    miss rate                        |      0.05% |      0.02%
    mpki                             |       0.13 |       0.06
  L2 TLB                             |            |           
    num accesses                     |       1767 |        247
    num misses                       |        589 |        166
    miss rate                        |     33.33% |     67.21%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1814403 |     260922
    num cache misses                 |       2814 |        182
    miss rate                        |      0.16% |      0.07%
    mpki                             |       0.23 |       0.05
  Cache L1-D                         |            |           
    num cache accesses               |    3207119 |    1084219
    num cache misses                 |      58132 |      35057
    miss rate                        |      1.81% |      3.23%
    mpki                             |       4.72 |       8.84
  Cache L2                           |            |           
    num cache accesses               |      62975 |      35239
    num cache misses                 |      43872 |      28315
    miss rate                        |     69.67% |     80.35%
    mpki                             |       3.56 |       7.14
  Cache L3                           |            |           
    num cache accesses               |      45981 |      28340
    num cache misses                 |      18502 |       2054
    miss rate                        |     40.24% |      7.25%
    mpki                             |       1.50 |       0.52
DRAM summary                         |            |           
  num dram accesses                  |      20531 |          0
  average dram access latency (ns)   |      62.03 |        inf
  average dram queueing delay        |       0.78 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      10990 |        922
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
