                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   57518082 |   68452276 |   68331976 |   58091265 |   58277992 |   58306331 |   69699791 |   69399093 |   69361416 |   59393020 |   72912456 |   63000296 |   73338276 |   63116315 |   63118168 |   73313342
  Cycles                             |   25424520 |   33514140 |   33514140 |   25424520 |   25424520 |   25424520 |   33514140 |   33514140 |   33514140 |   25424520 |   33514140 |   25424520 |   33514140 |   25424520 |   25424520 |   33514140
  IPC                                |       2.26 |       2.04 |       2.04 |       2.28 |       2.29 |       2.29 |       2.08 |       2.07 |       2.07 |       2.34 |       2.18 |       2.48 |       2.19 |       2.48 |       2.48 |       2.19
  Time (ns)                          |   11556600 |   11556600 |   11556600 |   11556600 |   11556600 |   11556600 |   11556600 |   11556600 |   11556600 |   11556600 |   11556600 |   11556600 |   11556600 |   11556600 |   11556600 |   11556600
  Idle time (ns)                     |        263 |     325959 |     327277 |     328360 |     329408 |     330431 |     331452 |     332468 |     333437 |     334444 |     335432 |     336523 |     337508 |     338522 |     339591 |     340596
  Idle time (%)                      |       0.0% |       2.8% |       2.8% |       2.8% |       2.9% |       2.9% |       2.9% |       2.9% |       2.9% |       2.9% |       2.9% |       2.9% |       2.9% |       2.9% |       2.9% |       2.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     494536 |    4469273 |    4429349 |    1015476 |    1077993 |    1087412 |    5122115 |    5021882 |    5009315 |    1686352 |   24073974 |   20769890 |   24430380 |   21023026 |   21023645 |   24422061
  num incorrect                      |      11736 |       3682 |       3734 |       3729 |       3709 |       3713 |       3107 |       3108 |       3111 |       3132 |       1009 |       1011 |        998 |       1004 |       1003 |       1004
  misprediction rate                 |      2.32% |      0.08% |      0.08% |      0.37% |      0.34% |      0.34% |      0.06% |      0.06% |      0.06% |      0.19% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       0.20 |       0.05 |       0.05 |       0.06 |       0.06 |       0.06 |       0.04 |       0.04 |       0.04 |       0.05 |       0.01 |       0.02 |       0.01 |       0.02 |       0.02 |       0.01
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5481504 |    5275534 |    5275343 |    5275343 |    5275343 |    5275343 |    5211173 |    5211173 |    5211177 |    5211173 |      81842 |      81842 |      11453 |      11453 |      11453 |      11454
    num misses                       |        361 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         38 |         31 |         31 |         31 |         31 |         31 |         31
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.04% |      0.04% |      0.27% |      0.27% |      0.27% |      0.27%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   26573317 |   27818647 |   27798190 |   26091875 |   26122555 |   26127321 |   27799163 |   27749047 |   27742776 |   26081560 |   12380512 |   10728475 |   12243034 |   10539360 |   10539669 |   12238879
    num misses                       |       6665 |       1265 |       1565 |       1196 |       4864 |       5503 |       6162 |       1373 |       1251 |       1036 |         53 |         53 |         41 |         32 |         32 |         32
    miss rate                        |      0.03% |      0.00% |      0.01% |      0.00% |      0.02% |      0.02% |      0.02% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.12 |       0.02 |       0.02 |       0.02 |       0.08 |       0.09 |       0.09 |       0.02 |       0.02 |       0.02 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       7026 |       1303 |       1603 |       1234 |       4902 |       5541 |       6200 |       1411 |       1289 |       1074 |         84 |         84 |         72 |         63 |         63 |         63
    num misses                       |        659 |        147 |        134 |        134 |        135 |        135 |        193 |        131 |        134 |        129 |         79 |         84 |         63 |         63 |         63 |         63
    miss rate                        |      9.38% |     11.28% |      8.36% |     10.86% |      2.75% |      2.44% |      3.11% |      9.28% |     10.40% |     12.01% |     94.05% |    100.00% |     87.50% |    100.00% |    100.00% |    100.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5481504 |    5275534 |    5275343 |    5275343 |    5275343 |    5275343 |    5211173 |    5211173 |    5211177 |    5211173 |      81842 |      81842 |      11453 |      11453 |      11453 |      11454
    num cache misses                 |      81513 |      57995 |      57995 |      58098 |      58013 |      58021 |      55796 |      55796 |      55796 |      55865 |        222 |        223 |        146 |        146 |        146 |        147
    miss rate                        |      1.49% |      1.10% |      1.10% |      1.10% |      1.10% |      1.10% |      1.07% |      1.07% |      1.07% |      1.07% |      0.27% |      0.27% |      1.27% |      1.27% |      1.27% |      1.28%
    mpki                             |       1.42 |       0.85 |       0.85 |       1.00 |       1.00 |       1.00 |       0.80 |       0.80 |       0.80 |       0.94 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   26573317 |   27818647 |   27798190 |   26091875 |   26122555 |   26127321 |   27799163 |   27749047 |   27742776 |   26081560 |   12380512 |   10728475 |   12243034 |   10539360 |   10539669 |   12238879
    num cache misses                 |     198070 |     115198 |     114564 |     145906 |     155000 |     151729 |      90722 |      90282 |      94383 |     122173 |      12143 |      15837 |       3395 |       3429 |       3429 |       3401
    miss rate                        |      0.75% |      0.41% |      0.41% |      0.56% |      0.59% |      0.58% |      0.33% |      0.33% |      0.34% |      0.47% |      0.10% |      0.15% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       3.44 |       1.68 |       1.68 |       2.51 |       2.66 |       2.60 |       1.30 |       1.30 |       1.36 |       2.06 |       0.17 |       0.25 |       0.05 |       0.05 |       0.05 |       0.05
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     292712 |     185104 |     185723 |     215605 |     224599 |     221163 |     159596 |     164953 |     165493 |     192576 |      21927 |      19445 |       3816 |       3864 |       3859 |       3840
    num cache misses                 |      76371 |      66652 |      65805 |      67016 |      67152 |      66884 |      50432 |      51357 |      58969 |      51768 |      12365 |       7681 |       3541 |       3575 |       3575 |       3549
    miss rate                        |     26.09% |     36.01% |     35.43% |     31.08% |     29.90% |     30.24% |     31.60% |     31.13% |     35.63% |     26.88% |     56.39% |     39.50% |     92.79% |     92.52% |     92.64% |     92.42%
    mpki                             |       1.33 |       0.97 |       0.96 |       1.15 |       1.15 |       1.15 |       0.72 |       0.74 |       0.85 |       0.87 |       0.17 |       0.12 |       0.05 |       0.06 |       0.06 |       0.05
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     105136 |      87351 |      87841 |      87487 |      87607 |      87046 |      70690 |      77318 |      79815 |      76027 |      21927 |      14922 |       3816 |       3864 |       3859 |       3840
    num cache misses                 |      23256 |       5213 |       4649 |       4453 |       4361 |       7889 |       4891 |      29689 |      29585 |      20059 |       2785 |       6113 |       2370 |       2181 |       2117 |       2201
    miss rate                        |     22.12% |      5.97% |      5.29% |      5.09% |      4.98% |      9.06% |      6.92% |     38.40% |     37.07% |     26.38% |     12.70% |     40.97% |     62.11% |     56.44% |     54.86% |     57.32%
    mpki                             |       0.40 |       0.08 |       0.07 |       0.08 |       0.07 |       0.14 |       0.07 |       0.43 |       0.43 |       0.34 |       0.04 |       0.10 |       0.03 |       0.03 |       0.03 |       0.03
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      10650 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      10599 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      80.26 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      80.41 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      19.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |      19.16 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       6692 |         63 |         50 |         53 |         50 |         51 |         54 |         51 |          6 |         49 |         55 |         17 |         11 |          5 |          5 |          3
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       4663 |       4340 |       3770 |       3801 |       3766 |       7282 |       4066 |      28822 |      22629 |      18592 |       2036 |       2001 |       2118 |       2009 |       1937 |       1997
