                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   21373855 |    3833884 |    4076207 |    4065115 |    3856957 |    4181364 |    4174507 |    3960636 |    4083942 |    4004399 |    3520118 |    4112845
  Cycles                             |   15373800 |   15373800 |   15373800 |   15373800 |   20498400 |   20498400 |   20498400 |   20498400 |   15373800 |   15373800 |   15373800 |   15373800
  IPC                                |       1.39 |       0.25 |       0.27 |       0.26 |       0.19 |       0.20 |       0.20 |       0.19 |       0.27 |       0.26 |       0.23 |       0.27
  Time (ns)                          |    5124600 |    5124600 |    5124600 |    5124600 |    5124600 |    5124600 |    5124600 |    5124600 |    5124600 |    5124600 |    5124600 |    5124600
  Idle time (ns)                     |       1414 |    4332029 |    4332413 |    4332628 |    4342847 |    4342676 |    4342903 |    4342884 |    4332889 |    4332995 |    4333125 |    4333371
  Idle time (%)                      |       0.0% |      84.5% |      84.5% |      84.5% |      84.7% |      84.7% |      84.7% |      84.7% |      84.6% |      84.6% |      84.6% |      84.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2400486 |    1172956 |    1277937 |    1272582 |    1179889 |    1313486 |    1311026 |    1222156 |    1258346 |    1224957 |    1020144 |    1269505
  num incorrect                      |     159639 |      10782 |       6803 |       7234 |      11179 |       6819 |       6797 |      10051 |      10739 |      11907 |      18874 |      10316
  misprediction rate                 |      6.24% |      0.91% |      0.53% |      0.57% |      0.94% |      0.52% |      0.52% |      0.82% |      0.85% |      0.96% |      1.82% |      0.81%
  mpki                               |       7.47 |       2.81 |       1.67 |       1.78 |       2.90 |       1.63 |       1.63 |       2.54 |       2.63 |       2.97 |       5.36 |       2.51
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2525626 |      91572 |      67177 |      68944 |      92794 |      66454 |      67928 |      84743 |      89923 |      98421 |     145481 |      90196
    num misses                       |        171 |         27 |         29 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27
    miss rate                        |      0.01% |      0.03% |      0.04% |      0.04% |      0.03% |      0.04% |      0.04% |      0.03% |      0.03% |      0.03% |      0.02% |      0.03%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4992001 |     779799 |     803037 |     802097 |     787688 |     818808 |     818817 |     797029 |     821776 |     813445 |     765757 |     824390
    num misses                       |       2179 |        698 |        663 |        654 |        655 |        717 |        672 |        655 |        705 |        716 |        830 |        672
    miss rate                        |      0.04% |      0.09% |      0.08% |      0.08% |      0.08% |      0.09% |      0.08% |      0.08% |      0.09% |      0.09% |      0.11% |      0.08%
    mpki                             |       0.10 |       0.18 |       0.16 |       0.16 |       0.17 |       0.17 |       0.16 |       0.17 |       0.17 |       0.18 |       0.24 |       0.16
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2350 |        725 |        692 |        681 |        682 |        744 |        699 |        682 |        732 |        743 |        857 |        699
    num misses                       |        674 |        180 |        181 |        178 |        185 |        189 |        181 |        182 |        186 |        181 |        181 |        182
