                                     | Core 0     | Core 1    
  Instructions                       |  293255431 |  287644627
  Cycles                             |  419254000 |  419254000
  IPC                                |       0.70 |       0.69
  Time (ns)                          |  104813500 |  104813500
  Idle time (ns)                     |      90091 |    1171761
  Idle time (%)                      |       0.1% |       1.1%
Branch predictor stats               |            |           
  num correct                        |   24792895 |   22964561
  num incorrect                      |      10110 |       7174
  misprediction rate                 |      0.04% |      0.03%
  mpki                               |       0.03 |       0.02
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   41242238 |   41281894
    num misses                       |        118 |         24
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  106836701 |  105842564
    num misses                       |    5150583 |    5129600
    miss rate                        |      4.82% |      4.85%
    mpki                             |      17.56 |      17.83
  L2 TLB                             |            |           
    num accesses                     |    5150701 |    5129624
    num misses                       |    2098304 |    2089974
    miss rate                        |     40.74% |     40.74%
    mpki                             |       7.16 |       7.27
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   41242238 |   41281894
    num cache misses                 |       5942 |       2174
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.02 |       0.01
  Cache L1-D                         |            |           
    num cache accesses               |  106836701 |  105842564
    num cache misses                 |    5570408 |    5557102
    miss rate                        |      5.21% |      5.25%
    mpki                             |      19.00 |      19.32
  Cache L2                           |            |           
    num cache accesses               |    5727344 |    5715770
    num cache misses                 |    1834254 |    1814658
    miss rate                        |     32.03% |     31.75%
    mpki                             |       6.25 |       6.31
  Cache L3                           |            |           
    num cache accesses               |    1985258 |    1971152
    num cache misses                 |    1507586 |    1498063
    miss rate                        |     75.94% |     76.00%
    mpki                             |       5.14 |       5.21
DRAM summary                         |            |           
  num dram accesses                  |    3968828 |          0
  average dram access latency (ns)   |    1184.19 |        inf
  average dram queueing delay        |    1122.94 |       0.00
  average dram bandwidth utilization |      4.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |    1048622 |    1020775
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
