                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   73020058 |   73788119 |   73771516 |   73803960 |   58246659 |   58209229 |   74836965 |   74841904 |   74861310 |   74492852 |   58263169 |   58278626
  Cycles                             |   31576940 |   31576940 |   31576940 |   31576940 |   23954920 |   23954920 |   31576940 |   31576940 |   31576940 |   31576940 |   23954920 |   23954920
  IPC                                |       2.31 |       2.34 |       2.34 |       2.34 |       2.43 |       2.43 |       2.37 |       2.37 |       2.37 |       2.36 |       2.43 |       2.43
  Time (ns)                          |   10888600 |   10888600 |   10888600 |   10888600 |   10888600 |   10888600 |   10888600 |   10888600 |   10888600 |   10888600 |   10888600 |   10888600
  Idle time (ns)                     |        541 |     417319 |     419565 |     420317 |     421055 |     421763 |     422501 |     423220 |     423964 |     424674 |     425423 |     426131
  Idle time (%)                      |       0.0% |       3.8% |       3.9% |       3.9% |       3.9% |       3.9% |       3.9% |       3.9% |       3.9% |       3.9% |       3.9% |       3.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4578327 |    4954433 |    4949689 |    4958968 |    3200962 |    3190107 |    7940898 |    7942319 |    7947847 |    7842448 |    3205517 |    3209953
  num incorrect                      |     108665 |      91923 |      91924 |      91917 |      76590 |      76598 |      76665 |      76658 |      76669 |      76667 |      76641 |      76629
  misprediction rate                 |      2.32% |      1.82% |      1.82% |      1.82% |      2.34% |      2.34% |      0.96% |      0.96% |      0.96% |      0.97% |      2.34% |      2.33%
  mpki                               |       1.49 |       1.25 |       1.25 |       1.25 |       1.31 |       1.32 |       1.02 |       1.02 |       1.02 |       1.03 |       1.32 |       1.31
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6187262 |    6048508 |    6048508 |    6048504 |    5040870 |    5040965 |    5040945 |    5040941 |    5040949 |    5041046 |    5040946 |    5040942
    num misses                       |        317 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   22168736 |   21946657 |   21944285 |   21948908 |   17825777 |   17820800 |   20196087 |   20196780 |   20199576 |   20147252 |   17828403 |   17830589
    num misses                       |      24028 |      21135 |      20902 |      20471 |      17942 |      17439 |      17789 |      17623 |      17220 |      17407 |      17965 |      17744
    miss rate                        |      0.11% |      0.10% |      0.10% |      0.09% |      0.10% |      0.10% |      0.09% |      0.09% |      0.09% |      0.09% |      0.10% |      0.10%
    mpki                             |       0.33 |       0.29 |       0.28 |       0.28 |       0.31 |       0.30 |       0.24 |       0.24 |       0.23 |       0.23 |       0.31 |       0.30
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      24345 |      21163 |      20930 |      20499 |      17970 |      17467 |      17817 |      17651 |      17248 |      17435 |      17993 |      17772
    num misses                       |       5016 |       3886 |       3795 |       3827 |       3245 |       3238 |       3230 |       3162 |       3190 |       3234 |       3256 |       3226
    miss rate                        |     20.60% |     18.36% |     18.13% |     18.67% |     18.06% |     18.54% |     18.13% |     17.91% |     18.49% |     18.55% |     18.10% |     18.15%
    mpki                             |       0.07 |       0.05 |       0.05 |       0.05 |       0.06 |       0.06 |       0.04 |       0.04 |       0.04 |       0.04 |       0.06 |       0.06
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    6187262 |    6048508 |    6048508 |    6048504 |    5040870 |    5040965 |    5040945 |    5040941 |    5040949 |    5041046 |    5040946 |    5040942
    num cache misses                 |       9316 |        992 |       1130 |        507 |       1564 |       1693 |        433 |        730 |        507 |        424 |       1530 |       1600
    miss rate                        |      0.15% |      0.02% |      0.02% |      0.01% |      0.03% |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.03% |      0.03%
    mpki                             |       0.13 |       0.01 |       0.02 |       0.01 |       0.03 |       0.03 |       0.01 |       0.01 |       0.01 |       0.01 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   22168736 |   21946657 |   21944285 |   21948908 |   17825777 |   17820800 |   20196087 |   20196780 |   20199576 |   20147252 |   17828403 |   17830589
    num cache misses                 |    2108645 |    2096374 |    2092851 |    2093693 |    2051118 |    2049469 |    1746366 |    1746331 |    1745473 |    1741507 |    2051644 |    2051562
    miss rate                        |      9.51% |      9.55% |      9.54% |      9.54% |     11.51% |     11.50% |      8.65% |      8.65% |      8.64% |      8.64% |     11.51% |     11.51%
    mpki                             |      28.88 |      28.41 |      28.37 |      28.37 |      35.21 |      35.21 |      23.34 |      23.33 |      23.32 |      23.38 |      35.21 |      35.20
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2122218 |    2100315 |    2096930 |    2097148 |    2055140 |    2053633 |    1749628 |    1749885 |    1748806 |    1744761 |    2056011 |    2055994
    num cache misses                 |     147289 |     113505 |     117687 |     122165 |     186062 |     186527 |      82553 |      84707 |      82595 |      81790 |     186128 |     186455
    miss rate                        |      6.94% |      5.40% |      5.61% |      5.83% |      9.05% |      9.08% |      4.72% |      4.84% |      4.72% |      4.69% |      9.05% |      9.07%
    mpki                             |       2.02 |       1.54 |       1.60 |       1.66 |       3.19 |       3.20 |       1.10 |       1.13 |       1.10 |       1.10 |       3.19 |       3.20
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     208616 |     174953 |     177598 |     182877 |     218070 |     218263 |     141116 |     142745 |     141325 |     140244 |     222415 |     223166
    num cache misses                 |      73961 |      63581 |      63772 |      63573 |      53409 |      53312 |      58880 |      58727 |      58983 |      58760 |      58566 |      59024
    miss rate                        |     35.45% |     36.34% |     35.91% |     34.76% |     24.49% |     24.43% |     41.72% |     41.14% |     41.74% |     41.90% |     26.33% |     26.45%
    mpki                             |       1.01 |       0.86 |       0.86 |       0.86 |       0.92 |       0.92 |       0.79 |       0.78 |       0.79 |       0.79 |       1.01 |       1.01
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
