                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  484942873 |   75572411 |  104929620 |  134288061 |  163645627 |  193004150 |  222362452 |  249621112
  Cycles                             |  528973340 |  528973340 |  528973340 |  528973340 |  528973340 |  528973340 |  528973340 |  528973340
  IPC                                |       0.92 |       0.14 |       0.20 |       0.25 |       0.31 |       0.36 |       0.42 |       0.47
  Time (ns)                          |  182404600 |  182404600 |  182404600 |  182404600 |  182404600 |  182404600 |  182404600 |  182404600
  Idle time (ns)                     |   30709529 |  161174941 |  156850604 |  152751346 |  148598713 |  143869969 |  139403084 |  135410938
  Idle time (%)                      |      16.8% |      88.4% |      86.0% |      83.7% |      81.5% |      78.9% |      76.4% |      74.2%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   42618607 |    9607973 |   13801443 |   17995265 |   22188837 |   26382684 |   30576466 |   34170339
  num incorrect                      |       8759 |         90 |         90 |         90 |         90 |         89 |         89 |         88
  misprediction rate                 |      0.02% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       0.02 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   75548239 |        312 |        312 |        312 |        312 |        312 |        312 |        318
    num misses                       |        115 |         16 |         16 |         16 |         16 |         16 |         16 |         16
    miss rate                        |      0.00% |      5.13% |      5.13% |      5.13% |      5.13% |      5.13% |      5.13% |      5.03%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   50848718 |   13193832 |   13193415 |   13193174 |   13192808 |   13192579 |   13192318 |   12892129
    num misses                       |   37408480 |    4162745 |    4167196 |    4172156 |    4160066 |    4172453 |    4178153 |    4172703
    miss rate                        |     73.57% |     31.55% |     31.59% |     31.62% |     31.53% |     31.63% |     31.67% |     32.37%
    mpki                             |      77.14 |      55.08 |      39.71 |      31.07 |      25.42 |      21.62 |      18.79 |      16.72
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |   37408595 |    4162761 |    4167212 |    4172172 |    4160082 |    4172469 |    4178169 |    4172719
    num misses                       |   36062981 |    4017609 |    4030460 |    4037228 |    4016263 |    4038903 |    4051514 |    4038855
    miss rate                        |     96.40% |     96.51% |     96.72% |     96.77% |     96.54% |     96.80% |     96.97% |     96.79%
    mpki                             |      74.37 |      53.16 |      38.41 |      30.06 |      24.54 |      20.93 |      18.22 |      16.18
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   75548239 |        312 |        312 |        312 |        312 |        312 |        312 |        318
    num cache misses                 |       5210 |         95 |         95 |         94 |         95 |         95 |         95 |         95
    miss rate                        |      0.01% |     30.45% |     30.45% |     30.13% |     30.45% |     30.45% |     30.45% |     29.87%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   50848718 |   13193832 |   13193415 |   13193174 |   13192808 |   13192579 |   13192318 |   12892129
    num cache misses                 |   38588798 |    4179497 |    4186637 |    4185626 |    4179126 |    4189037 |    4191339 |    4187707
    miss rate                        |     75.89% |     31.68% |     31.73% |     31.73% |     31.68% |     31.75% |     31.77% |     32.48%
    mpki                             |      79.57 |      55.30 |      39.90 |      31.17 |      25.54 |      21.70 |      18.85 |      16.78
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |   41776814 |    7536780 |    7572288 |    7584380 |    7583338 |    7589561 |    7598207 |    7563556
    num cache misses                 |   37621642 |    4078260 |    4095975 |    4095866 |    4079835 |    4106727 |    4111343 |    4092651
    miss rate                        |     90.05% |     54.11% |     54.09% |     54.00% |     53.80% |     54.11% |     54.11% |     54.11%
    mpki                             |      77.58 |      53.96 |      39.04 |      30.50 |      24.93 |      21.28 |      18.49 |      16.40
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |   40804451 |    7435446 |    7481531 |    7494525 |    7483952 |    7507155 |    7518113 |    7468405
    num cache misses                 |   31028810 |    3355347 |    3383686 |    3397520 |    3403075 |    3398855 |    3405167 |    3374570
    miss rate                        |     76.04% |     45.13% |     45.23% |     45.33% |     45.47% |     45.27% |     45.29% |     45.18%
    mpki                             |      63.98 |      44.40 |      32.25 |      25.30 |      20.80 |      17.61 |      15.31 |      13.52
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |   38945959 |          0 |          0 |          0 |   38782860 |          0 |          0 |          0
  average dram access latency (ns)   |      68.79 |        inf |        inf |        inf |      68.50 |        inf |        inf |        inf
  average dram queueing delay        |       7.54 |       0.00 |       0.00 |       0.00 |       7.25 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     26.00% |      0.00% |      0.00% |      0.00% |     26.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |   29780387 |    3225756 |    3037342 |    2847319 |    2770980 |    2987464 |    3206833 |    3355323
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |     196588 |     129540 |     346317 |     550170 |     632013 |     411339 |     198277 |      19193
