                                     | Core 0      | Core 1     
  Instructions                       |   596857462 |  1818495811
  Cycles                             |  1166509920 |   884938560
  IPC                                |        0.51 |        2.05
  Time (ns)                          |   402244800 |   402244800
  Idle time (ns)                     |   298462662 |    25570597
  Idle time (%)                      |       74.2% |        6.4%
Branch predictor stats               |             |            
  num correct                        |    19438661 |    68905383
  num incorrect                      |      894663 |     3090530
  misprediction rate                 |       4.40% |       4.29%
  mpki                               |        1.50 |        1.70
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |    55007736 |   177375215
    num misses                       |         539 |        1141
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |   213980397 |   635381353
    num misses                       |      241502 |      722590
    miss rate                        |       0.11% |       0.11%
    mpki                             |        0.40 |        0.40
  L2 TLB                             |             |            
    num accesses                     |      242041 |      723731
    num misses                       |       59674 |      111759
    miss rate                        |      24.65% |      15.44%
    mpki                             |        0.10 |        0.06
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |    55007736 |   177375215
    num cache misses                 |     1303940 |     4561314
    miss rate                        |       2.37% |       2.57%
    mpki                             |        2.18 |        2.51
  Cache L1-D                         |             |            
    num cache accesses               |   213980397 |   635381353
    num cache misses                 |     1649637 |     3947629
    miss rate                        |       0.77% |       0.62%
    mpki                             |        2.76 |        2.17
  Cache L2                           |             |            
    num cache accesses               |     2953942 |     8509051
    num cache misses                 |      411314 |     1031886
    miss rate                        |      13.92% |      12.13%
    mpki                             |        0.69 |        0.57
  Cache L3                           |             |            
    num cache accesses               |      411708 |     1032062
    num cache misses                 |      126316 |      143057
    miss rate                        |      30.68% |      13.86%
    mpki                             |        0.21 |        0.08
DRAM summary                         |             |            
  num dram accesses                  |      331414 |           0
  average dram access latency (ns)   |       61.43 |         inf
  average dram queueing delay        |        0.18 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |       45581 |       11569
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |           0 |           0
