                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |    5565813 |    6064223 |    5958694 |    5848675 |    6070051 |    6006234 |    6038654 |    5946820
  Cycles                             |    3992800 |    3992800 |    3992800 |    3992800 |    3992800 |    3992800 |    3992800 |    3992800
  IPC                                |       1.39 |       1.52 |       1.49 |       1.46 |       1.52 |       1.50 |       1.51 |       1.49
  Time (ns)                          |     998200 |     998200 |     998200 |     998200 |     998200 |     998200 |     998200 |     998200
  Idle time (ns)                     |        460 |     230564 |     230963 |     231064 |     231163 |     231264 |     231394 |     231460
  Idle time (%)                      |       0.0% |      23.1% |      23.1% |      23.1% |      23.2% |      23.2% |      23.2% |      23.2%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |     450366 |     845251 |     819563 |     783607 |     866459 |     848912 |     859736 |     829737
  num incorrect                      |       8617 |       2206 |       2200 |       2224 |       2070 |       2000 |       2037 |       1985
  misprediction rate                 |      1.88% |      0.26% |      0.27% |      0.28% |      0.24% |      0.24% |      0.24% |      0.24%
  mpki                               |       1.55 |       0.36 |       0.37 |       0.38 |       0.34 |       0.33 |       0.34 |       0.33
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |     618291 |     472306 |     466083 |     466158 |     463024 |     461631 |     461569 |     461228
    num misses                       |        225 |         28 |         28 |         28 |         29 |         28 |         28 |         29
    miss rate                        |      0.04% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2838077 |    2556555 |    2527897 |    2510016 |    2534229 |    2519580 |    2525749 |    2508873
    num misses                       |       1699 |        377 |        375 |        458 |        351 |        394 |        340 |        240
    miss rate                        |      0.06% |      0.01% |      0.01% |      0.02% |      0.01% |      0.02% |      0.01% |      0.01%
    mpki                             |       0.31 |       0.06 |       0.06 |       0.08 |       0.06 |       0.07 |       0.06 |       0.04
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       1924 |        405 |        403 |        486 |        380 |        422 |        368 |        269
    num misses                       |        533 |        153 |        150 |        153 |        151 |        147 |        144 |        133
    miss rate                        |     27.70% |     37.78% |     37.22% |     31.48% |     39.74% |     34.83% |     39.13% |     49.44%
    mpki                             |       0.10 |       0.03 |       0.03 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |     618291 |     472306 |     466083 |     466158 |     463024 |     461631 |     461569 |     461228
    num cache misses                 |       6960 |        428 |        408 |        413 |        413 |        406 |        408 |        391
    miss rate                        |      1.13% |      0.09% |      0.09% |      0.09% |      0.09% |      0.09% |      0.09% |      0.08%
    mpki                             |       1.25 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2838077 |    2556555 |    2527897 |    2510016 |    2534229 |    2519580 |    2525749 |    2508873
    num cache misses                 |     100415 |      76331 |      74662 |      74771 |      74375 |      74131 |      73828 |      73337
    miss rate                        |      3.54% |      2.99% |      2.95% |      2.98% |      2.93% |      2.94% |      2.92% |      2.92%
    mpki                             |      18.04 |      12.59 |      12.53 |      12.78 |      12.25 |      12.34 |      12.23 |      12.33
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     113743 |      80402 |      77837 |      78028 |      78614 |      77363 |      77094 |      75064
    num cache misses                 |      22110 |      12827 |      13992 |      14896 |      13796 |      13604 |      13314 |      13224
    miss rate                        |     19.44% |     15.95% |     17.98% |     19.09% |     17.55% |     17.58% |     17.27% |     17.62%
    mpki                             |       3.97 |       2.12 |       2.35 |       2.55 |       2.27 |       2.26 |       2.20 |       2.22
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      34629 |      20633 |      20354 |      21352 |      21277 |      20012 |      19801 |      18478
    num cache misses                 |      16131 |       3700 |       3235 |       6569 |       9564 |       4452 |       4352 |       5914
    miss rate                        |     46.58% |     17.93% |     15.89% |     30.77% |     44.95% |     22.25% |     21.98% |     32.01%
    mpki                             |       2.90 |       0.61 |       0.54 |       1.12 |       1.58 |       0.74 |       0.72 |       0.99
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      13903 |          0 |          0 |          0 |      13875 |          0 |          0 |          0
  average dram access latency (ns)   |     450.38 |        inf |        inf |        inf |     452.36 |        inf |        inf |        inf
  average dram queueing delay        |     389.13 |       0.00 |       0.00 |       0.00 |     391.11 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      1.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6872 |        125 |        108 |         94 |         57 |         91 |         88 |         56
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       1685 |        859 |        866 |       3858 |       6555 |       1982 |       1892 |       3378
