                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  2525555348 |  2529181705 |  2556309340 |  2567137705 |  2561244083 |  2562078199 |  2598779417 |  2589001893
  Cycles                             |   898398000 |   898398000 |   898398000 |   898398000 |   898398000 |   898398000 |   898398000 |   898398000
  IPC                                |        2.81 |        2.82 |        2.85 |        2.86 |        2.85 |        2.85 |        2.89 |        2.88
  Time (ns)                          |   224599500 |   224599500 |   224599500 |   224599500 |   224599500 |   224599500 |   224599500 |   224599500
  Idle time (ns)                     |         264 |      244722 |      245974 |      247016 |      247961 |      248930 |      249905 |      250860
  Idle time (%)                      |        0.0% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |    12902594 |    14612084 |    27308447 |    30918700 |    28954446 |    29231371 |   312065684 |   308806512
  num incorrect                      |       54953 |       45361 |       40910 |       41111 |       40253 |       40182 |       32434 |       32433
  misprediction rate                 |       0.42% |       0.31% |       0.15% |       0.13% |       0.14% |       0.14% |       0.01% |       0.01%
  mpki                               |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.02 |        0.01 |        0.01
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   237288268 |   236970771 |   235978558 |   235978558 |   235978559 |   235978618 |   158651336 |   158651337
    num misses                       |         215 |          38 |          38 |          38 |          38 |          38 |          38 |          38
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |  1160753966 |  1160474835 |  1161559463 |  1163362492 |  1162381173 |  1162522152 |   927645962 |   926016370
    num misses                       |     1401311 |     1453081 |     1430635 |     1397158 |     1381566 |     1397586 |      925628 |      923629
    miss rate                        |       0.12% |       0.13% |       0.12% |       0.12% |       0.12% |       0.12% |       0.10% |       0.10%
    mpki                             |        0.55 |        0.57 |        0.56 |        0.54 |        0.54 |        0.55 |        0.36 |        0.36
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |     1401526 |     1453119 |     1430673 |     1397196 |     1381604 |     1397624 |      925666 |      923667
    num misses                       |       35639 |       44842 |       39195 |       28326 |       27528 |       36570 |       23900 |       32654
    miss rate                        |       2.54% |       3.09% |       2.74% |       2.03% |       1.99% |       2.62% |       2.58% |       3.54%
    mpki                             |        0.01 |        0.02 |        0.02 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |   237288268 |   236970771 |   235978558 |   235978558 |   235978559 |   235978618 |   158651336 |   158651337
    num cache misses                 |      254469 |      197669 |      196035 |      199375 |      195947 |      196389 |      190559 |      191049
    miss rate                        |       0.11% |       0.08% |       0.08% |       0.08% |       0.08% |       0.08% |       0.12% |       0.12%
    mpki                             |        0.10 |        0.08 |        0.08 |        0.08 |        0.08 |        0.08 |        0.07 |        0.07
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |  1160753966 |  1160474835 |  1161559463 |  1163362492 |  1162381173 |  1162522152 |   927645962 |   926016370
    num cache misses                 |    39424584 |    39091982 |    38737141 |    38706313 |    38711206 |    38729892 |    26396782 |    26360371
    miss rate                        |       3.40% |       3.37% |       3.33% |       3.33% |       3.33% |       3.33% |       2.85% |       2.85%
    mpki                             |       15.61 |       15.46 |       15.15 |       15.08 |       15.11 |       15.12 |       10.16 |       10.18
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |    40086236 |    39727289 |    39382808 |    39360912 |    39257428 |    39375011 |    27002548 |    26883855
    num cache misses                 |     1957951 |     1871147 |     1680592 |     1566564 |     1589759 |     1762311 |     1180466 |     1272145
    miss rate                        |       4.88% |       4.71% |       4.27% |       3.98% |       4.05% |       4.48% |       4.37% |       4.73%
    mpki                             |        0.78 |        0.74 |        0.66 |        0.61 |        0.62 |        0.69 |        0.45 |        0.49
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |     2551778 |     2547241 |     2384889 |     2266002 |     2194216 |     2453782 |     1967754 |     1858132
    num cache misses                 |      427985 |      318521 |      318238 |      702649 |      561526 |      385818 |      261810 |      372900
    miss rate                        |      16.77% |      12.50% |      13.34% |      31.01% |      25.59% |      15.72% |      13.31% |      20.07%
    mpki                             |        0.17 |        0.13 |        0.12 |        0.27 |        0.22 |        0.15 |        0.10 |        0.14
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |       26775 |           0 |           0 |           0 |       26747 |           0 |           0 |           0
  average dram access latency (ns)   |      910.09 |         inf |         inf |         inf |      909.49 |         inf |         inf |         inf
  average dram queueing delay        |      848.84 |        0.00 |        0.00 |        0.00 |      848.24 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |        6833 |         200 |         191 |         193 |           6 |         190 |         203 |          35
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |      394792 |      312961 |      312373 |      696629 |      536739 |      379279 |      254709 |      354512
