                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |    5184273 |    5536427 |    5485306 |    5468892 |    4973767 |    4991987 |    5040342 |    5333237 |    6354301 |    6464702 |    6415406 |    6363742
  Cycles                             |    4790800 |    4790800 |    4790800 |    4790800 |    3593100 |    3593100 |    3593100 |    3593100 |    4790800 |    4790800 |    4790800 |    4790800
  IPC                                |       1.08 |       1.16 |       1.14 |       1.14 |       1.38 |       1.39 |       1.40 |       1.48 |       1.33 |       1.35 |       1.34 |       1.33
  Time (ns)                          |    1197700 |    1197700 |    1197700 |    1197700 |    1197700 |    1197700 |    1197700 |    1197700 |    1197700 |    1197700 |    1197700 |    1197700
  Idle time (ns)                     |        418 |     261588 |     261963 |     262142 |     262276 |     262409 |     262540 |     262700 |     262834 |     262991 |     263149 |     263281
  Idle time (%)                      |       0.0% |      21.8% |      21.9% |      21.9% |      21.9% |      21.9% |      21.9% |      21.9% |      21.9% |      22.0% |      22.0% |      22.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     581420 |     906848 |     891667 |     888789 |     789852 |     830356 |     847999 |     945244 |    1531434 |    1577327 |    1567762 |    1549872
  num incorrect                      |       8296 |       2223 |       2163 |       2101 |       1952 |       1667 |       1731 |       1724 |       1592 |       1483 |       1401 |       1395
  misprediction rate                 |      1.41% |      0.24% |      0.24% |      0.24% |      0.25% |      0.20% |      0.20% |      0.18% |      0.10% |      0.09% |      0.09% |      0.09%
  mpki                               |       1.60 |       0.40 |       0.39 |       0.38 |       0.39 |       0.33 |       0.34 |       0.32 |       0.25 |       0.23 |       0.22 |       0.22
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     512529 |     373311 |     372834 |     371826 |     348957 |     336590 |     335494 |     335546 |     239158 |     236091 |     231176 |     231397
    num misses                       |        183 |         34 |         34 |         34 |         27 |         30 |         34 |         27 |         34 |         34 |         34 |         30
    miss rate                        |      0.04% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.04 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2453553 |    2158688 |    2148980 |    2142033 |    1971726 |    1930235 |    1936484 |    1987050 |    1833456 |    1840744 |    1823507 |    1816638
    num misses                       |       2435 |        391 |        464 |        415 |        475 |        405 |        375 |        320 |        209 |        277 |        254 |        180
    miss rate                        |      0.10% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.01% |      0.02% |      0.01% |      0.01%
    mpki                             |       0.47 |       0.07 |       0.08 |       0.08 |       0.10 |       0.08 |       0.07 |       0.06 |       0.03 |       0.04 |       0.04 |       0.03
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2618 |        425 |        498 |        449 |        502 |        435 |        409 |        347 |        243 |        311 |        288 |        210
    num misses                       |        578 |        165 |        172 |        174 |        170 |        162 |        162 |        150 |        147 |        147 |        140 |        125
