                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   20910538 |    3553697 |    3161305 |    3472576 |    3346985 |    3213867 |    3334312 |    3438871 |    3501768 |    3229403 |    3512070 |    3292758 |    3240551 |    2879165 |    2871839 |    3349458
  Cycles                             |   56926000 |   56926000 |   56926000 |   56926000 |   14231500 |   14231500 |   14231500 |   14231500 |   56926000 |   56926000 |   56926000 |   56926000 |   14231500 |   14231500 |   14231500 |   14231500
  IPC                                |       0.37 |       0.06 |       0.06 |       0.06 |       0.24 |       0.23 |       0.23 |       0.24 |       0.06 |       0.06 |       0.06 |       0.06 |       0.23 |       0.20 |       0.20 |       0.24
  Time (ns)                          |   14231500 |   14231500 |   14231500 |   14231500 |   14231500 |   14231500 |   14231500 |   14231500 |   14231500 |   14231500 |   14231500 |   14231500 |   14231500 |   14231500 |   14231500 |   14231500
  Idle time (ns)                     |       1274 |   12618961 |   12620166 |   12619699 |   12590198 |   12590445 |   12590814 |   12591181 |   12621505 |   12621729 |   12621956 |   12622278 |   12592598 |   12592865 |   12593136 |   12593284
  Idle time (%)                      |       0.0% |      88.7% |      88.7% |      88.7% |      88.5% |      88.5% |      88.5% |      88.5% |      88.7% |      88.7% |      88.7% |      88.7% |      88.5% |      88.5% |      88.5% |      88.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2264198 |    1127426 |     964850 |    1094205 |    1048840 |     993007 |    1043511 |    1087169 |    1105442 |     992136 |    1109418 |    1020380 |    1002623 |     846199 |     849659 |    1047544
  num incorrect                      |     157915 |       4506 |       9916 |       5527 |       6097 |       8004 |       6299 |       4877 |       5375 |       9351 |       5305 |       8171 |       7986 |      13431 |      13309 |       6570
  misprediction rate                 |      6.52% |      0.40% |      1.02% |      0.50% |      0.58% |      0.80% |      0.60% |      0.45% |      0.48% |      0.93% |      0.48% |      0.79% |      0.79% |      1.56% |      1.54% |      0.62%
