                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   21991816 |    4870881 |    4601395 |    4706813 |    4266880 |    3775920
  Cycles                             |   17402000 |   17402000 |   17402000 |   17402000 |   17402000 |   17402000
  IPC                                |       1.26 |       0.28 |       0.26 |       0.27 |       0.25 |       0.22
  Time (ns)                          |    4350500 |    4350500 |    4350500 |    4350500 |    4350500 |    4350500
  Idle time (ns)                     |       1524 |    3472551 |    3472902 |    3472720 |    3473056 |    3473142
  Idle time (%)                      |       0.0% |      79.8% |      79.8% |      79.8% |      79.8% |      79.8%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    2507295 |    1463327 |    1350330 |    1393039 |    1211806 |    1008360
  num incorrect                      |     172981 |      13861 |      17525 |      16279 |      22018 |      29301
  misprediction rate                 |      6.45% |      0.94% |      1.28% |      1.16% |      1.78% |      2.82%
  mpki                               |       7.87 |       2.85 |       3.81 |       3.46 |       5.16 |       7.76
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    2873862 |     135147 |     161255 |     156165 |     190353 |     231804
    num misses                       |        171 |         26 |         26 |         28 |         26 |         26
    miss rate                        |      0.01% |      0.02% |      0.02% |      0.02% |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |    5226577 |    1056898 |    1031457 |    1042971 |     996717 |     945614
    num misses                       |       3146 |       1096 |       1041 |       1055 |       1062 |       1009
    miss rate                        |      0.06% |      0.10% |      0.10% |      0.10% |      0.11% |      0.11%
    mpki                             |       0.14 |       0.23 |       0.23 |       0.22 |       0.25 |       0.27
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       3317 |       1122 |       1067 |       1083 |       1088 |       1035
    num misses                       |        689 |        205 |        205 |        194 |        200 |        198
    miss rate                        |     20.77% |     18.27% |     19.21% |     17.91% |     18.38% |     19.13%
    mpki                             |       0.03 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    2873862 |     135147 |     161255 |     156165 |     190353 |     231804
    num cache misses                 |       2808 |        171 |        171 |        177 |        171 |        170
    miss rate                        |      0.10% |      0.13% |      0.11% |      0.11% |      0.09% |      0.07%
    mpki                             |       0.13 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |    5226577 |    1056898 |    1031457 |    1042971 |     996717 |     945614
    num cache misses                 |      60142 |      33168 |      33416 |      33313 |      33585 |      33719
    miss rate                        |      1.15% |      3.14% |      3.24% |      3.19% |      3.37% |      3.57%
    mpki                             |       2.73 |       6.81 |       7.26 |       7.08 |       7.87 |       8.93
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |      65517 |      33610 |      33913 |      34496 |      34848 |      35063
    num cache misses                 |      48962 |      30070 |      30220 |      30179 |      30311 |      30420
    miss rate                        |     74.73% |     89.47% |     89.11% |     87.49% |     86.98% |     86.76%
    mpki                             |       2.23 |       6.17 |       6.57 |       6.41 |       7.10 |       8.06
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      51803 |      30373 |      30576 |      31205 |      31412 |      31596
    num cache misses                 |      36965 |      17718 |      17928 |      19006 |      19079 |      19048
    miss rate                        |     71.36% |     58.33% |     58.63% |     60.91% |     60.74% |     60.29%
    mpki                             |       1.68 |       3.64 |       3.90 |       4.04 |       4.47 |       5.04
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      13571 |          0 |          0 |      13516 |          0 |          0
  average dram access latency (ns)   |      61.45 |        inf |        inf |      61.43 |        inf |        inf
  average dram queueing delay        |       0.20 |       0.00 |       0.00 |       0.18 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      10524 |        380 |        355 |        253 |        246 |        218
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       4893 |       4621 |       4618 |       5681 |       5772 |       5767
