                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |    4925165 |    5189459 |    5088699 |    5063945 |    4720863 |    4793214 |    4778222 |    4933226 |    6178996 |    6282997 |    6298339 |    6197446
  Cycles                             |    4627240 |    4627240 |    4627240 |    4627240 |    3510320 |    3510320 |    3510320 |    3510320 |    4627240 |    4627240 |    4627240 |    4627240
  IPC                                |       1.06 |       1.12 |       1.10 |       1.09 |       1.34 |       1.37 |       1.36 |       1.41 |       1.34 |       1.36 |       1.36 |       1.34
  Time (ns)                          |    1595600 |    1595600 |    1595600 |    1595600 |    1595600 |    1595600 |    1595600 |    1595600 |    1595600 |    1595600 |    1595600 |    1595600
  Idle time (ns)                     |        463 |     418438 |     420741 |     421484 |     422228 |     422940 |     423684 |     424397 |     425141 |     425854 |     426598 |     427311
  Idle time (%)                      |       0.0% |      26.2% |      26.4% |      26.4% |      26.5% |      26.5% |      26.6% |      26.6% |      26.6% |      26.7% |      26.7% |      26.8%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     440111 |     703465 |     676204 |     671109 |     628701 |     677700 |     675351 |     718615 |    1279036 |    1316805 |    1325848 |    1296622
  num incorrect                      |      21060 |       4870 |       4766 |       4731 |       4330 |       3996 |       3783 |       3920 |       3761 |       3557 |       3284 |       3251
  misprediction rate                 |      4.57% |      0.69% |      0.70% |      0.70% |      0.68% |      0.59% |      0.56% |      0.54% |      0.29% |      0.27% |      0.25% |      0.25%
  mpki                               |       4.28 |       0.94 |       0.94 |       0.93 |       0.92 |       0.83 |       0.79 |       0.79 |       0.61 |       0.57 |       0.52 |       0.52
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     522084 |     372105 |     371657 |     370757 |     347923 |     334067 |     333792 |     334424 |     238560 |     234966 |     231173 |     231668
    num misses                       |        268 |         35 |         35 |         35 |         35 |         35 |         28 |         30 |         35 |         28 |         35 |         31
