                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   21362270 |    3716202 |    3964608 |    3932697 |    3734606 |    4049952 |    4050649 |    3835467 |    4302532 |    4235364 |    3736990 |    4339900
  Cycles                             |   14305500 |   14305500 |   14305500 |   14305500 |   57222000 |   57222000 |   57222000 |   57222000 |   14305500 |   14305500 |   14305500 |   14305500
  IPC                                |       1.49 |       0.26 |       0.28 |       0.27 |       0.07 |       0.07 |       0.07 |       0.07 |       0.30 |       0.30 |       0.26 |       0.30
  Time (ns)                          |   14305500 |   14305500 |   14305500 |   14305500 |   14305500 |   14305500 |   14305500 |   14305500 |   14305500 |   14305500 |   14305500 |   14305500
  Idle time (ns)                     |       1770 |   12229642 |   12230434 |   12230728 |   12261047 |   12261523 |   12261413 |   12261675 |   12230866 |   12231624 |   12232027 |   12232354
  Idle time (%)                      |       0.0% |      85.5% |      85.5% |      85.5% |      85.7% |      85.7% |      85.7% |      85.7% |      85.5% |      85.5% |      85.5% |      85.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2395402 |    1132884 |    1239684 |    1227731 |    1138762 |    1270169 |    1270401 |    1180154 |    1331579 |    1301726 |    1093872 |    1345589
  num incorrect                      |     162452 |      10668 |       6938 |       7250 |      11292 |       6790 |       6844 |      10094 |      10765 |      11770 |      19150 |      10419
  misprediction rate                 |      6.35% |      0.93% |      0.56% |      0.59% |      0.98% |      0.53% |      0.54% |      0.85% |      0.80% |      0.90% |      1.72% |      0.77%
  mpki                               |       7.60 |       2.87 |       1.75 |       1.84 |       3.02 |       1.68 |       1.69 |       2.63 |       2.50 |       2.78 |       5.12 |       2.40
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2785015 |      95029 |      68538 |      69891 |      93755 |      66246 |      67129 |      85811 |      90165 |      99160 |     140989 |      89501
    num misses                       |        172 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         28 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.03% |      0.04% |      0.04% |      0.03% |      0.04% |      0.04% |      0.03% |      0.03% |      0.03% |      0.02% |      0.03%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4989939 |     759890 |     784417 |     780054 |     766736 |     796963 |     798126 |     776636 |     857854 |     852470 |     802600 |     862351
    num misses                       |       2552 |        824 |        740 |        764 |        832 |        749 |        779 |        827 |        757 |        721 |        748 |        744
    miss rate                        |      0.05% |      0.11% |      0.09% |      0.10% |      0.11% |      0.09% |      0.10% |      0.11% |      0.09% |      0.08% |      0.09% |      0.09%
    mpki                             |       0.12 |       0.22 |       0.19 |       0.19 |       0.22 |       0.18 |       0.19 |       0.22 |       0.18 |       0.17 |       0.20 |       0.17
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2724 |        850 |        766 |        790 |        858 |        775 |        805 |        853 |        785 |        747 |        774 |        770
    num misses                       |        684 |        188 |        189 |        177 |        195 |        189 |        177 |        177 |        173 |        169 |        167 |        174
    miss rate                        |     25.11% |     22.12% |     24.67% |     22.41% |     22.73% |     24.39% |     21.99% |     20.75% |     22.04% |     22.62% |     21.58% |     22.60%
    mpki                             |       0.03 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
