                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   43092795 |    5190435 |    4734986 |    4994232 |    4280251 |    4224760 |    4033088 |    5106063 |    6290845 |    5818277 |    5868069 |    6352127
  Cycles                             |   28387600 |   28387600 |   28387600 |   28387600 |  113550400 |  113550400 |  113550400 |  113550400 |   28387600 |   28387600 |   28387600 |   28387600
  IPC                                |       1.52 |       0.18 |       0.17 |       0.18 |       0.04 |       0.04 |       0.04 |       0.04 |       0.22 |       0.20 |       0.21 |       0.22
  Time (ns)                          |   28387600 |   28387600 |   28387600 |   28387600 |   28387600 |   28387600 |   28387600 |   28387600 |   28387600 |   28387600 |   28387600 |   28387600
  Idle time (ns)                     |       1314 |   25280974 |   25235103 |   25235502 |   25265794 |   25266085 |   25267163 |   25266807 |   25236613 |   25236840 |   25237167 |   25252016
  Idle time (%)                      |       0.0% |      89.1% |      88.9% |      88.9% |      89.0% |      89.0% |      89.0% |      89.0% |      88.9% |      88.9% |      88.9% |      89.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4495122 |    1580501 |    1380332 |    1488046 |    1181812 |    1152017 |    1085731 |    1527915 |    1929764 |    1734111 |    1752867 |    1963517
  num incorrect                      |     335349 |      11737 |      19953 |      16651 |      27856 |      28627 |      30913 |      16291 |      14753 |      21237 |      20567 |      12919
  misprediction rate                 |      6.94% |      0.74% |      1.42% |      1.11% |      2.30% |      2.42% |      2.77% |      1.05% |      0.76% |      1.21% |      1.16% |      0.65%
  mpki                               |       7.78 |       2.26 |       4.21 |       3.33 |       6.51 |       6.78 |       7.66 |       3.19 |       2.35 |       3.65 |       3.50 |       2.03
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6821487 |      65966 |      77086 |      70735 |      84961 |      82942 |      88118 |      69420 |      69770 |      77648 |      77029 |      65274
