                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |    5690658 |    5397279 |    5352242 |    5305749 |    5234741 |    5173271 |    5149867 |    5116955
  Cycles                             |    7129070 |    7129070 |    7129070 |    7129070 |    7129070 |    7129070 |    7129070 |    7129070
  IPC                                |       0.80 |       0.76 |       0.75 |       0.74 |       0.73 |       0.73 |       0.72 |       0.72
  Time (ns)                          |    2458300 |    2458300 |    2458300 |    2458300 |    2458300 |    2458300 |    2458300 |    2458300
  Idle time (ns)                     |        322 |     271434 |     274130 |     275432 |     276704 |     277999 |     279271 |     280566
  Idle time (%)                      |       0.0% |      11.0% |      11.2% |      11.2% |      11.3% |      11.3% |      11.4% |      11.4%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |     535883 |     534410 |     523027 |     511052 |     499069 |     486306 |     481014 |     470881
  num incorrect                      |      12225 |       1613 |       1817 |       2557 |       2425 |       2617 |       2650 |       3096
  misprediction rate                 |      2.23% |      0.30% |      0.35% |      0.50% |      0.48% |      0.54% |      0.55% |      0.65%
  mpki                               |       2.15 |       0.30 |       0.34 |       0.48 |       0.46 |       0.51 |       0.51 |       0.61
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |     448689 |     375865 |     365324 |     355248 |     343387 |     333168 |     322543 |     303567
    num misses                       |        131 |         21 |         23 |         23 |         21 |         23 |         23 |         23
    miss rate                        |      0.03% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.02 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    2185554 |    1956155 |    1952179 |    1931944 |    1888224 |    1864534 |    1853047 |    1872084
    num misses                       |       8396 |       6689 |       7250 |       6659 |       6451 |       6885 |       6263 |       6664
    miss rate                        |      0.38% |      0.34% |      0.37% |      0.34% |      0.34% |      0.37% |      0.34% |      0.36%
    mpki                             |       1.48 |       1.24 |       1.35 |       1.26 |       1.23 |       1.33 |       1.22 |       1.30
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       8527 |       6710 |       7273 |       6682 |       6472 |       6908 |       6286 |       6687
    num misses                       |        571 |        255 |        228 |        280 |        227 |        287 |        252 |        285
    miss rate                        |      6.70% |      3.80% |      3.13% |      4.19% |      3.51% |      4.15% |      4.01% |      4.26%
    mpki                             |       0.10 |       0.05 |       0.04 |       0.05 |       0.04 |       0.06 |       0.05 |       0.06
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |     448689 |     375865 |     365324 |     355248 |     343387 |     333168 |     322543 |     303567
    num cache misses                 |       1853 |        133 |        136 |        136 |        132 |        137 |        136 |        141
    miss rate                        |      0.41% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.05%
    mpki                             |       0.33 |       0.02 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |    2185554 |    1956155 |    1952179 |    1931944 |    1888224 |    1864534 |    1853047 |    1872084
    num cache misses                 |      77385 |      65411 |      65148 |      64685 |      65246 |      63927 |      63748 |      62946
    miss rate                        |      3.54% |      3.34% |      3.34% |      3.35% |      3.46% |      3.43% |      3.44% |      3.36%
    mpki                             |      13.60 |      12.12 |      12.17 |      12.19 |      12.46 |      12.36 |      12.38 |      12.30
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     106971 |      90514 |      91932 |      92422 |      91625 |      90104 |      90578 |      90238
    num cache misses                 |      57042 |      49668 |      49207 |      50020 |      48263 |      49962 |      49743 |      49617
    miss rate                        |     53.32% |     54.87% |     53.53% |     54.12% |     52.67% |     55.45% |     54.92% |     54.98%
    mpki                             |      10.02 |       9.20 |       9.19 |       9.43 |       9.22 |       9.66 |       9.66 |       9.70
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |      87933 |      74471 |      75923 |      77205 |      77110 |      75787 |      76614 |      76305
    num cache misses                 |      35067 |      24605 |      24717 |      30372 |      25615 |      24709 |      24988 |      30479
    miss rate                        |     39.88% |     33.04% |     32.56% |     39.34% |     33.22% |     32.60% |     32.62% |     39.94%
    mpki                             |       6.16 |       4.56 |       4.62 |       5.72 |       4.89 |       4.78 |       4.85 |       5.96
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |       9431 |          0 |          0 |          0 |       9348 |          0 |          0 |          0
  average dram access latency (ns)   |     255.16 |        inf |        inf |        inf |     257.44 |        inf |        inf |        inf
  average dram queueing delay        |     193.91 |       0.00 |       0.00 |       0.00 |     196.19 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6559 |         13 |         16 |         20 |         21 |         20 |         26 |         29
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      19780 |      18430 |      18535 |      19105 |      19718 |      18594 |      18978 |      19049
