                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  243768137 |   39909825 |   54586833 |   69274255 |   83943473 |   98629470 |  113308020 |  125887538
  Cycles                             |  262855560 |  262855560 |  262855560 |  346491420 |  262855560 |  346491420 |  346491420 |  346491420
  IPC                                |       0.93 |       0.15 |       0.21 |       0.20 |       0.32 |       0.28 |       0.33 |       0.36
  Time (ns)                          |  119479800 |  119479800 |  119479800 |  119479800 |  119479800 |  119479800 |  119479800 |  119479800
  Idle time (ns)                     |   20198944 |  102867810 |   97209124 |   97154475 |   89753056 |   90569590 |   88695483 |   87472110
  Idle time (%)                      |      16.9% |      86.1% |      81.4% |      81.3% |      75.1% |      75.8% |      74.2% |      73.2%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   21646406 |    5410495 |    7506778 |    9606060 |   11700086 |   13798950 |   15895680 |   17392676
  num incorrect                      |       8774 |         90 |         89 |         89 |         89 |         89 |         89 |         88
  misprediction rate                 |      0.04% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   37799513 |        314 |        312 |        312 |        312 |        316 |        312 |        313
    num misses                       |        117 |         16 |         16 |         16 |         16 |         16 |         16 |         16
    miss rate                        |      0.00% |      5.10% |      5.13% |      5.13% |      5.13% |      5.06% |      5.13% |      5.11%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   25682526 |    6900800 |    6900354 |    6901419 |    6899856 |    6900728 |    6900501 |    6600429
    num misses                       |   18549295 |    2059180 |    2067659 |    2075980 |    2070494 |    2077931 |    2080748 |    2074687
    miss rate                        |     72.23% |     29.84% |     29.96% |     30.08% |     30.01% |     30.11% |     30.15% |     31.43%
    mpki                             |      76.09 |      51.60 |      37.88 |      29.97 |      24.67 |      21.07 |      18.36 |      16.48
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |   18549412 |    2059196 |    2067675 |    2075996 |    2070510 |    2077947 |    2080764 |    2074703
    num misses                       |   17272286 |    1910244 |    1931963 |    1943410 |    1936784 |    1952636 |    1953273 |    1945326
    miss rate                        |     93.12% |     92.77% |     93.44% |     93.61% |     93.54% |     93.97% |     93.87% |     93.76%
    mpki                             |      70.86 |      47.86 |      35.39 |      28.05 |      23.07 |      19.80 |      17.24 |      15.45
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   37799513 |        314 |        312 |        312 |        312 |        316 |        312 |        313
    num cache misses                 |       6113 |         95 |         95 |         95 |         95 |         95 |         95 |         94
    miss rate                        |      0.02% |     30.25% |     30.45% |     30.45% |     30.45% |     30.06% |     30.45% |     30.03%
    mpki                             |       0.03 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   25682526 |    6900800 |    6900354 |    6901419 |    6899856 |    6900728 |    6900501 |    6600429
    num cache misses                 |   19249067 |    2074790 |    2087604 |    2089714 |    2091199 |    2093130 |    2092649 |    2089027
    miss rate                        |     74.95% |     30.07% |     30.25% |     30.28% |     30.31% |     30.33% |     30.33% |     31.65%
    mpki                             |      78.96 |      51.99 |      38.24 |      30.17 |      24.91 |      21.22 |      18.47 |      16.59
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |   20422850 |    3325692 |    3364749 |    3390644 |    3381900 |    3402494 |    3402679 |    3386324
    num cache misses                 |   18832029 |    2023880 |    2044273 |    2002029 |    2053589 |    2011011 |    2012503 |    1998528
    miss rate                        |     92.21% |     60.86% |     60.76% |     59.05% |     60.72% |     59.10% |     59.14% |     59.02%
    mpki                             |      77.25 |      50.71 |      37.45 |      28.90 |      24.46 |      20.39 |      17.76 |      15.88
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |   19999706 |    3274686 |    3321322 |    3302862 |    3344192 |    3320278 |    3322438 |    3295731
    num cache misses                 |   11835374 |    1249931 |    1275879 |    1295669 |    1289321 |    1303921 |    1305249 |    1293459
    miss rate                        |     59.18% |     38.17% |     38.41% |     39.23% |     38.55% |     39.27% |     39.29% |     39.25%
    mpki                             |      48.55 |      31.32 |      23.37 |      18.70 |      15.36 |      13.22 |      11.52 |      10.27
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |   31554655 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      97.08 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      35.83 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     33.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |   11307853 |    1249886 |    1275857 |    1295651 |    1289300 |    1303893 |    1305226 |    1293427
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
