                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  492859760 |   58178005 |   83341380 |  108506618 |  133668160 |  158835004 |  183992588 |  209168590 |  234339893 |  259500297 |  284671620 |  308032702
  Cycles                             |  738763110 |  738763110 |  738763110 |  738763110 |  560440980 |  560440980 |  560440980 |  560440980 |  738763110 |  738763110 |  738763110 |  738763110
  IPC                                |       0.67 |       0.08 |       0.11 |       0.15 |       0.24 |       0.28 |       0.33 |       0.37 |       0.32 |       0.35 |       0.39 |       0.42
  Time (ns)                          |  254745900 |  254745900 |  254745900 |  254745900 |  254745900 |  254745900 |  254745900 |  254745900 |  254745900 |  254745900 |  254745900 |  254745900
  Idle time (ns)                     |   69931650 |  235819956 |  229394274 |  223080525 |  212824795 |  206511956 |  200385705 |  194438121 |  191993732 |  185233099 |  178554637 |  172526311
  Idle time (%)                      |      27.5% |      92.6% |      90.0% |      87.6% |      83.5% |      81.1% |      78.7% |      76.3% |      75.4% |      72.7% |      70.1% |      67.7%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   76986174 |    9020553 |   11812505 |   14613677 |   17402849 |   20197157 |   23000096 |   25790601 |   28587839 |   31385684 |   34180045 |   36375538
  num incorrect                      |     567343 |     587157 |     589551 |     585376 |     589817 |     591639 |     583997 |     591114 |     592140 |     589440 |     592168 |     591368
  misprediction rate                 |      0.73% |      6.11% |      4.75% |      3.85% |      3.28% |      2.85% |      2.48% |      2.24% |      2.03% |      1.84% |      1.70% |      1.60%
  mpki                               |       1.15 |      10.09 |       7.07 |       5.39 |       4.41 |       3.72 |       3.17 |       2.83 |       2.53 |       2.27 |       2.08 |       1.92
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      42859 |    5592734 |   11185249 |   16777533 |   22369930 |   27962334 |   33554728 |   39147021 |   44739425 |   50331950 |   55924233 |   61516759
    num misses                       |        109 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16
    miss rate                        |      0.25% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
