                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                       |  1070020665 |  1074815603 |  1098146678 |  1097862301 |  1131777403 |  1119327320 |  1125226521 |  1145627895
  Cycles                             |  1065571600 |  1065571600 |  1065571600 |  1065571600 |  1065571600 |  1065571600 |  1065571600 |  1065571600
  IPC                                |        1.00 |        1.01 |        1.03 |        1.03 |        1.06 |        1.05 |        1.06 |        1.08
  Time (ns)                          |  1065571600 |  1065571600 |  1065571600 |  1065571600 |  1065571600 |  1065571600 |  1065571600 |  1065571600
  Idle time (ns)                     |    13903827 |    11002025 |    11342484 |     7472260 |     4410938 |     2904392 |     2774660 |      830010
  Idle time (%)                      |        1.3% |        1.0% |        1.1% |        0.7% |        0.4% |        0.3% |        0.3% |        0.1%
Branch predictor stats               |             |             |             |             |             |             |             |            
  num correct                        |   201428949 |   203328012 |   213641173 |   212273564 |   222085679 |   217838354 |   220911630 |   227045988
  num incorrect                      |      585872 |      620387 |      637731 |      655420 |      661788 |      648742 |      634847 |      611269
  misprediction rate                 |       0.29% |       0.30% |       0.30% |       0.31% |       0.30% |       0.30% |       0.29% |       0.27%
  mpki                               |        0.55 |        0.58 |        0.58 |        0.60 |        0.58 |        0.58 |        0.56 |        0.53
TLB Summary                          |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |    57419393 |    57443486 |    55819183 |    56937497 |    57928681 |    58143385 |    57462642 |    58286291
    num misses                       |         234 |          27 |          27 |          27 |          27 |          27 |          27 |          27
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |            
    num accesses                     |   375191899 |   375387575 |   376017850 |   377436499 |   384887033 |   382890329 |   382515874 |   386649439
    num misses                       |      388942 |      383193 |      534691 |      625674 |      595323 |      422489 |      377154 |      392518
    miss rate                        |       0.10% |       0.10% |       0.14% |       0.17% |       0.15% |       0.11% |       0.10% |       0.10%
    mpki                             |        0.36 |        0.36 |        0.49 |        0.57 |        0.53 |        0.38 |        0.34 |        0.34
  L2 TLB                             |             |             |             |             |             |             |             |            
    num accesses                     |      389176 |      383220 |      534718 |      625701 |      595350 |      422516 |      377181 |      392545
    num misses                       |      306393 |      308661 |      290754 |      291375 |      308098 |      302420 |      298716 |      284700
    miss rate                        |      78.73% |      80.54% |      54.38% |      46.57% |      51.75% |      71.58% |      79.20% |      72.53%
    mpki                             |        0.29 |        0.29 |        0.26 |        0.27 |        0.27 |        0.27 |        0.27 |        0.25
Cache Summary                        |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |            
    num cache accesses               |    57419393 |    57443486 |    55819183 |    56937497 |    57928681 |    58143385 |    57462642 |    58286291
    num cache misses                 |       45717 |       29431 |       28775 |       29126 |       28960 |       29039 |       28968 |       29103
    miss rate                        |       0.08% |       0.05% |       0.05% |       0.05% |       0.05% |       0.05% |       0.05% |       0.05%
    mpki                             |        0.04 |        0.03 |        0.03 |        0.03 |        0.03 |        0.03 |        0.03 |        0.03
  Cache L1-D                         |             |             |             |             |             |             |             |            
    num cache accesses               |   375191899 |   375387575 |   376017850 |   377436499 |   384887033 |   382890329 |   382515874 |   386649439
    num cache misses                 |   105848461 |   105694187 |   103804950 |   104476863 |   105329125 |   105292320 |   104382518 |   104653751
    miss rate                        |      28.21% |      28.16% |      27.61% |      27.68% |      27.37% |      27.50% |      27.29% |      27.07%
    mpki                             |       98.92 |       98.34 |       94.53 |       95.16 |       93.07 |       94.07 |       92.77 |       91.35
  Cache L2                           |             |             |             |             |             |             |             |            
    num cache accesses               |   106344588 |   106170866 |   104278351 |   104953108 |   105804675 |   105768529 |   104854923 |   105131434
    num cache misses                 |    21370162 |    21281005 |    20959089 |    21080548 |    21237131 |    21222290 |    21065642 |    21109420
    miss rate                        |      20.10% |      20.04% |      20.10% |      20.09% |      20.07% |      20.06% |      20.09% |      20.08%
    mpki                             |       19.97 |       19.80 |       19.09 |       19.20 |       18.76 |       18.96 |       18.72 |       18.43
  Cache L3                           |             |             |             |             |             |             |             |            
    num cache accesses               |    21835399 |    21741601 |    21415959 |    21541831 |    21695655 |    21682317 |    21521304 |    21571438
    num cache misses                 |    19461570 |    19364667 |    19055472 |    19180821 |    19333082 |    19309488 |    19144959 |    19236555
    miss rate                        |      89.13% |      89.07% |      88.98% |      89.04% |      89.11% |      89.06% |      88.96% |      89.18%
    mpki                             |       18.19 |       18.02 |       17.35 |       17.47 |       17.08 |       17.25 |       17.01 |       16.79
DRAM summary                         |             |             |             |             |             |             |             |            
  num dram accesses                  |    78946539 |           0 |           0 |           0 |    78955240 |           0 |           0 |           0
  average dram access latency (ns)   |       68.60 |         inf |         inf |         inf |       66.43 |         inf |         inf |         inf
  average dram queueing delay        |        7.35 |        0.00 |        0.00 |        0.00 |        5.17 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       9.00% |       0.00% |       0.00% |       0.00% |       9.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |            
  num loads from dram                |    19153873 |    19102108 |    18783764 |    18901723 |    19050876 |    19036948 |    18885262 |    18944453
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |      112383 |       88722 |       94160 |      103880 |      105931 |       97172 |       87226 |      110704
