                                     | Core 0     | Core 1    
  Instructions                       |   28880663 |    9653114
  Cycles                             |   21826400 |   21826400
  IPC                                |       1.32 |       0.44
  Time (ns)                          |    5456600 |    5456600
  Idle time (ns)                     |      60811 |    3464835
  Idle time (%)                      |       1.1% |      63.5%
Branch predictor stats               |            |           
  num correct                        |    3790514 |    2302474
  num incorrect                      |     210623 |      73834
  misprediction rate                 |      5.26% |      3.11%
  mpki                               |       7.29 |       7.65
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    3416351 |     405568
    num misses                       |        172 |         26
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    7061914 |    2559118
    num misses                       |      19507 |      16031
    miss rate                        |      0.28% |      0.63%
    mpki                             |       0.68 |       1.66
  L2 TLB                             |            |           
    num accesses                     |      19679 |      16057
    num misses                       |        926 |        401
    miss rate                        |      4.71% |      2.50%
    mpki                             |       0.03 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    3416351 |     405568
    num cache misses                 |       3189 |        245
    miss rate                        |      0.09% |      0.06%
    mpki                             |       0.11 |       0.03
  Cache L1-D                         |            |           
    num cache accesses               |    7061914 |    2559118
    num cache misses                 |     113804 |      81629
    miss rate                        |      1.61% |      3.19%
    mpki                             |       3.94 |       8.46
  Cache L2                           |            |           
    num cache accesses               |     119141 |      81875
    num cache misses                 |      76233 |      60160
    miss rate                        |     63.99% |     73.48%
    mpki                             |       2.64 |       6.23
  Cache L3                           |            |           
    num cache accesses               |      80480 |      60234
    num cache misses                 |      28015 |       7621
    miss rate                        |     34.81% |     12.65%
    mpki                             |       0.97 |       0.79
DRAM summary                         |            |           
  num dram accesses                  |      35606 |          0
  average dram access latency (ns)   |      61.77 |        inf
  average dram queueing delay        |       0.52 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      13359 |       3430
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
