                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   45140034 |    6600341 |    5579670 |    6204482 |    9080953 |    9028114
  Cycles                             |   30521800 |   30521800 |   30521800 |   30521800 |   30521800 |   30521800
  IPC                                |       1.48 |       0.22 |       0.18 |       0.20 |       0.30 |       0.30
  Time (ns)                          |   30521800 |   30521800 |   30521800 |   30521800 |   30521800 |   30521800
  Idle time (ns)                     |     175746 |   25579157 |   25452346 |   25451746 |   25602589 |   25701121
  Idle time (%)                      |       0.6% |      83.8% |      83.4% |      83.4% |      83.9% |      84.2%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    5032746 |    1827884 |    1361463 |    1635347 |    2656958 |    2656262
  num incorrect                      |     350846 |      35972 |      56844 |      45813 |      35602 |      32997
  misprediction rate                 |      6.52% |      1.93% |      4.01% |      2.73% |      1.32% |      1.23%
  mpki                               |       7.77 |       5.45 |      10.19 |       7.38 |       3.92 |       3.65
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    5334627 |     329369 |     458957 |     394476 |     329714 |     313314
    num misses                       |        174 |         27 |         27 |         29 |         27 |         27
    miss rate                        |      0.00% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |   10436085 |    1633590 |    1557967 |    1610452 |    2046637 |    2021943
    num misses                       |      13358 |      11801 |      11936 |      11992 |      11942 |      11933
    miss rate                        |      0.13% |      0.72% |      0.77% |      0.74% |      0.58% |      0.59%
    mpki                             |       0.30 |       1.79 |       2.14 |       1.93 |       1.32 |       1.32
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |      13532 |      11828 |      11963 |      12021 |      11969 |      11960
    num misses                       |        889 |        341 |        334 |        331 |        329 |        325
    miss rate                        |      6.57% |      2.88% |      2.79% |      2.75% |      2.75% |      2.72%
    mpki                             |       0.02 |       0.05 |       0.06 |       0.05 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    5334627 |     329369 |     458957 |     394476 |     329714 |     313314
    num cache misses                 |       3482 |        239 |        251 |        250 |        232 |        226
    miss rate                        |      0.07% |      0.07% |      0.05% |      0.06% |      0.07% |      0.07%
    mpki                             |       0.08 |       0.04 |       0.04 |       0.04 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |   10436085 |    1633590 |    1557967 |    1610452 |    2046637 |    2021943
    num cache misses                 |      99447 |      66954 |      68448 |      67583 |      64647 |      64611
    miss rate                        |      0.95% |      4.10% |      4.39% |      4.20% |      3.16% |      3.20%
    mpki                             |       2.20 |      10.14 |      12.27 |      10.89 |       7.12 |       7.16
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |     105404 |      67455 |      69020 |      68183 |      67274 |      67147
    num cache misses                 |      85756 |      58944 |      59612 |      59465 |      56088 |      56142
    miss rate                        |     81.36% |     87.38% |     86.37% |     87.21% |     83.37% |     83.61%
    mpki                             |       1.90 |       8.93 |      10.68 |       9.58 |       6.18 |       6.22
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      88510 |      59249 |      59979 |      59863 |      58520 |      58457
    num cache misses                 |      44351 |      21186 |      21565 |      21072 |      41351 |      41522
    miss rate                        |     50.11% |     35.76% |     35.95% |     35.20% |     70.66% |     71.03%
    mpki                             |       0.98 |       3.21 |       3.86 |       3.40 |       4.55 |       4.60
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      19737 |          0 |          0 |          0 |      19681 |          0
  average dram access latency (ns)   |      61.30 |        inf |        inf |        inf |      61.29 |        inf
  average dram queueing delay        |       0.05 |       0.00 |       0.00 |       0.00 |       0.04 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      11046 |        828 |        860 |        836 |        407 |        444
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       6493 |       6379 |       6396 |       6361 |       9536 |       9365
