                                     | Core 0     | Core 1    
  Instructions                       |   56538413 |   15925277
  Cycles                             |   43048000 |   43048000
  IPC                                |       1.31 |       0.37
  Time (ns)                          |   10762000 |   10762000
  Idle time (ns)                     |       3394 |    7171022
  Idle time (%)                      |       0.0% |      66.6%
Branch predictor stats               |            |           
  num correct                        |    6504869 |    3706937
  num incorrect                      |     462707 |     115861
  misprediction rate                 |      6.64% |      3.03%
  mpki                               |       8.18 |       7.28
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    7195127 |     724808
    num misses                       |        173 |         26
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |   13880691 |    4420843
    num misses                       |      50537 |      47982
    miss rate                        |      0.36% |      1.09%
    mpki                             |       0.89 |       3.01
  L2 TLB                             |            |           
    num accesses                     |      50710 |      48008
    num misses                       |       4241 |       3621
    miss rate                        |      8.36% |      7.54%
    mpki                             |       0.08 |       0.23
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    7195127 |     724808
    num cache misses                 |       3726 |        301
    miss rate                        |      0.05% |      0.04%
    mpki                             |       0.07 |       0.02
  Cache L1-D                         |            |           
    num cache accesses               |   13880691 |    4420843
    num cache misses                 |     230898 |     180171
    miss rate                        |      1.66% |      4.08%
    mpki                             |       4.08 |      11.31
  Cache L2                           |            |           
    num cache accesses               |     236725 |     180477
    num cache misses                 |     174880 |     137455
    miss rate                        |     73.87% |     76.16%
    mpki                             |       3.09 |       8.63
  Cache L3                           |            |           
    num cache accesses               |     177043 |     137588
    num cache misses                 |      42295 |      15039
    miss rate                        |     23.89% |     10.93%
    mpki                             |       0.75 |       0.94
DRAM summary                         |            |           
  num dram accesses                  |      57341 |          0
  average dram access latency (ns)   |      61.61 |        inf
  average dram queueing delay        |       0.36 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      22745 |      12425
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
