                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  3088297652 |  3239991316 |  3775026681 |  3706725690 |  3471635326 |  3355299844 |  3474793151 |  3406766952 |  3876335717 |  3857858959 |  3951896849 |  4002127264 |  3629281512 |  3587898341 |  3640801868 |  3534507368
  Cycles                             |  2349672400 |  2349672400 |  2349672400 |  2349672400 |  1762254300 |  1762254300 |  1762254300 |  1762254300 |  2349672400 |  2349672400 |  2349672400 |  2349672400 |  1762254300 |  1762254300 |  1762254300 |  1762254300
  IPC                                |        1.31 |        1.38 |        1.61 |        1.58 |        1.97 |        1.90 |        1.97 |        1.93 |        1.65 |        1.64 |        1.68 |        1.70 |        2.06 |        2.04 |        2.07 |        2.01
  Time (ns)                          |   587418100 |   587418100 |   587418100 |   587418100 |   587418100 |   587418100 |   587418100 |   587418100 |   587418100 |   587418100 |   587418100 |   587418100 |   587418100 |   587418100 |   587418100 |   587418100
  Idle time (ns)                     |         251 |      293428 |      300906 |      308297 |      316166 |      323712 |      330984 |      338637 |      346227 |      353693 |      361234 |      368960 |      376517 |      383945 |      391648 |      399118
  Idle time (%)                      |        0.0% |        0.0% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1% |        0.1%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   142986558 |   195617901 |   648605017 |   625838811 |   556028458 |   517249963 |   557081068 |   534405669 |   690928613 |   684769697 |   716115656 |   732859130 |   608577186 |   594783564 |   629694863 |   594262552
  num incorrect                      |      207243 |      209878 |      155436 |      154637 |      155044 |      154421 |      155042 |      155041 |      155044 |      155043 |      155045 |      155043 |      154896 |      154244 |      141374 |      140978
  misprediction rate                 |       0.14% |       0.11% |       0.02% |       0.02% |       0.03% |       0.03% |       0.03% |       0.03% |       0.02% |       0.02% |       0.02% |       0.02% |       0.03% |       0.03% |       0.02% |       0.02%
