                                     | Core 0     | Core 1    
  Instructions                       |  378649787 |  382361104
  Cycles                             |  139430400 |  139430400
  IPC                                |       2.72 |       2.74
  Time (ns)                          |   34857600 |   34857600
  Idle time (ns)                     |        345 |     236395
  Idle time (%)                      |       0.0% |       0.7%
Branch predictor stats               |            |           
  num correct                        |   19594245 |   20978576
  num incorrect                      |     159121 |     152008
  misprediction rate                 |      0.81% |      0.72%
  mpki                               |       0.42 |       0.40
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |   35298542 |   35186782
    num misses                       |        240 |         25
    miss rate                        |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00
  D-TLB                              |            |           
    num accesses                     |  123109712 |  123505957
    num misses                       |     107561 |     107216
    miss rate                        |      0.09% |      0.09%
    mpki                             |       0.28 |       0.28
  L2 TLB                             |            |           
    num accesses                     |     107801 |     107241
    num misses                       |      24813 |      23914
    miss rate                        |     23.02% |     22.30%
    mpki                             |       0.07 |       0.06
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |   35298542 |   35186782
    num cache misses                 |      18279 |       7723
    miss rate                        |      0.05% |      0.02%
    mpki                             |       0.05 |       0.02
  Cache L1-D                         |            |           
    num cache accesses               |  123109712 |  123505957
    num cache misses                 |   13931259 |   13915171
    miss rate                        |     11.32% |     11.27%
    mpki                             |      36.79 |      36.39
  Cache L2                           |            |           
    num cache accesses               |   14140498 |   14112218
    num cache misses                 |    1582427 |    1562754
    miss rate                        |     11.19% |     11.07%
    mpki                             |       4.18 |       4.09
  Cache L3                           |            |           
    num cache accesses               |    2003127 |    1978208
    num cache misses                 |     862130 |     840712
    miss rate                        |     43.04% |     42.50%
    mpki                             |       2.28 |       2.20
DRAM summary                         |            |           
  num dram accesses                  |    1084898 |    1084409
  average dram access latency (ns)   |     131.85 |     135.70
  average dram queueing delay        |      70.60 |      74.45
  average dram bandwidth utilization |      3.00% |      3.00%
Coherency Traffic                    |            |           
  num loads from dram                |     364514 |     341953
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |     200025 |     212163
