                                     | Core 0     | Core 1    
  Instructions                       |   24832733 |    5936154
  Cycles                             |   18313700 |   18313700
  IPC                                |       1.36 |       0.32
  Time (ns)                          |   18313700 |   18313700
  Idle time (ns)                     |       1385 |   12206928
  Idle time (%)                      |       0.0% |      66.7%
Branch predictor stats               |            |           
  num correct                        |    3120761 |    1351094
  num incorrect                      |     203082 |      67015
  misprediction rate                 |      6.11% |      4.73%
  mpki                               |       8.18 |      11.29
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    3166345 |     568141
    num misses                       |        169 |         28
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.01 |       0.00
  D-TLB                              |            |           
    num accesses                     |    6200644 |    1844941
    num misses                       |       5636 |       3321
    miss rate                        |      0.09% |      0.18%
    mpki                             |       0.23 |       0.56
  L2 TLB                             |            |           
    num accesses                     |       5805 |       3349
    num misses                       |        772 |        258
    miss rate                        |     13.30% |      7.70%
    mpki                             |       0.03 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    3166345 |     568141
    num cache misses                 |       3508 |        304
    miss rate                        |      0.11% |      0.05%
    mpki                             |       0.14 |       0.05
  Cache L1-D                         |            |           
    num cache accesses               |    6200644 |    1844941
    num cache misses                 |     100268 |      74754
    miss rate                        |      1.62% |      4.05%
    mpki                             |       4.04 |      12.59
  Cache L2                           |            |           
    num cache accesses               |     105900 |      75065
    num cache misses                 |      78392 |      58309
    miss rate                        |     74.02% |     77.68%
    mpki                             |       3.16 |       9.82
  Cache L3                           |            |           
    num cache accesses               |      80610 |      58354
    num cache misses                 |      22464 |       4098
    miss rate                        |     27.87% |      7.02%
    mpki                             |       0.90 |       0.69
DRAM summary                         |            |           
  num dram accesses                  |      26547 |          0
  average dram access latency (ns)   |      61.32 |        inf
  average dram queueing delay        |       0.07 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      12003 |       2229
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
