                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  101789587 |  103045534 |  103471132 |  103933574 |   96447983 |   96389848 |   96827872 |   96926001
  Cycles                             |  144412400 |  144412400 |  144412400 |  144412400 |   36103100 |   36103100 |   36103100 |   36103100
  IPC                                |       0.70 |       0.71 |       0.72 |       0.72 |       2.67 |       2.67 |       2.68 |       2.68
  Time (ns)                          |   36103100 |   36103100 |   36103100 |   36103100 |   36103100 |   36103100 |   36103100 |   36103100
  Idle time (ns)                     |        398 |     467885 |     468653 |     469200 |     469596 |     469992 |     470388 |     470849
  Idle time (%)                      |       0.0% |       1.3% |       1.3% |       1.3% |       1.3% |       1.3% |       1.3% |       1.3%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    7152791 |    7727266 |    7869362 |    8023584 |    5528465 |    5509124 |    5655134 |    5687845
  num incorrect                      |      46191 |      38203 |      38148 |      38149 |      38134 |      38145 |      38140 |      38140
  misprediction rate                 |      0.64% |      0.49% |      0.48% |      0.47% |      0.69% |      0.69% |      0.67% |      0.67%
  mpki                               |       0.45 |       0.37 |       0.37 |       0.37 |       0.40 |       0.40 |       0.39 |       0.39
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    8913710 |    8798201 |    8798076 |    8797996 |    8797885 |    8797885 |    8797885 |    8797886
    num misses                       |        196 |         25 |         25 |         25 |         25 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   32150561 |   32122437 |   32193128 |   32270063 |   31022284 |   31012515 |   31085524 |   31101874
    num misses                       |      28866 |      27667 |      27475 |      27486 |      27278 |      26806 |      27344 |      27605
    miss rate                        |      0.09% |      0.09% |      0.09% |      0.09% |      0.09% |      0.09% |      0.09% |      0.09%
    mpki                             |       0.28 |       0.27 |       0.27 |       0.26 |       0.28 |       0.28 |       0.28 |       0.28
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |      29062 |      27692 |      27500 |      27511 |      27303 |      26831 |      27369 |      27630
    num misses                       |       5900 |       5066 |       4913 |       4966 |       5026 |       4869 |       4945 |       5021
    miss rate                        |     20.30% |     18.29% |     17.87% |     18.05% |     18.41% |     18.15% |     18.07% |     18.17%
    mpki                             |       0.06 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    8913710 |    8798201 |    8798076 |    8797996 |    8797885 |    8797885 |    8797885 |    8797886
    num cache misses                 |      13265 |       2672 |       2538 |       2574 |       5174 |       5165 |       5136 |       5130
    miss rate                        |      0.15% |      0.03% |      0.03% |      0.03% |      0.06% |      0.06% |      0.06% |      0.06%
    mpki                             |       0.13 |       0.03 |       0.02 |       0.02 |       0.05 |       0.05 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   32150561 |   32122437 |   32193128 |   32270063 |   31022284 |   31012515 |   31085524 |   31101874
    num cache misses                 |    3497960 |    3480354 |    3480303 |    3480299 |    3480353 |    3480318 |    3480282 |    3480138
    miss rate                        |     10.88% |     10.83% |     10.81% |     10.78% |     11.22% |     11.22% |     11.20% |     11.19%
    mpki                             |      34.36 |      33.77 |      33.64 |      33.49 |      36.09 |      36.11 |      35.94 |      35.91
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    3563366 |    3532671 |    3532344 |    3532140 |    3535166 |    3535098 |    3534898 |    3534648
    num cache misses                 |     444688 |     422854 |     420769 |     418110 |     427149 |     429435 |     427989 |     428514
    miss rate                        |     12.48% |     11.97% |     11.91% |     11.84% |     12.08% |     12.15% |     12.11% |     12.12%
    mpki                             |       4.37 |       4.10 |       4.07 |       4.02 |       4.43 |       4.46 |       4.42 |       4.42
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     653572 |     620277 |     609294 |     590707 |     602066 |     602308 |     601681 |     603142
    num cache misses                 |     399596 |     368758 |     358763 |     345820 |     346107 |     344420 |     345065 |     344513
    miss rate                        |     61.14% |     59.45% |     58.88% |     58.54% |     57.49% |     57.18% |     57.35% |     57.12%
    mpki                             |       3.93 |       3.58 |       3.47 |       3.33 |       3.59 |       3.57 |       3.56 |       3.55
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |    5327685 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |    1374.20 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |    1312.95 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     18.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |     254771 |     237283 |     228361 |     213922 |     216288 |     214243 |     215119 |     216163
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
