                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  179955066 |  261525618 |  215970745 |       6322 |  132282323 |  621825097 |  163124497 |  414182215 |  197861022 |       3094 |  229787921 |       3247
  Cycles                             |  504081480 |  382406640 |  504081480 |  504081480 |  504081480 |  382406640 |  504081480 |  382406640 |  382406640 |  504081480 |  504081480 |  504081480
  IPC                                |       0.36 |       0.68 |       0.43 |       0.00 |       0.26 |       1.63 |       0.32 |       1.08 |       0.52 |       0.00 |       0.46 |       0.00
  Time (ns)                          |  173821200 |  173821200 |  173821200 |  173821200 |  173821200 |  173821200 |  173821200 |  173821200 |  173821200 |  173821200 |  173821200 |  173821200
  Idle time (ns)                     |  148993807 |  122158499 |  128494347 |  173818217 |  147383740 |   49005080 |  143294510 |   84322075 |  133169157 |  173819519 |  134280996 |  173818888
  Idle time (%)                      |      85.7% |      70.3% |      73.9% |     100.0% |      84.8% |      28.2% |      82.4% |      48.5% |      76.6% |     100.0% |      77.3% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4790595 |   10280050 |    6938500 |        633 |    4945288 |   24006720 |    6357769 |   14377602 |    7771918 |        297 |    9012269 |        269
  num incorrect                      |      26671 |     302598 |     632682 |         84 |     275427 |    1005499 |     289775 |     870111 |     291272 |         49 |     294031 |         42
  misprediction rate                 |      0.55% |      2.86% |      8.36% |     11.72% |      5.28% |      4.02% |      4.36% |      5.71% |      3.61% |     14.16% |      3.16% |     13.50%
  mpki                               |       0.15 |       1.16 |       2.93 |      13.29 |       2.08 |       1.62 |       1.78 |       2.10 |       1.47 |      15.84 |       1.28 |      12.94
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15901333 |   25608173 |   20807855 |        648 |   12469814 |   61559836 |   15761144 |   39108049 |   19272121 |        345 |   22430717 |        270
