                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   11222026 |    3061226 |    3031515 |    3096147 |    2873009 |    3226544 |    3166735 |    3078032 |    2614640 |    3038041 |    3063713 |    3043923 |    2954060 |    3144876 |    3184091 |    3150642
  Cycles                             |    7340500 |    7340500 |    7340500 |    7340500 |   29362000 |   29362000 |   29362000 |   29362000 |    7340500 |    7340500 |    7340500 |    7340500 |   29362000 |   29362000 |   29362000 |   29362000
  IPC                                |       1.53 |       0.42 |       0.41 |       0.42 |       0.10 |       0.11 |       0.11 |       0.10 |       0.36 |       0.41 |       0.42 |       0.41 |       0.10 |       0.11 |       0.11 |       0.11
  Time (ns)                          |    7340500 |    7340500 |    7340500 |    7340500 |    7340500 |    7340500 |    7340500 |    7340500 |    7340500 |    7340500 |    7340500 |    7340500 |    7340500 |    7340500 |    7340500 |    7340500
  Idle time (ns)                     |       2174 |    6022438 |    6023264 |    6023750 |    6054076 |    6054394 |    6054829 |    6054937 |    6024623 |    6025229 |    6024711 |    6025794 |    6056206 |    6056536 |    6056773 |    6057753
  Idle time (%)                      |       0.0% |      82.0% |      82.1% |      82.1% |      82.5% |      82.5% |      82.5% |      82.5% |      82.1% |      82.1% |      82.1% |      82.1% |      82.5% |      82.5% |      82.5% |      82.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1310445 |     982478 |     969806 |     997668 |     897018 |    1047685 |    1022997 |     984707 |     790250 |     972144 |     983651 |     976219 |     932190 |    1012358 |    1029630 |    1016238
  num incorrect                      |      77382 |       3390 |       3904 |       2774 |       6827 |       1830 |       2637 |       3772 |       9794 |       3929 |       3386 |       3643 |       5769 |       3060 |       2477 |       2850
  misprediction rate                 |      5.58% |      0.34% |      0.40% |      0.28% |      0.76% |      0.17% |      0.26% |      0.38% |      1.22% |      0.40% |      0.34% |      0.37% |      0.62% |      0.30% |      0.24% |      0.28%
  mpki                               |       6.90 |       1.11 |       1.29 |       0.90 |       2.38 |       0.57 |       0.83 |       1.23 |       3.75 |       1.29 |       1.11 |       1.20 |       1.95 |       0.97 |       0.78 |       0.90
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
