                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   21372512 |    3813871 |    4061499 |    4027454 |    3838891 |    4180487 |    4162580 |    3942194 |    4049574 |    3990904 |    3498556 |    4062944
  Cycles                             |   15495900 |   15495900 |   15495900 |   15495900 |   20661200 |   20661200 |   20661200 |   20661200 |   15495900 |   15495900 |   15495900 |   15495900
  IPC                                |       1.38 |       0.25 |       0.26 |       0.26 |       0.19 |       0.20 |       0.20 |       0.19 |       0.26 |       0.26 |       0.23 |       0.26
  Time (ns)                          |    5165300 |    5165300 |    5165300 |    5165300 |    5165300 |    5165300 |    5165300 |    5165300 |    5165300 |    5165300 |    5165300 |    5165300
  Idle time (ns)                     |       1292 |    4375031 |    4375538 |    4375689 |    4385824 |    4385970 |    4385924 |    4386105 |    4376107 |    4376140 |    4376380 |    4376516
  Idle time (%)                      |       0.0% |      84.7% |      84.7% |      84.7% |      84.9% |      84.9% |      84.9% |      84.9% |      84.7% |      84.7% |      84.7% |      84.7%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2398477 |    1166507 |    1272888 |    1259584 |    1173656 |    1313291 |    1307053 |    1216011 |    1246780 |    1220233 |    1014394 |    1253864
  num incorrect                      |     162478 |      10792 |       6931 |       7284 |      11143 |       6803 |       6903 |      10098 |      10870 |      11742 |      19145 |      10541
  misprediction rate                 |      6.34% |      0.92% |      0.54% |      0.57% |      0.94% |      0.52% |      0.53% |      0.82% |      0.86% |      0.95% |      1.85% |      0.83%
  mpki                               |       7.60 |       2.83 |       1.71 |       1.81 |       2.90 |       1.63 |       1.66 |       2.56 |       2.68 |       2.94 |       5.47 |       2.59
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2785635 |      91923 |      66859 |      70068 |      94175 |      66937 |      68023 |      85286 |      89798 |     100113 |     140723 |      87759
    num misses                       |        171 |         26 |         26 |         26 |         26 |         26 |         26 |         28 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.03% |      0.04% |      0.04% |      0.03% |      0.04% |      0.04% |      0.03% |      0.03% |      0.03% |      0.02% |      0.03%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4991556 |     776767 |     800663 |     795781 |     784682 |     818480 |     817089 |     794223 |     816184 |     811304 |     763534 |     816409
    num misses                       |       2108 |        761 |        716 |        701 |        718 |        725 |        675 |        713 |        691 |        683 |        684 |        691
    miss rate                        |      0.04% |      0.10% |      0.09% |      0.09% |      0.09% |      0.09% |      0.08% |      0.09% |      0.08% |      0.08% |      0.09% |      0.08%
    mpki                             |       0.10 |       0.20 |       0.18 |       0.17 |       0.19 |       0.17 |       0.16 |       0.18 |       0.17 |       0.17 |       0.20 |       0.17
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
