                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |    9508018 |   10111984 |   10025197 |    9908080
  Cycles                             |    6034800 |    6034800 |    6034800 |    6034800
  IPC                                |       1.58 |       1.68 |       1.66 |       1.64
  Time (ns)                          |    1508700 |    1508700 |    1508700 |    1508700
  Idle time (ns)                     |        335 |     234047 |     234422 |     234572
  Idle time (%)                      |       0.0% |      15.5% |      15.5% |      15.5%
Branch predictor stats               |            |            |            |           
  num correct                        |     646007 |    1060882 |    1041315 |    1003651
  num incorrect                      |       9277 |       2934 |       2904 |       2966
  misprediction rate                 |      1.42% |      0.28% |      0.28% |      0.29%
  mpki                               |       0.98 |       0.29 |       0.29 |       0.30
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |    1062524 |     922988 |     916828 |     916244
    num misses                       |        206 |         28 |         28 |         29
    miss rate                        |      0.02% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.02 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |    4947993 |    4718562 |    4693923 |    4673797
    num misses                       |       2195 |        968 |       1048 |        939
    miss rate                        |      0.04% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.23 |       0.10 |       0.10 |       0.09
  L2 TLB                             |            |            |            |           
    num accesses                     |       2401 |        996 |       1076 |        968
    num misses                       |        606 |        194 |        203 |        172
    miss rate                        |     25.24% |     19.48% |     18.87% |     17.77%
    mpki                             |       0.06 |       0.02 |       0.02 |       0.02
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |    1062524 |     922988 |     916828 |     916244
    num cache misses                 |       6994 |        444 |        427 |        402
    miss rate                        |      0.66% |      0.05% |      0.05% |      0.04%
    mpki                             |       0.74 |       0.04 |       0.04 |       0.04
  Cache L1-D                         |            |            |            |           
    num cache accesses               |    4947993 |    4718562 |    4693923 |    4673797
    num cache misses                 |     168475 |     148223 |     146427 |     145569
    miss rate                        |      3.40% |      3.14% |      3.12% |      3.11%
    mpki                             |      17.72 |      14.66 |      14.61 |      14.69
  Cache L2                           |            |            |            |           
    num cache accesses               |     181812 |     152338 |     149580 |     146851
    num cache misses                 |      23330 |      15609 |      16695 |      15725
    miss rate                        |     12.83% |     10.25% |     11.16% |     10.71%
    mpki                             |       2.45 |       1.54 |       1.67 |       1.59
  Cache L3                           |            |            |            |           
    num cache accesses               |      34312 |      24158 |      23734 |      20465
    num cache misses                 |      14913 |       4490 |       4146 |       4091
    miss rate                        |     43.46% |     18.59% |     17.47% |     19.99%
    mpki                             |       1.57 |       0.44 |       0.41 |       0.41
DRAM summary                         |            |            |            |           
  num dram accesses                  |      27497 |          0 |          0 |          0
  average dram access latency (ns)   |     874.31 |        inf |        inf |        inf
  average dram queueing delay        |     813.06 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      2.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       6926 |        206 |        191 |        141
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0
