                                     | Core 0     | Core 1    
  Instructions                       |   17552114 |   17621562
  Cycles                             |    9873340 |    9873340
  IPC                                |       1.78 |       1.78
  Time (ns)                          |    3404600 |    3404600
  Idle time (ns)                     |        400 |     355817
  Idle time (%)                      |       0.0% |      10.5%
Branch predictor stats               |            |           
  num correct                        |    1029775 |    1231361
  num incorrect                      |      26817 |       9958
  misprediction rate                 |      2.54% |      0.80%
  mpki                               |       1.53 |       0.57
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1956026 |    1811079
    num misses                       |        267 |         30
    miss rate                        |      0.01% |      0.00%
    mpki                             |       0.02 |       0.00
  D-TLB                              |            |           
    num accesses                     |    9306761 |    8931115
    num misses                       |       4613 |       2635
    miss rate                        |      0.05% |      0.03%
    mpki                             |       0.26 |       0.15
  L2 TLB                             |            |           
    num accesses                     |       4880 |       2665
    num misses                       |        896 |        320
    miss rate                        |     18.36% |     12.01%
    mpki                             |       0.05 |       0.02
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1956026 |    1811079
    num cache misses                 |       7270 |        391
    miss rate                        |      0.37% |      0.02%
    mpki                             |       0.41 |       0.02
  Cache L1-D                         |            |           
    num cache accesses               |    9306761 |    8931115
    num cache misses                 |     219092 |     206249
    miss rate                        |      2.35% |      2.31%
    mpki                             |      12.48 |      11.70
  Cache L2                           |            |           
    num cache accesses               |     231926 |     208924
    num cache misses                 |      26656 |      19629
    miss rate                        |     11.49% |      9.40%
    mpki                             |       1.52 |       1.11
  Cache L3                           |            |           
    num cache accesses               |      35881 |      25965
    num cache misses                 |      26587 |      19629
    miss rate                        |     74.10% |     75.60%
    mpki                             |       1.51 |       1.11
DRAM summary                         |            |           
  num dram accesses                  |      13209 |      13127
  average dram access latency (ns)   |      61.58 |      61.59
  average dram queueing delay        |       0.33 |       0.34
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |       5239 |         35
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |       6823 |       9416
