                                     | Core 0      | Core 1     
  Instructions                       |   938593396 |   945416321
  Cycles                             |  1184545600 |  1184545600
  IPC                                |        0.79 |        0.80
  Time (ns)                          |   296136400 |   296136400
  Idle time (ns)                     |      950740 |     1501865
  Idle time (%)                      |        0.3% |        0.5%
Branch predictor stats               |             |            
  num correct                        |    48561514 |    51587878
  num incorrect                      |       22337 |       17651
  misprediction rate                 |       0.05% |       0.03%
  mpki                               |        0.02 |        0.02
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   102090963 |   101720910
    num misses                       |         206 |          29
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |   519031192 |   519242993
    num misses                       |      290290 |      287770
    miss rate                        |       0.06% |       0.06%
    mpki                             |        0.31 |        0.30
  L2 TLB                             |             |            
    num accesses                     |      290496 |      287799
    num misses                       |      203104 |      201621
    miss rate                        |      69.92% |      70.06%
    mpki                             |        0.22 |        0.21
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   102090963 |   101720910
    num cache misses                 |       72035 |       58050
    miss rate                        |       0.07% |       0.06%
    mpki                             |        0.08 |        0.06
  Cache L1-D                         |             |            
    num cache accesses               |   519031192 |   519242993
    num cache misses                 |    21072774 |    21178504
    miss rate                        |       4.06% |       4.08%
    mpki                             |       22.45 |       22.40
  Cache L2                           |             |            
    num cache accesses               |    22821723 |    22900105
    num cache misses                 |    15486296 |    15458047
    miss rate                        |      67.86% |      67.50%
    mpki                             |       16.50 |       16.35
  Cache L3                           |             |            
    num cache accesses               |    17164767 |    17122003
    num cache misses                 |    10322906 |    10334371
    miss rate                        |      60.14% |      60.36%
    mpki                             |       11.00 |       10.93
DRAM summary                         |             |            
  num dram accesses                  |    30052899 |           0
  average dram access latency (ns)   |     3963.62 |         inf
  average dram queueing delay        |     3902.37 |        0.00
  average dram bandwidth utilization |      12.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |     7425197 |     7451837
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |           0 |           0
