                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   47142053 |   50463862 |   56734968 |   55429818 |   57016291 |   54079410 |   54831619 |   55214524
  Cycles                             |   24385900 |   24385900 |   24385900 |   24385900 |   24385900 |   24385900 |   24385900 |   24385900
  IPC                                |       1.93 |       2.07 |       2.33 |       2.27 |       2.34 |       2.22 |       2.25 |       2.26
  Time (ns)                          |   24385900 |   24385900 |   24385900 |   24385900 |   24385900 |   24385900 |   24385900 |   24385900
  Idle time (ns)                     |        327 |     559796 |     563389 |     566696 |     569860 |     573008 |     576155 |     579370
  Idle time (%)                      |       0.0% |       2.3% |       2.3% |       2.3% |       2.3% |       2.3% |       2.4% |       2.4%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |    1509550 |    3079180 |   11491887 |   11057132 |   11906650 |   10927592 |   11568242 |   11695874
  num incorrect                      |      21804 |      12445 |       9427 |       9523 |       9421 |       9522 |       8296 |       8297
  misprediction rate                 |      1.42% |      0.40% |      0.08% |      0.09% |      0.08% |      0.09% |      0.07% |      0.07%
  mpki                               |       0.46 |       0.25 |       0.17 |       0.17 |       0.17 |       0.18 |       0.15 |       0.15
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |    4372764 |    4079844 |    2224005 |    2223858 |    2108421 |    2108421 |    2001831 |    2001832
    num misses                       |        232 |         33 |         33 |         33 |         33 |         33 |         33 |         33
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   20468004 |   20208741 |   15859927 |   15641744 |   15617868 |   15128384 |   14880364 |   14944182
    num misses                       |       8984 |       3660 |       2822 |       2121 |       1814 |       3130 |      29446 |       3077
    miss rate                        |      0.04% |      0.02% |      0.02% |      0.01% |      0.01% |      0.02% |      0.20% |      0.02%
    mpki                             |       0.19 |       0.07 |       0.05 |       0.04 |       0.03 |       0.06 |       0.54 |       0.06
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |       9216 |       3693 |       2855 |       2154 |       1847 |       3163 |      29479 |       3110
    num misses                       |        570 |        154 |        132 |        132 |        133 |        131 |        129 |        128
    miss rate                        |      6.18% |      4.17% |      4.62% |      6.13% |      7.20% |      4.14% |      0.44% |      4.12%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |    4372764 |    4079844 |    2224005 |    2223858 |    2108421 |    2108421 |    2001831 |    2001832
    num cache misses                 |      71642 |      49171 |      48833 |      48188 |      48190 |      49200 |      40124 |      40123
    miss rate                        |      1.64% |      1.21% |      2.20% |      2.17% |      2.29% |      2.33% |      2.00% |      2.00%
    mpki                             |       1.52 |       0.97 |       0.86 |       0.87 |       0.85 |       0.91 |       0.73 |       0.73
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   20468004 |   20208741 |   15859927 |   15641744 |   15617868 |   15128384 |   14880364 |   14944182
    num cache misses                 |    1065388 |     961386 |     521634 |     511635 |     474403 |     481284 |     429362 |     431287
    miss rate                        |      5.21% |      4.76% |      3.29% |      3.27% |      3.04% |      3.18% |      2.89% |      2.89%
    mpki                             |      22.60 |      19.05 |       9.19 |       9.23 |       8.32 |       8.90 |       7.83 |       7.81
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |    1183781 |    1056700 |     589876 |     581838 |     554109 |     552162 |     497210 |     497528
    num cache misses                 |     147936 |     116936 |      78819 |      85874 |     104842 |     107572 |      94257 |      87305
    miss rate                        |     12.50% |     11.07% |     13.36% |     14.76% |     18.92% |     19.48% |     18.96% |     17.55%
    mpki                             |       3.14 |       2.32 |       1.39 |       1.55 |       1.84 |       1.99 |       1.72 |       1.58
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |     219760 |     192529 |     128212 |     130462 |     154470 |     146551 |     140093 |     120252
    num cache misses                 |      50055 |      25628 |      13255 |      38210 |      73561 |      23278 |      27971 |      33328
    miss rate                        |     22.78% |     13.31% |     10.34% |     29.29% |     47.62% |     15.88% |     19.97% |     27.72%
    mpki                             |       1.06 |       0.51 |       0.23 |       0.69 |       1.29 |       0.43 |       0.51 |       0.60
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |       9908 |          0 |          0 |          0 |       9882 |          0 |          0 |          0
  average dram access latency (ns)   |      61.41 |        inf |        inf |        inf |      61.42 |        inf |        inf |        inf
  average dram queueing delay        |       0.16 |       0.00 |       0.00 |       0.00 |       0.16 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       6697 |         54 |         52 |          9 |         50 |         53 |         51 |         19
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      30188 |      24003 |      11872 |      27113 |      71199 |      21605 |      26269 |      27441
