                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   72042816 |   73924670 |   74279243 |   74054689 |   81889755 |   81909505 |   81756459 |   82097194 |   83449135 |   83807520 |   84157775 |   84098333
  Cycles                             |   30017700 |   30017700 |   30017700 |   30017700 |   40023600 |   40023600 |   40023600 |   40023600 |   30017700 |   30017700 |   30017700 |   30017700
  IPC                                |       2.40 |       2.46 |       2.47 |       2.47 |       2.05 |       2.05 |       2.04 |       2.05 |       2.78 |       2.79 |       2.80 |       2.80
  Time (ns)                          |   10005900 |   10005900 |   10005900 |   10005900 |   10005900 |   10005900 |   10005900 |   10005900 |   10005900 |   10005900 |   10005900 |   10005900
  Idle time (ns)                     |        426 |     317678 |     313079 |     313274 |     313400 |     313529 |     313689 |     313825 |     517584 |     521716 |     552246 |     545846
  Idle time (%)                      |       0.0% |       3.2% |       3.1% |       3.1% |       3.1% |       3.1% |       3.1% |       3.1% |       5.2% |       5.2% |       5.5% |       5.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    3887962 |    4675354 |    4793441 |    4718732 |   10656513 |   10663250 |   10612465 |   10726050 |   11176663 |   11296117 |   11412527 |   11393070
  num incorrect                      |      36788 |      28728 |      28726 |      28713 |      23987 |      23983 |      23977 |      23976 |      23975 |      23975 |      23980 |      23965
  misprediction rate                 |      0.94% |      0.61% |      0.60% |      0.60% |      0.22% |      0.22% |      0.23% |      0.22% |      0.21% |      0.21% |      0.21% |      0.21%
  mpki                               |       0.51 |       0.39 |       0.39 |       0.39 |       0.29 |       0.29 |       0.29 |       0.29 |       0.29 |       0.29 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6716309 |    6599003 |    6599106 |    6598995 |    5499865 |    5499756 |    5499569 |    5499565 |    5499565 |    5499571 |    5499823 |    5499566
    num misses                       |        203 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   23466263 |   23533412 |   23592712 |   23555054 |   22992828 |   22995853 |   22969940 |   23026724 |   23252030 |   23311763 |   23370711 |   23360230
    num misses                       |      22734 |      20434 |      20502 |      20954 |      17755 |      17440 |      17486 |      17504 |      17212 |      17596 |      17766 |      17770
    miss rate                        |      0.10% |      0.09% |      0.09% |      0.09% |      0.08% |      0.08% |      0.08% |      0.08% |      0.07% |      0.08% |      0.08% |      0.08%
    mpki                             |       0.32 |       0.28 |       0.28 |       0.28 |       0.22 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      22937 |      20459 |      20527 |      20979 |      17780 |      17465 |      17511 |      17529 |      17237 |      17621 |      17791 |      17795
    num misses                       |       4879 |       3757 |       3846 |       3829 |       3260 |       3292 |       3214 |       3163 |       3210 |       3210 |       3262 |       3244
    miss rate                        |     21.27% |     18.36% |     18.74% |     18.25% |     18.34% |     18.85% |     18.35% |     18.04% |     18.62% |     18.22% |     18.34% |     18.23%
    mpki                             |       0.07 |       0.05 |       0.05 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    6716309 |    6599003 |    6599106 |    6598995 |    5499865 |    5499756 |    5499569 |    5499565 |    5499565 |    5499571 |    5499823 |    5499566
    num cache misses                 |      14609 |       4152 |       4152 |       4111 |       1642 |       1612 |       1573 |       1542 |       3680 |       3693 |       3658 |       3577
    miss rate                        |      0.22% |      0.06% |      0.06% |      0.06% |      0.03% |      0.03% |      0.03% |      0.03% |      0.07% |      0.07% |      0.07% |      0.07%
    mpki                             |       0.20 |       0.06 |       0.06 |       0.06 |       0.02 |       0.02 |       0.02 |       0.02 |       0.04 |       0.04 |       0.04 |       0.04
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   23466263 |   23533412 |   23592712 |   23555054 |   22992828 |   22995853 |   22969940 |   23026724 |   23252030 |   23311763 |   23370711 |   23360230
    num cache misses                 |    2626259 |    2611843 |    2609853 |    2611856 |    2176395 |    2174654 |    2176484 |    2176399 |    2176193 |    2174678 |    2176542 |    2176412
    miss rate                        |     11.19% |     11.10% |     11.06% |     11.09% |      9.47% |      9.46% |      9.48% |      9.45% |      9.36% |      9.33% |      9.31% |      9.32%
    mpki                             |      36.45 |      35.33 |      35.14 |      35.27 |      26.58 |      26.55 |      26.62 |      26.51 |      26.08 |      25.95 |      25.86 |      25.88
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2679670 |    2652435 |    2650449 |    2652343 |    2207740 |    2205871 |    2207793 |    2207719 |    2184399 |    2182825 |    2183877 |    2183822
    num cache misses                 |     329813 |     306535 |     306560 |     306927 |     188101 |     189470 |     189787 |     190116 |     255088 |     254767 |     255267 |     255190
    miss rate                        |     12.31% |     11.56% |     11.57% |     11.57% |      8.52% |      8.59% |      8.60% |      8.61% |     11.68% |     11.67% |     11.69% |     11.69%
    mpki                             |       4.58 |       4.15 |       4.13 |       4.14 |       2.30 |       2.31 |       2.32 |       2.32 |       3.06 |       3.04 |       3.03 |       3.03
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     412499 |     385463 |     385292 |     385675 |     253692 |     255009 |     254385 |     255022 |     302782 |     302116 |     301795 |     302247
    num cache misses                 |     203871 |     183986 |     184622 |     183005 |     144670 |     151896 |     150857 |     151622 |      82324 |      82086 |      80561 |      82007
    miss rate                        |     49.42% |     47.73% |     47.92% |     47.45% |     57.03% |     59.56% |     59.30% |     59.45% |     27.19% |     27.17% |     26.69% |     27.13%
    mpki                             |       2.83 |       2.49 |       2.49 |       2.47 |       1.77 |       1.85 |       1.85 |       1.85 |       0.99 |       0.98 |       0.96 |       0.98
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |    1145615 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |    1144998 |          0 |          0 |          0
  average dram access latency (ns)   |    2076.80 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |    2104.44 |        inf |        inf |        inf
  average dram queueing delay        |    2015.55 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |    2043.19 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     14.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |     14.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      89457 |      80055 |      79527 |      79935 |      64600 |      64861 |      63534 |      64133 |      22461 |      22064 |      20489 |      20005
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      28957 |      28916 |      28999 |      28945 |      24494 |      24400 |      24406 |      24821 |      36021 |      35955 |      36294 |      37678
