                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   22010908 |    4919894 |    4626215 |    4694447 |    4663269 |    4163883
  Cycles                             |   17323200 |   17323200 |   17323200 |   17323200 |   17323200 |   17323200
  IPC                                |       1.27 |       0.28 |       0.27 |       0.27 |       0.27 |       0.24
  Time (ns)                          |    4330800 |    4330800 |    4330800 |    4330800 |    4330800 |    4330800
  Idle time (ns)                     |       1330 |    3436838 |    3437144 |    3437324 |    3437405 |    3437434
  Idle time (%)                      |       0.0% |      79.4% |      79.4% |      79.4% |      79.4% |      79.4%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    2514143 |    1479134 |    1359331 |    1389446 |    1344461 |    1136993
  num incorrect                      |     170136 |      13770 |      17626 |      16712 |      21980 |      28961
  misprediction rate                 |      6.34% |      0.92% |      1.28% |      1.19% |      1.61% |      2.48%
  mpki                               |       7.73 |       2.80 |       3.81 |       3.56 |       4.71 |       6.96
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    2616283 |     135071 |     158077 |     152175 |     187915 |     230758
    num misses                       |        173 |         27 |         29 |         27 |         27 |         27
    miss rate                        |      0.01% |      0.02% |      0.02% |      0.02% |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |    5229433 |    1065723 |    1035701 |    1040533 |    1063032 |    1011364
    num misses                       |       2754 |       1458 |       1325 |       1411 |       1385 |       1393
    miss rate                        |      0.05% |      0.14% |      0.13% |      0.14% |      0.13% |      0.14%
    mpki                             |       0.13 |       0.30 |       0.29 |       0.30 |       0.30 |       0.33
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       2927 |       1485 |       1354 |       1438 |       1412 |       1420
    num misses                       |        679 |        194 |        194 |        195 |        194 |        200
    miss rate                        |     23.20% |     13.06% |     14.33% |     13.56% |     13.74% |     14.08%
    mpki                             |       0.03 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    2616283 |     135071 |     158077 |     152175 |     187915 |     230758
    num cache misses                 |       2773 |        172 |        179 |        173 |        171 |        173
    miss rate                        |      0.11% |      0.13% |      0.11% |      0.11% |      0.09% |      0.07%
    mpki                             |       0.13 |       0.03 |       0.04 |       0.04 |       0.04 |       0.04
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |    5229433 |    1065723 |    1035701 |    1040533 |    1063032 |    1011364
    num cache misses                 |      60034 |      33158 |      33414 |      33326 |      33273 |      33419
    miss rate                        |      1.15% |      3.11% |      3.23% |      3.20% |      3.13% |      3.30%
    mpki                             |       2.73 |       6.74 |       7.22 |       7.10 |       7.14 |       8.03
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |      65193 |      33464 |      33751 |      33665 |      34692 |      34964
    num cache misses                 |      48875 |      30029 |      30243 |      30147 |      30047 |      30131
    miss rate                        |     74.97% |     89.74% |     89.61% |     89.55% |     86.61% |     86.18%
    mpki                             |       2.22 |       6.10 |       6.54 |       6.42 |       6.44 |       7.24
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      51544 |      30193 |      30430 |      30340 |      31300 |      31503
    num cache misses                 |      31252 |      12099 |      12123 |      12197 |      24081 |      24101
    miss rate                        |     60.63% |     40.07% |     39.84% |     40.20% |     76.94% |     76.50%
    mpki                             |       1.42 |       2.46 |       2.62 |       2.60 |       5.16 |       5.79
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      13607 |          0 |          0 |          0 |      13546 |          0
  average dram access latency (ns)   |      61.45 |        inf |        inf |        inf |      61.43 |        inf
  average dram queueing delay        |       0.20 |       0.00 |       0.00 |       0.00 |       0.18 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      10661 |        459 |        444 |        489 |        130 |        152
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       4420 |       4322 |       4359 |       4356 |       4635 |       4708
