                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   28330483 |   28669489 |   28891240 |   28928529 |   25562679 |   25862329 |   30323666 |   29585103 |   31410270 |   31810336 |   43419247 |   43706192
  Cycles                             |   21812000 |   21812000 |   21812000 |   21812000 |   16359000 |   16359000 |   16359000 |   16359000 |   21812000 |   21812000 |   21812000 |   21812000
  IPC                                |       1.30 |       1.31 |       1.32 |       1.33 |       1.56 |       1.58 |       1.85 |       1.81 |       1.44 |       1.46 |       1.99 |       2.00
  Time (ns)                          |    5453000 |    5453000 |    5453000 |    5453000 |    5453000 |    5453000 |    5453000 |    5453000 |    5453000 |    5453000 |    5453000 |    5453000
  Idle time (ns)                     |        244 |     284983 |     286297 |     287405 |     288456 |     289488 |     290586 |     291627 |     292667 |     293704 |     294755 |     295799
  Idle time (%)                      |       0.0% |       5.2% |       5.3% |       5.3% |       5.3% |       5.3% |       5.3% |       5.3% |       5.4% |       5.4% |       5.4% |       5.4%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1794950 |    2456612 |    2531035 |    2543173 |    1420660 |    1520784 |    3398350 |    3151982 |    3760233 |    3893424 |   14112823 |   14208279
  num incorrect                      |      18760 |       9227 |       8945 |       9234 |       8823 |       8810 |       7715 |       7896 |       7778 |       8006 |       2404 |       2405
  misprediction rate                 |      1.03% |      0.37% |      0.35% |      0.36% |      0.62% |      0.58% |      0.23% |      0.25% |      0.21% |      0.21% |      0.02% |      0.02%
  mpki                               |       0.66 |       0.32 |       0.31 |       0.32 |       0.35 |       0.34 |       0.25 |       0.27 |       0.25 |       0.25 |       0.06 |       0.06
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2434259 |    2109431 |    2109240 |    2109240 |    2109241 |    2109250 |    2002650 |    2002650 |    2002683 |    2002660 |     143852 |     144000
    num misses                       |        222 |         33 |         33 |         33 |         33 |         33 |         33 |         33 |         33 |         33 |         31 |         31
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.02% |      0.02%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
