                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   12416375 |    4533083 |    4598881 |    4305845 |    4879207 |    4675607 |    4130083 |    4711135 |    4843358 |    4759081 |    4982890 |    4953469
  Cycles                             |    7915000 |    7915000 |    7915000 |    7915000 |   31660000 |   31660000 |   31660000 |   31660000 |    7915000 |    7915000 |    7915000 |    7915000
  IPC                                |       1.57 |       0.57 |       0.58 |       0.54 |       0.15 |       0.15 |       0.13 |       0.15 |       0.61 |       0.60 |       0.63 |       0.63
  Time (ns)                          |    7915000 |    7915000 |    7915000 |    7915000 |    7915000 |    7915000 |    7915000 |    7915000 |    7915000 |    7915000 |    7915000 |    7915000
  Idle time (ns)                     |       1277 |    5914978 |    5915658 |    5915798 |    5946262 |    5946304 |    5946111 |    5946653 |    5916703 |    5916928 |    5916638 |    5917597
  Idle time (%)                      |       0.0% |      74.7% |      74.7% |      74.7% |      75.1% |      75.1% |      75.1% |      75.1% |      74.8% |      74.8% |      74.8% |      74.8%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1545035 |    1441464 |    1470475 |    1338226 |    1580337 |    1491035 |    1239621 |    1507050 |    1540843 |    1500633 |    1605616 |    1592155
  num incorrect                      |      80734 |       5261 |       4401 |       8497 |       2413 |       5057 |      13267 |       4669 |       5827 |       7138 |       3789 |       4047
  misprediction rate                 |      4.97% |      0.36% |      0.30% |      0.63% |      0.15% |      0.34% |      1.06% |      0.31% |      0.38% |      0.47% |      0.24% |      0.25%
  mpki                               |       6.50 |       1.16 |       0.96 |       1.97 |       0.49 |       1.08 |       3.21 |       0.99 |       1.20 |       1.50 |       0.76 |       0.82
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1575783 |      30063 |      26621 |      42591 |      19011 |      29504 |      60678 |      26883 |      31674 |      38245 |      21988 |      24831
    num misses                       |        167 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         26 |         24
    miss rate                        |      0.01% |      0.08% |      0.09% |      0.06% |      0.13% |      0.08% |      0.04% |      0.09% |      0.08% |      0.06% |      0.12% |      0.10%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.00 |       0.01 |       0.01 |       0.01 |       0.00 |       0.01 |       0.01 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2970775 |     830808 |     838551 |     810690 |     875036 |     853647 |     802352 |     856425 |     884667 |     877483 |     897010 |     894417
    num misses                       |       1897 |        328 |        347 |        392 |        350 |        332 |        324 |        361 |        362 |        319 |        321 |        340
    miss rate                        |      0.06% |      0.04% |      0.04% |      0.05% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.15 |       0.07 |       0.08 |       0.09 |       0.07 |       0.07 |       0.08 |       0.08 |       0.07 |       0.07 |       0.06 |       0.07
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2064 |        352 |        371 |        416 |        374 |        356 |        348 |        385 |        386 |        343 |        347 |        364
    num misses                       |        666 |        166 |        165 |        169 |        180 |        168 |        160 |        161 |        161 |        159 |        162 |        158
    miss rate                        |     32.27% |     47.16% |     44.47% |     40.62% |     48.13% |     47.19% |     45.98% |     41.82% |     41.71% |     46.36% |     46.69% |     43.41%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1575783 |      30063 |      26621 |      42591 |      19011 |      29504 |      60678 |      26883 |      31674 |      38245 |      21988 |      24831
    num cache misses                 |       3354 |        157 |        155 |        157 |        155 |        156 |        155 |        154 |        154 |        154 |        163 |        157
    miss rate                        |      0.21% |      0.52% |      0.58% |      0.37% |      0.82% |      0.53% |      0.26% |      0.57% |      0.49% |      0.40% |      0.74% |      0.63%
    mpki                             |       0.27 |       0.03 |       0.03 |       0.04 |       0.03 |       0.03 |       0.04 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2970775 |     830808 |     838551 |     810690 |     875036 |     853647 |     802352 |     856425 |     884667 |     877483 |     897010 |     894417
    num cache misses                 |      39095 |      10014 |       9975 |      10440 |       9715 |      10057 |      10756 |       9909 |       9913 |       9923 |       9680 |       9684
    miss rate                        |      1.32% |      1.21% |      1.19% |      1.29% |      1.11% |      1.18% |      1.34% |      1.16% |      1.12% |      1.13% |      1.08% |      1.08%
    mpki                             |       3.15 |       2.21 |       2.17 |       2.42 |       1.99 |       2.15 |       2.60 |       2.10 |       2.05 |       2.09 |       1.94 |       1.95
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
