                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   11014164 |    3017256 |    3052217 |    2796511 |    3104729 |    2956000 |    2587009 |    3062641 |    2979873 |    2919060 |    3064092 |    3041119
  Cycles                             |   29739200 |   29739200 |   29739200 |   29739200 |    7434800 |    7434800 |   29739200 |   29739200 |   29739200 |   29739200 |    7434800 |    7434800
  IPC                                |       0.37 |       0.10 |       0.10 |       0.09 |       0.42 |       0.40 |       0.09 |       0.10 |       0.10 |       0.10 |       0.41 |       0.41
  Time (ns)                          |    7434800 |    7434800 |    7434800 |    7434800 |    7434800 |    7434800 |    7434800 |    7434800 |    7434800 |    7434800 |    7434800 |    7434800
  Idle time (ns)                     |       1696 |    6105264 |    6105975 |    6106396 |    6076055 |    6076423 |    6106637 |    6106926 |    6106948 |    6107191 |    6077957 |    6078234
  Idle time (%)                      |       0.0% |      82.1% |      82.1% |      82.1% |      81.7% |      81.7% |      82.1% |      82.1% |      82.1% |      82.1% |      81.8% |      81.8%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1335962 |     956559 |     971492 |     866799 |     998789 |     937922 |     778293 |     974793 |     941564 |     914401 |     980104 |     970157
  num incorrect                      |      75796 |       4714 |       4286 |       7483 |       2604 |       4620 |      10589 |       4135 |       5325 |       6260 |       3456 |       3799
  misprediction rate                 |      5.37% |      0.49% |      0.44% |      0.86% |      0.26% |      0.49% |      1.34% |      0.42% |      0.56% |      0.68% |      0.35% |      0.39%
  mpki                               |       6.88 |       1.56 |       1.40 |       2.68 |       0.84 |       1.56 |       4.09 |       1.35 |       1.79 |       2.14 |       1.13 |       1.25
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1276910 |      41131 |      37505 |      58327 |      27462 |      39323 |      78330 |      38859 |      44406 |      52144 |      34164 |      36227
    num misses                       |        173 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         29 |         27 |         27
    miss rate                        |      0.01% |      0.07% |      0.07% |      0.05% |      0.10% |      0.07% |      0.03% |      0.07% |      0.06% |      0.06% |      0.08% |      0.07%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2671257 |     570897 |     574943 |     548366 |     575131 |     559604 |     527920 |     575664 |     566916 |     561495 |     572750 |     570529
    num misses                       |       1888 |        124 |        138 |        120 |        120 |        120 |        117 |        107 |        113 |        111 |        116 |        105
    miss rate                        |      0.07% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.17 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.03 |       0.04 |       0.04 |       0.04 |       0.03
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2061 |        151 |        165 |        147 |        147 |        147 |        144 |        134 |        140 |        140 |        143 |        132
    num misses                       |        594 |        127 |        139 |        126 |        137 |        136 |        131 |        123 |        127 |        126 |        130 |        122
    miss rate                        |     28.82% |     84.11% |     84.24% |     85.71% |     93.20% |     92.52% |     90.97% |     91.79% |     90.71% |     90.00% |     90.91% |     92.42%
    mpki                             |       0.05 |       0.04 |       0.05 |       0.05 |       0.04 |       0.05 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1276910 |      41131 |      37505 |      58327 |      27462 |      39323 |      78330 |      38859 |      44406 |      52144 |      34164 |      36227
    num cache misses                 |       2694 |        171 |        172 |        172 |        170 |        172 |        171 |        170 |        170 |        177 |        170 |        171
    miss rate                        |      0.21% |      0.42% |      0.46% |      0.29% |      0.62% |      0.44% |      0.22% |      0.44% |      0.38% |      0.34% |      0.50% |      0.47%
    mpki                             |       0.24 |       0.06 |       0.06 |       0.06 |       0.05 |       0.06 |       0.07 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2671257 |     570897 |     574943 |     548366 |     575131 |     559604 |     527920 |     575664 |     566916 |     561495 |     572750 |     570529
    num cache misses                 |      34109 |       8876 |       8973 |       9109 |       8806 |       8956 |       9293 |       8832 |       8970 |       9051 |       8862 |       8750
    miss rate                        |      1.28% |      1.55% |      1.56% |      1.66% |      1.53% |      1.60% |      1.76% |      1.53% |      1.58% |      1.61% |      1.55% |      1.53%
    mpki                             |       3.10 |       2.94 |       2.94 |       3.26 |       2.84 |       3.03 |       3.59 |       2.88 |       3.01 |       3.10 |       2.89 |       2.88
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39065 |       9135 |       9218 |       9407 |       9022 |       9217 |       9835 |       9251 |       9411 |       9519 |       9278 |       9176
    num cache misses                 |      25844 |       8670 |       8684 |       8743 |       8610 |       8698 |       8867 |       8618 |       8690 |       8733 |       8627 |       8584
    miss rate                        |     66.16% |     94.91% |     94.21% |     92.94% |     95.43% |     94.37% |     90.16% |     93.16% |     92.34% |     91.74% |     92.98% |     93.55%
    mpki                             |       2.35 |       2.87 |       2.85 |       3.13 |       2.77 |       2.94 |       3.43 |       2.81 |       2.92 |       2.99 |       2.82 |       2.82
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      28612 |       8757 |       8757 |       8869 |       8658 |       8788 |       9241 |       8867 |       8961 |       9024 |       8872 |       8841
    num cache misses                 |      21590 |       4655 |       4627 |       4573 |       4553 |       4582 |       5170 |       4946 |       5039 |       5138 |       4840 |       4849
    miss rate                        |     75.46% |     53.16% |     52.84% |     51.56% |     52.59% |     52.14% |     55.95% |     55.78% |     56.23% |     56.94% |     54.55% |     54.85%
