                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  180315232 |  183671665 |  184218441 |  186532417 |  158581551 |  164993886 |  188956602 |  190912500 |  167445482 |  166621770 |  163416186 |  165329918
  Cycles                             |   97935200 |   97935200 |   97935200 |   97935200 |   73451400 |   73451400 |   97935200 |   97935200 |   97935200 |   97935200 |   73451400 |   73451400
  IPC                                |       1.84 |       1.88 |       1.88 |       1.90 |       2.16 |       2.25 |       1.93 |       1.95 |       1.71 |       1.70 |       2.22 |       2.25
  Time (ns)                          |   24483800 |   24483800 |   24483800 |   24483800 |   24483800 |   24483800 |   24483800 |   24483800 |   24483800 |   24483800 |   24483800 |   24483800
  Idle time (ns)                     |       1295 |     267454 |     344981 |     345145 |     344905 |     349126 |     297574 |     273271 |    4033971 |    3965984 |    2818190 |    2736154
  Idle time (%)                      |       0.0% |       1.1% |       1.4% |       1.4% |       1.4% |       1.4% |       1.2% |       1.1% |      16.5% |      16.2% |      11.5% |      11.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   17263623 |   18542336 |   18724593 |   19496126 |   10179557 |   12316814 |   20304291 |   20956195 |   25058876 |   24784097 |   23715764 |   24353873
  num incorrect                      |      63105 |      55466 |      55468 |      55448 |      55441 |      55451 |      55461 |      55497 |      41216 |      41252 |      41243 |      41213
  misprediction rate                 |      0.36% |      0.30% |      0.30% |      0.28% |      0.54% |      0.45% |      0.27% |      0.26% |      0.16% |      0.17% |      0.17% |      0.17%
  mpki                               |       0.35 |       0.30 |       0.30 |       0.30 |       0.35 |       0.34 |       0.29 |       0.29 |       0.25 |       0.25 |       0.25 |       0.25
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   13849873 |   13732338 |   13732336 |   13732183 |   13731857 |   13732014 |   13732127 |   13732145 |    9916635 |    9916760 |    9916601 |    9916479
    num misses                       |        256 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   55861115 |   56173544 |   56264673 |   56649955 |   51990986 |   53059977 |   57053984 |   57379943 |   46485094 |   46348052 |   45813466 |   46132190
    num misses                       |      33868 |      32445 |      31923 |      31850 |      31698 |      31945 |      32355 |      33057 |      24912 |      24411 |      23987 |      23315
    miss rate                        |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.05% |      0.05% |      0.05% |      0.05%
    mpki                             |       0.19 |       0.18 |       0.17 |       0.17 |       0.20 |       0.19 |       0.17 |       0.17 |       0.15 |       0.15 |       0.15 |       0.14
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      34124 |      32470 |      31948 |      31875 |      31723 |      31970 |      32380 |      33082 |      24937 |      24436 |      24012 |      23340
    num misses                       |       8661 |       7520 |       7671 |       7724 |       7637 |       7646 |       7478 |       7749 |       5077 |       5032 |       4964 |       4994
    miss rate                        |     25.38% |     23.16% |     24.01% |     24.23% |     24.07% |     23.92% |     23.09% |     23.42% |     20.36% |     20.59% |     20.67% |     21.40%
    mpki                             |       0.05 |       0.04 |       0.04 |       0.04 |       0.05 |       0.05 |       0.04 |       0.04 |       0.03 |       0.03 |       0.03 |       0.03
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   13849873 |   13732338 |   13732336 |   13732183 |   13731857 |   13732014 |   13732127 |   13732145 |    9916635 |    9916760 |    9916601 |    9916479
    num cache misses                 |      14176 |       3686 |       3582 |       3306 |      10682 |      10801 |       3832 |       3689 |       2667 |       2659 |       7958 |       7908
    miss rate                        |      0.10% |      0.03% |      0.03% |      0.02% |      0.08% |      0.08% |      0.03% |      0.03% |      0.03% |      0.03% |      0.08% |      0.08%
    mpki                             |       0.08 |       0.02 |       0.02 |       0.02 |       0.07 |       0.07 |       0.02 |       0.02 |       0.02 |       0.02 |       0.05 |       0.05
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   55861115 |   56173544 |   56264673 |   56649955 |   51990986 |   53059977 |   57053984 |   57379943 |   46485094 |   46348052 |   45813466 |   46132190
    num cache misses                 |    5809404 |    5795101 |    5794650 |    5794605 |    5795478 |    5794387 |    5794173 |    5793334 |    4211983 |    4210086 |    4212056 |    4210100
    miss rate                        |     10.40% |     10.32% |     10.30% |     10.23% |     11.15% |     10.92% |     10.16% |     10.10% |      9.06% |      9.08% |      9.19% |      9.13%
