                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   25138410 |    7120901 |    7380149 |    7312552 |    6976153 |    6319942
  Cycles                             |   68009200 |   68009200 |   68009200 |   68009200 |   17002300 |   17002300
  IPC                                |       0.37 |       0.10 |       0.11 |       0.11 |       0.41 |       0.37
  Time (ns)                          |   17002300 |   17002300 |   17002300 |   17002300 |   17002300 |   17002300
  Idle time (ns)                     |       2251 |   12974993 |   12786599 |   12833519 |   12685559 |   12687502
  Idle time (%)                      |       0.0% |      76.3% |      75.2% |      75.5% |      74.6% |      74.6%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    2998918 |    2159045 |    2205572 |    2193214 |    2025830 |    1726470
  num incorrect                      |     179293 |      14038 |      18237 |      17237 |      23799 |      33578
  misprediction rate                 |      5.64% |      0.65% |      0.82% |      0.78% |      1.16% |      1.91%
  mpki                               |       7.13 |       1.97 |       2.47 |       2.36 |       3.41 |       5.31
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    3212610 |      91902 |     113678 |     103463 |     132631 |     171631
    num misses                       |        173 |         24 |         24 |         26 |         24 |         24
    miss rate                        |      0.01% |      0.03% |      0.02% |      0.03% |      0.02% |      0.01%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |    5894843 |    1452111 |    1517389 |    1499105 |    1477662 |    1412239
    num misses                       |       6758 |       5376 |       5417 |       5577 |       5396 |       5314
    miss rate                        |      0.11% |      0.37% |      0.36% |      0.37% |      0.37% |      0.38%
    mpki                             |       0.27 |       0.75 |       0.73 |       0.76 |       0.77 |       0.84
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       6931 |       5400 |       5441 |       5603 |       5420 |       5338
    num misses                       |        849 |        311 |        309 |        302 |        285 |        283
    miss rate                        |     12.25% |      5.76% |      5.68% |      5.39% |      5.26% |      5.30%
    mpki                             |       0.03 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    3212610 |      91902 |     113678 |     103463 |     132631 |     171631
    num cache misses                 |       3145 |        161 |        157 |        165 |        215 |        221
    miss rate                        |      0.10% |      0.18% |      0.14% |      0.16% |      0.16% |      0.13%
    mpki                             |       0.13 |       0.02 |       0.02 |       0.02 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |    5894843 |    1452111 |    1517389 |    1499105 |    1477662 |    1412239
    num cache misses                 |      71643 |      36037 |      36421 |      36326 |      36709 |      38139
    miss rate                        |      1.22% |      2.48% |      2.40% |      2.42% |      2.48% |      2.70%
    mpki                             |       2.85 |       5.06 |       4.93 |       4.97 |       5.26 |       6.03
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |      76951 |      36204 |      36580 |      36492 |      36926 |      38363
    num cache misses                 |      54690 |      32358 |      32528 |      32555 |      32852 |      33284
    miss rate                        |     71.07% |     89.38% |     88.92% |     89.21% |     88.97% |     86.76%
    mpki                             |       2.18 |       4.54 |       4.41 |       4.45 |       4.71 |       5.27
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      60410 |      32376 |      32559 |      32579 |      32876 |      33310
    num cache misses                 |      23503 |       2345 |       2521 |       2496 |       2586 |       2762
    miss rate                        |     38.91% |      7.24% |      7.74% |      7.66% |      7.87% |      8.29%
    mpki                             |       0.93 |       0.33 |       0.34 |       0.34 |       0.37 |       0.44
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      36116 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      61.41 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.16 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      11609 |       1254 |       1319 |       1357 |       1298 |       1394
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0
