                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   24230861 |    6419389 |    6561594 |    6589336 |    6271729 |    6513834 |    6608909 |    6568259 |    6493627 |    6396910 |    5618855 |    6398114
  Cycles                             |   22288000 |   22288000 |   22288000 |   22288000 |   16716000 |   16716000 |   22288000 |   22288000 |   22288000 |   22288000 |   16716000 |   16716000
  IPC                                |       1.09 |       0.29 |       0.29 |       0.30 |       0.38 |       0.39 |       0.30 |       0.29 |       0.29 |       0.29 |       0.34 |       0.38
  Time (ns)                          |    5572000 |    5572000 |    5572000 |    5572000 |    5572000 |    5572000 |    5572000 |    5572000 |    5572000 |    5572000 |    5572000 |    5572000
  Idle time (ns)                     |       2531 |    4508053 |    4531239 |    4525280 |    4488248 |    4500452 |    4530388 |    4508546 |    4508747 |    4508827 |    4489904 |    4489034
  Idle time (%)                      |       0.0% |      80.9% |      81.3% |      81.2% |      80.6% |      80.8% |      81.3% |      80.9% |      80.9% |      80.9% |      80.6% |      80.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2836852 |    1991130 |    2079820 |    2085433 |    1938781 |    2064864 |    2095051 |    2049707 |    2018273 |    1973043 |    1629355 |    1989904
  num incorrect                      |     167826 |      11889 |       6945 |       7429 |      11731 |       6883 |       7015 |      10612 |      11302 |      12811 |      22405 |      10947
  misprediction rate                 |      5.59% |      0.59% |      0.33% |      0.35% |      0.60% |      0.33% |      0.33% |      0.52% |      0.56% |      0.65% |      1.36% |      0.55%
  mpki                               |       6.93 |       1.85 |       1.06 |       1.13 |       1.87 |       1.06 |       1.06 |       1.62 |       1.74 |       2.00 |       3.99 |       1.71
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    3151882 |      67496 |      46605 |      47634 |      66507 |      46656 |      45974 |      61948 |      64168 |      68546 |     109978 |      63172
    num misses                       |        176 |         24 |         24 |         24 |         25 |         24 |         24 |         24 |         24 |         24 |         24 |         24
    miss rate                        |      0.01% |      0.04% |      0.05% |      0.05% |      0.04% |      0.05% |      0.05% |      0.04% |      0.04% |      0.04% |      0.02% |      0.04%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5597499 |    1226786 |    1226323 |    1233207 |    1203509 |    1216733 |    1234014 |    1244562 |    1236987 |    1228367 |    1143515 |    1219080
    num misses                       |       4375 |       2692 |       2683 |       2759 |       2727 |       2669 |       2754 |       2794 |       2673 |       2664 |       2685 |       2645
    miss rate                        |      0.08% |      0.22% |      0.22% |      0.22% |      0.23% |      0.22% |      0.22% |      0.22% |      0.22% |      0.22% |      0.23% |      0.22%
    mpki                             |       0.18 |       0.42 |       0.41 |       0.42 |       0.43 |       0.41 |       0.42 |       0.43 |       0.41 |       0.42 |       0.48 |       0.41
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       4551 |       2716 |       2707 |       2783 |       2752 |       2693 |       2778 |       2818 |       2697 |       2688 |       2709 |       2669
    num misses                       |        846 |        282 |        285 |        276 |        279 |        262 |        274 |        276 |        274 |        273 |        274 |        274
    miss rate                        |     18.59% |     10.38% |     10.53% |      9.92% |     10.14% |      9.73% |      9.86% |      9.79% |     10.16% |     10.16% |     10.11% |     10.27%
    mpki                             |       0.03 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3151882 |      67496 |      46605 |      47634 |      66507 |      46656 |      45974 |      61948 |      64168 |      68546 |     109978 |      63172
    num cache misses                 |       3133 |        155 |        155 |        156 |        163 |        156 |        154 |        155 |        154 |        154 |        159 |        156
    miss rate                        |      0.10% |      0.23% |      0.33% |      0.33% |      0.25% |      0.33% |      0.33% |      0.25% |      0.24% |      0.22% |      0.14% |      0.25%
    mpki                             |       0.13 |       0.02 |       0.02 |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.03 |       0.02
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5597499 |    1226786 |    1226323 |    1233207 |    1203509 |    1216733 |    1234014 |    1244562 |    1236987 |    1228367 |    1143515 |    1219080
    num cache misses                 |      55748 |      19925 |      19555 |      19514 |      20050 |      19358 |      19573 |      19771 |      19891 |      19936 |      21547 |      19768
    miss rate                        |      1.00% |      1.62% |      1.59% |      1.58% |      1.67% |      1.59% |      1.59% |      1.59% |      1.61% |      1.62% |      1.88% |      1.62%
    mpki                             |       2.30 |       3.10 |       2.98 |       2.96 |       3.20 |       2.97 |       2.96 |       3.01 |       3.06 |       3.12 |       3.83 |       3.09
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      61466 |      20425 |      19952 |      19921 |      20586 |      19776 |      20341 |      20606 |      20755 |      20852 |      22659 |      20644
    num cache misses                 |      43476 |      18141 |      17843 |      17845 |      18205 |      17718 |      17906 |      18015 |      18071 |      18131 |      18562 |      18019
    miss rate                        |     70.73% |     88.82% |     89.43% |     89.58% |     88.43% |     89.59% |     88.03% |     87.43% |     87.07% |     86.95% |     81.92% |     87.28%
    mpki                             |       1.79 |       2.83 |       2.72 |       2.71 |       2.90 |       2.72 |       2.71 |       2.74 |       2.78 |       2.83 |       3.30 |       2.82
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      48336 |      18491 |      18089 |      18096 |      18583 |      17987 |      18531 |      18706 |      18790 |      18904 |      19525 |      18746
    num cache misses                 |      34108 |       9607 |       9444 |       9362 |       9658 |       9394 |      10926 |      10980 |      10790 |      10961 |      11107 |      10804
    miss rate                        |     70.56% |     51.96% |     52.21% |     51.74% |     51.97% |     52.23% |     58.96% |     58.70% |     57.42% |     57.98% |     56.89% |     57.63%
    mpki                             |       1.41 |       1.50 |       1.44 |       1.42 |       1.54 |       1.44 |       1.65 |       1.67 |       1.66 |       1.71 |       1.98 |       1.69
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      18506 |          0 |          0 |          0 |          0 |          0 |      18427 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      96.46 |        inf |        inf |        inf |        inf |        inf |      96.23 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      35.21 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |      34.98 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      10570 |        349 |        333 |        317 |        360 |        359 |        340 |        253 |        276 |        294 |        319 |        294
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
