                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   21445301 |    3744515 |    4007247 |    3974518 |    3612269 |    3897928 |    3888206 |    3680652 |    4357868 |    4282496 |    3744542 |    4379714
  Cycles                             |   58318400 |   58318400 |   58318400 |   58318400 |   14579600 |   14579600 |   14579600 |   14579600 |   58318400 |   58318400 |   58318400 |   58318400
  IPC                                |       0.37 |       0.06 |       0.07 |       0.07 |       0.25 |       0.27 |       0.27 |       0.25 |       0.07 |       0.07 |       0.06 |       0.08
  Time (ns)                          |   14579600 |   14579600 |   14579600 |   14579600 |   14579600 |   14579600 |   14579600 |   14579600 |   14579600 |   14579600 |   14579600 |   14579600
  Idle time (ns)                     |       1319 |   12550223 |   12550650 |   12551350 |   12520784 |   12521365 |   12521648 |   12522148 |   12552380 |   12552622 |   12553226 |   12553467
  Idle time (%)                      |       0.0% |      86.1% |      86.1% |      86.1% |      85.9% |      85.9% |      85.9% |      85.9% |      86.1% |      86.1% |      86.1% |      86.1%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2424840 |    1143584 |    1254543 |    1242170 |    1097307 |    1219384 |    1216087 |    1128138 |    1349771 |    1318074 |    1094339 |    1359206
  num incorrect                      |     158115 |      10846 |       6897 |       7132 |      11024 |       6730 |       6889 |      10061 |      10668 |      11853 |      19041 |      10445
  misprediction rate                 |      6.12% |      0.94% |      0.55% |      0.57% |      0.99% |      0.55% |      0.56% |      0.88% |      0.78% |      0.89% |      1.71% |      0.76%
  mpki                               |       7.37 |       2.90 |       1.72 |       1.79 |       3.05 |       1.73 |       1.77 |       2.73 |       2.45 |       2.77 |       5.09 |       2.38
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    3268783 |      39804 |      35807 |      35583 |      40815 |      34308 |      34836 |      38235 |      40061 |      40979 |      48438 |      39087
    num misses                       |        173 |         26 |         26 |         26 |         28 |         26 |         26 |         26 |         26 |         26 |         26 |         26
    miss rate                        |      0.01% |      0.07% |      0.07% |      0.07% |      0.07% |      0.08% |      0.07% |      0.07% |      0.06% |      0.06% |      0.05% |      0.07%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5006920 |     765417 |     791381 |     786891 |     746259 |     771388 |     771187 |     750950 |     867180 |     860427 |     803662 |     869540
    num misses                       |       2433 |        770 |        696 |        769 |        696 |        622 |        711 |        743 |        673 |        693 |        679 |        665
    miss rate                        |      0.05% |      0.10% |      0.09% |      0.10% |      0.09% |      0.08% |      0.09% |      0.10% |      0.08% |      0.08% |      0.08% |      0.08%
    mpki                             |       0.11 |       0.21 |       0.17 |       0.19 |       0.19 |       0.16 |       0.18 |       0.20 |       0.15 |       0.16 |       0.18 |       0.15
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2606 |        796 |        722 |        795 |        724 |        648 |        737 |        769 |        699 |        719 |        705 |        691
    num misses                       |        676 |        190 |        191 |        190 |        175 |        179 |        189 |        180 |        173 |        175 |        183 |        171
    miss rate                        |     25.94% |     23.87% |     26.45% |     23.90% |     24.17% |     27.62% |     25.64% |     23.41% |     24.75% |     24.34% |     25.96% |     24.75%
    mpki                             |       0.03 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
