                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   10948638 |    3087635 |    3051604 |    3141949 |    2799417 |    3134870 |    3090763 |    2995820 |    2634992 |    3063660 |    3090637 |    3067340 |    2873173 |    3047674 |    3090067 |    3064914
  Cycles                             |   10975600 |   10975600 |   10975600 |   10975600 |    8231700 |    8231700 |    8231700 |    8231700 |   10975600 |   10975600 |   10975600 |   10975600 |    8231700 |    8231700 |    8231700 |    8231700
  IPC                                |       1.00 |       0.28 |       0.28 |       0.29 |       0.34 |       0.38 |       0.38 |       0.36 |       0.24 |       0.28 |       0.28 |       0.28 |       0.35 |       0.37 |       0.38 |       0.37
  Time (ns)                          |    2743900 |    2743900 |    2743900 |    2743900 |    2743900 |    2743900 |    2743900 |    2743900 |    2743900 |    2743900 |    2743900 |    2743900 |    2743900 |    2743900 |    2743900 |    2743900
  Idle time (ns)                     |       1695 |    2273555 |    2273683 |    2273926 |    2264053 |    2264164 |    2264258 |    2264216 |    2274592 |    2274847 |    2274716 |    2275034 |    2264937 |    2265032 |    2265054 |    2265278
  Idle time (%)                      |       0.1% |      82.9% |      82.9% |      82.9% |      82.5% |      82.5% |      82.5% |      82.5% |      82.9% |      82.9% |      82.9% |      82.9% |      82.5% |      82.5% |      82.5% |      82.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1320421 |     993158 |     978800 |    1014712 |     876077 |    1018638 |     999371 |     960505 |     802763 |     982471 |     994682 |     986158 |     908109 |     982045 |    1000162 |     988951
  num incorrect                      |      74073 |       3360 |       3814 |       2712 |       6748 |       1787 |       2467 |       3866 |       9631 |       3950 |       3246 |       3686 |       5639 |       3118 |       2482 |       2810
  misprediction rate                 |      5.31% |      0.34% |      0.39% |      0.27% |      0.76% |      0.18% |      0.25% |      0.40% |      1.19% |      0.40% |      0.33% |      0.37% |      0.62% |      0.32% |      0.25% |      0.28%
  mpki                               |       6.77 |       1.09 |       1.25 |       0.86 |       2.41 |       0.57 |       0.80 |       1.29 |       3.66 |       1.29 |       1.05 |       1.20 |       1.96 |       1.02 |       0.80 |       0.92
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1628382 |      28196 |      31205 |      25456 |      50193 |      19450 |      23698 |      30675 |      69599 |      31246 |      28651 |      28889 |      42388 |      27032 |      23132 |      25665
    num misses                       |        170 |         26 |         28 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26 |         26
