                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   74179814 |   76824106 |   76884366 |   77070601 |   71216649 |   71151232 |   75727855 |   77749880 |   77633871 |   77838695 |   71338217 |   71795114
  Cycles                             |   37574800 |   37574800 |   37574800 |   37574800 |   28181100 |   28181100 |   37574800 |   37574800 |   37574800 |   37574800 |   28181100 |   28181100
  IPC                                |       1.97 |       2.04 |       2.05 |       2.05 |       2.53 |       2.52 |       2.02 |       2.07 |       2.07 |       2.07 |       2.53 |       2.55
  Time (ns)                          |    9393700 |    9393700 |    9393700 |    9393700 |    9393700 |    9393700 |    9393700 |    9393700 |    9393700 |    9393700 |    9393700 |    9393700
  Idle time (ns)                     |        304 |     266557 |     266982 |     267150 |     267299 |     267435 |     267537 |     267703 |     267832 |     268004 |     268123 |     268255
  Idle time (%)                      |       0.0% |       2.8% |       2.8% |       2.8% |       2.8% |       2.8% |       2.8% |       2.8% |       2.9% |       2.9% |       2.9% |       2.9%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4599891 |    5641907 |    5661986 |    5724325 |    7099165 |    7077348 |    8602959 |    9276956 |    9238279 |    9306561 |    7139923 |    7291848
  num incorrect                      |      36728 |      28716 |      28720 |      28708 |      23980 |      23979 |      23967 |      23971 |      23973 |      23971 |      23961 |      23972
  misprediction rate                 |      0.79% |      0.51% |      0.50% |      0.50% |      0.34% |      0.34% |      0.28% |      0.26% |      0.26% |      0.26% |      0.33% |      0.33%
  mpki                               |       0.50 |       0.37 |       0.37 |       0.37 |       0.34 |       0.34 |       0.32 |       0.31 |       0.31 |       0.31 |       0.34 |       0.33
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6716571 |    6598995 |    6598997 |    6598804 |    5499565 |    5499567 |    5499554 |    5499561 |    5499565 |    5499561 |    5499402 |    5499673
    num misses                       |        235 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25 |         25
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
