                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  3938562355 |    60152217 |    59869616 |    59890113 |    60160206 |    59740524 |    59587580 |    59883756 |    59658720 |    60143119 |    59392966 |    59829561 |    59857989 |    60192391 |    59311461 |    59714019
  Cycles                             |  3412930400 |  3412930400 |  3412930400 |  3412930400 |  4498862800 |  4498862800 |  4498862800 |  4498862800 |  4498862800 |  3412930400 |  3412930400 |  3412930400 |  3412930400 |  4498862800 |  4498862800 |  4498862800
  IPC                                |        1.15 |        0.02 |        0.02 |        0.02 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.02 |        0.02 |        0.02 |        0.02 |        0.01 |        0.01 |        0.01
  Time (ns)                          |  1551332000 |  1551332000 |  1551332000 |  1551332000 |  1551332000 |  1551332000 |  1551332000 |  1551332000 |  1551332000 |  1551332000 |  1551332000 |  1551332000 |  1551332000 |  1551332000 |  1551332000 |  1551332000
  Idle time (ns)                     |    26161060 |  1526093965 |  1526224084 |  1526222427 |  1527621216 |  1527814290 |  1527882707 |  1527752209 |  1527802686 |  1526056469 |  1526397012 |  1526223249 |  1526191727 |  1527611668 |  1527967080 |  1527792744
  Idle time (%)                      |        1.7% |       98.4% |       98.4% |       98.4% |       98.5% |       98.5% |       98.5% |       98.5% |       98.5% |       98.4% |       98.4% |       98.4% |       98.4% |       98.5% |       98.5% |       98.5%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   169461714 |     1161239 |     1165643 |     1157476 |     1164882 |     1156690 |     1157656 |     1164312 |     1154219 |     1160132 |     1153285 |     1156249 |     1164900 |     1168556 |     1148814 |     1158675
  num incorrect                      |     6218911 |       39277 |       39729 |       39047 |       39481 |       39238 |       39410 |       39945 |       39234 |       39246 |       39505 |       39136 |       40088 |       39375 |       39425 |       39509
  misprediction rate                 |       3.54% |       3.27% |       3.30% |       3.26% |       3.28% |       3.28% |       3.29% |       3.32% |       3.29% |       3.27% |       3.31% |       3.27% |       3.33% |       3.26% |       3.32% |       3.30%
  mpki                               |        1.58 |        0.65 |        0.66 |        0.65 |        0.66 |        0.66 |        0.66 |        0.67 |        0.66 |        0.65 |        0.67 |        0.65 |        0.67 |        0.65 |        0.66 |        0.66
