                                     | Core 0      | Core 1     
  Instructions                       |  4387899795 |   449507396
  Cycles                             |  3801990940 |  3801990940
  IPC                                |        1.15 |        0.12
  Time (ns)                          |  1728177700 |  1728177700
  Idle time (ns)                     |     1026962 |  1545884495
  Idle time (%)                      |        0.1% |       89.5%
Branch predictor stats               |             |            
  num correct                        |   178445030 |     8689415
  num incorrect                      |     6205972 |      292771
  misprediction rate                 |       3.36% |       3.26%
  mpki                               |        1.41 |        0.65
TLB Summary                          |             |            
  I-TLB                              |             |            
    num accesses                     |   843581239 |    69623401
    num misses                       |         234 |          48
    miss rate                        |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00
  D-TLB                              |             |            
    num accesses                     |  2615328302 |   284206976
    num misses                       |    18290152 |     3112342
    miss rate                        |       0.70% |       1.10%
    mpki                             |        4.17 |        6.92
  L2 TLB                             |             |            
    num accesses                     |    18290386 |     3112390
    num misses                       |     8029544 |     1549011
    miss rate                        |      43.90% |      49.77%
    mpki                             |        1.83 |        3.45
Cache Summary                        |             |            
  Cache L1-I                         |             |            
    num cache accesses               |   843581239 |    69623401
    num cache misses                 |     5509688 |       24866
    miss rate                        |       0.65% |       0.04%
    mpki                             |        1.26 |        0.06
  Cache L1-D                         |             |            
    num cache accesses               |  2615328302 |   284206976
    num cache misses                 |    25228509 |     2894871
    miss rate                        |       0.96% |       1.02%
    mpki                             |        5.75 |        6.44
  Cache L2                           |             |            
    num cache accesses               |    31958923 |     2920081
    num cache misses                 |    18069142 |     2467249
    miss rate                        |      56.54% |      84.49%
    mpki                             |        4.12 |        5.49
  Cache L3                           |             |            
    num cache accesses               |    19290964 |     2467593
    num cache misses                 |     4559894 |      440498
    miss rate                        |      23.64% |      17.85%
    mpki                             |        1.04 |        0.98
DRAM summary                         |             |            
  num dram accesses                  |     7465310 |           0
  average dram access latency (ns)   |       61.27 |         inf
  average dram queueing delay        |        0.02 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00%
Coherency Traffic                    |             |            
  num loads from dram                |     3826207 |      388530
  num loads from dram cache          |           0 |           0
  num loads from remote cache        |           0 |           0
