feature,importance
num_threads,0.03664843844550874
avg_ipc,0.027875366835184552
ipc_cv,0.0271191106510044
pe_ratio,0.02183591522608034
local_ratio,0.021566187280601154
remote_ratio,0.024014100706345923
l2_intensity,0.1101343098285473
l3_intensity,0.032441869971599896
mem_intensity,0.019383377201628894
read_ratio,0.034903828919579744
cpi_l3_ratio,0.020363449450319933
cpi_dram_local_ratio,0.014771670584030786
cpi_dram_remote_ratio,0.05457007832069397
cpi_branch_ratio,0.015835342809874833
cpi_sync_ratio,0.0833990344316591
uop_load_ratio,0.04340163927999892
uop_store_ratio,0.04046810659924695
uop_fp_ratio,0.00927103945243438
dtlb_miss_rate,0.014261422664722705
branch_mispredict_rate,0.016185674154185536
avg_dram_latency,0.0330599352848616
dram_queue_ratio,0.03180539543039604
l1d_hit_ratio,0.10834822276188635
futex_wake_per_minst,0.016149751955136012
mem_bw_mbps,0.02445154858582484
operational_intensity,0.012526431460585113
itlb_miss_rate,0.04757182269830499
stlb_miss_rate,0.03502289841675905
load_l1_ratio,0.022614030592997898
