                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   11030467 |    3088526 |    3119706 |    2888200 |    3174322 |    3025322 |    2613993 |    3067983 |    3181346 |    3109560 |    3324390 |    3294962
  Cycles                             |   11328400 |   11328400 |   11328400 |   11328400 |    8496300 |    8496300 |    8496300 |    8496300 |   11328400 |   11328400 |   11328400 |   11328400
  IPC                                |       0.97 |       0.27 |       0.28 |       0.25 |       0.37 |       0.36 |       0.31 |       0.36 |       0.28 |       0.27 |       0.29 |       0.29
  Time (ns)                          |    2832100 |    2832100 |    2832100 |    2832100 |    2832100 |    2832100 |    2832100 |    2832100 |    2832100 |    2832100 |    2832100 |    2832100
  Idle time (ns)                     |       1366 |    2316422 |    2316881 |    2317059 |    2307100 |    2307204 |    2307279 |    2307369 |    2317515 |    2317715 |    2317752 |    2317795
  Idle time (%)                      |       0.0% |      81.8% |      81.8% |      81.8% |      81.5% |      81.5% |      81.5% |      81.5% |      81.8% |      81.8% |      81.8% |      81.8%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1341572 |     980540 |     994098 |     897103 |    1022503 |     960822 |     787576 |     976899 |    1008962 |     978023 |    1067102 |    1055195
  num incorrect                      |      77078 |       4779 |       4233 |       7478 |       2639 |       4555 |      10708 |       4175 |       5311 |       6380 |       3490 |       3913
  misprediction rate                 |      5.43% |      0.49% |      0.42% |      0.83% |      0.26% |      0.47% |      1.34% |      0.43% |      0.52% |      0.65% |      0.33% |      0.37%
  mpki                               |       6.99 |       1.55 |       1.36 |       2.59 |       0.83 |       1.51 |       4.10 |       1.36 |       1.67 |       2.05 |       1.05 |       1.19
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1395062 |      40879 |      37926 |      59080 |      26950 |      40542 |      76836 |      38305 |      43980 |      51330 |      33415 |      35059
    num misses                       |        172 |         26 |         28 |         26 |         26 |         26 |         26 |         26 |         26 |         28 |         26 |         28
    miss rate                        |      0.01% |      0.06% |      0.07% |      0.04% |      0.10% |      0.06% |      0.03% |      0.07% |      0.06% |      0.05% |      0.08% |      0.08%
    mpki                             |       0.02 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2673927 |     582723 |     585925 |     563780 |     586690 |     571235 |     533381 |     576359 |     600725 |     593674 |     616173 |     612919
    num misses                       |       1963 |        138 |        130 |        135 |        121 |        125 |        125 |        120 |        131 |        121 |        133 |        113
    miss rate                        |      0.07% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.18 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.03
