                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   50055572 |    9559696 |    9149819 |    9902092 |    9241555 |    9082477
  Cycles                             |   36231200 |   36231200 |   36231200 |   36231200 |   36231200 |   36231200
  IPC                                |       1.38 |       0.26 |       0.25 |       0.27 |       0.26 |       0.25
  Time (ns)                          |    9057800 |    9057800 |    9057800 |    9057800 |    9057800 |    9057800
  Idle time (ns)                     |     143853 |    7277258 |    7146091 |    7152093 |    7280559 |    7309559
  Idle time (%)                      |       1.6% |      80.3% |      78.9% |      79.0% |      80.4% |      80.7%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    5586230 |    2673536 |    2309573 |    2685287 |    2570933 |    2541954
  num incorrect                      |     364503 |      36036 |      63755 |      47801 |      35918 |      33187
  misprediction rate                 |      6.13% |      1.33% |      2.69% |      1.75% |      1.38% |      1.29%
  mpki                               |       7.28 |       3.77 |       6.97 |       4.83 |       3.89 |       3.65
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    6620349 |     229492 |     341367 |     280455 |     229489 |     213275
    num misses                       |        173 |         26 |         23 |         24 |         23 |         23
    miss rate                        |      0.00% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |   11528278 |    2173038 |    2232819 |    2283688 |    2117144 |    2073734
    num misses                       |      17669 |      15935 |      16069 |      16202 |      15917 |      15891
    miss rate                        |      0.15% |      0.73% |      0.72% |      0.71% |      0.75% |      0.77%
    mpki                             |       0.35 |       1.67 |       1.76 |       1.64 |       1.72 |       1.75
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |      17842 |      15961 |      16092 |      16226 |      15940 |      15914
    num misses                       |       2078 |       1455 |       1466 |       1440 |       1428 |       1415
    miss rate                        |     11.65% |      9.12% |      9.11% |      8.87% |      8.96% |      8.89%
    mpki                             |       0.04 |       0.15 |       0.16 |       0.15 |       0.15 |       0.16
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    6620349 |     229492 |     341367 |     280455 |     229489 |     213275
    num cache misses                 |       3329 |        208 |        210 |        200 |        198 |        189
    miss rate                        |      0.05% |      0.09% |      0.06% |      0.07% |      0.09% |      0.09%
    mpki                             |       0.07 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |   11528278 |    2173038 |    2232819 |    2283688 |    2117144 |    2073734
    num cache misses                 |     122878 |      74113 |      77748 |      75171 |      74171 |      73930
    miss rate                        |      1.07% |      3.41% |      3.48% |      3.29% |      3.50% |      3.57%
    mpki                             |       2.45 |       7.75 |       8.50 |       7.59 |       8.03 |       8.14
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |     129678 |      75649 |      79739 |      78214 |      77030 |      76670
    num cache misses                 |     103856 |      64542 |      65675 |      65474 |      64566 |      64469
    miss rate                        |     80.09% |     85.32% |     82.36% |     83.71% |     83.82% |     84.09%
    mpki                             |       2.07 |       6.75 |       7.18 |       6.61 |       6.99 |       7.10
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |     107981 |      65912 |      67499 |      68372 |      67280 |      67074
    num cache misses                 |      71646 |      37565 |      38522 |      42779 |      42092 |      41912
    miss rate                        |     66.35% |     56.99% |     57.07% |     62.57% |     62.56% |     62.49%
    mpki                             |       1.43 |       3.93 |       4.21 |       4.32 |       4.55 |       4.61
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      28904 |          0 |          0 |      28851 |          0 |          0
  average dram access latency (ns)   |      62.12 |        inf |        inf |      62.09 |        inf |        inf
  average dram queueing delay        |       0.87 |       0.00 |       0.00 |       0.84 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      11188 |       1171 |       1156 |        986 |       1000 |        962
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      10758 |      10327 |      10784 |      13128 |      12840 |      12645
