                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
  Instructions                       |  3938564095 |    56496085 |   111863866 |    56072556 |    56404589 |    56248357 |    56137268 |    56115583 |    56136255 |    56013972 |    56350858 |    55747146 |    56109728 |    56209326 |    56122005 |    55776476
  Cycles                             |  4239150110 |  4239150110 |  3215906980 |  4239150110 |  3215906980 |  4239150110 |  3215906980 |  3215906980 |  4239150110 |  3215906980 |  3215906980 |  4239150110 |  4239150110 |  3215906980 |  3215906980 |  4239150110
  IPC                                |        0.93 |        0.01 |        0.03 |        0.01 |        0.02 |        0.01 |        0.02 |        0.02 |        0.01 |        0.02 |        0.02 |        0.01 |        0.01 |        0.02 |        0.02 |        0.01
  Time (ns)                          |  1461775900 |  1461775900 |  1461775900 |  1461775900 |  1461775900 |  1461775900 |  1461775900 |  1461775900 |  1461775900 |  1461775900 |  1461775900 |  1461775900 |  1461775900 |  1461775900 |  1461775900 |  1461775900
  Idle time (ns)                     |    46931542 |  1439566151 |  1415084103 |  1439784560 |  1438206588 |  1439702268 |  1438323917 |  1438335090 |  1439612500 |  1438185456 |  1438009361 |  1439717705 |  1439561254 |  1438088253 |  1438122577 |  1439742734
  Idle time (%)                      |        3.2% |       98.5% |       96.8% |       98.5% |       98.4% |       98.5% |       98.4% |       98.4% |       98.5% |       98.4% |       98.4% |       98.5% |       98.5% |       98.4% |       98.4% |       98.5%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |   169573330 |     1090270 |     2163823 |     1085954 |     1092474 |     1087934 |     1085034 |     1085872 |     1085703 |     1084398 |     1088180 |     1079587 |     1084311 |     1086393 |     1085901 |     1080919
  num incorrect                      |     6107629 |       36977 |       73654 |       36665 |       36830 |       36602 |       36831 |       36673 |       36584 |       36300 |       36780 |       36722 |       36643 |       36674 |       36948 |       36622
  misprediction rate                 |       3.48% |       3.28% |       3.29% |       3.27% |       3.26% |       3.25% |       3.28% |       3.27% |       3.26% |       3.24% |       3.27% |       3.29% |       3.27% |       3.27% |       3.29% |       3.28%
  mpki                               |        1.55 |        0.65 |        0.66 |        0.65 |        0.65 |        0.65 |        0.66 |        0.65 |        0.65 |        0.65 |        0.65 |        0.66 |        0.65 |        0.65 |        0.66 |        0.66
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |   773983602 |     8748945 |    17326755 |     8685035 |     8735864 |     8711250 |     8693964 |     8692308 |     8695050 |     8676378 |     8728639 |     8634578 |     8690886 |     8706490 |     8693032 |     8639379
    num misses                       |         197 |          43 |          43 |          46 |          47 |          43 |          43 |          43 |          43 |          43 |          43 |          43 |          43 |          44 |          44 |          44
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |  2331220153 |    35722158 |    70715128 |    35441932 |    35648691 |    35554099 |    35485816 |    35472656 |    35483824 |    35412785 |    35632785 |    35237968 |    35472400 |    35536227 |    35473984 |    35250591
    num misses                       |    12869700 |      369715 |      733368 |      362519 |      365065 |      374352 |      368330 |      370986 |      374698 |      365385 |      367676 |      359987 |      363682 |      375024 |      368510 |      366832
    miss rate                        |       0.55% |       1.03% |       1.04% |       1.02% |       1.02% |       1.05% |       1.04% |       1.05% |       1.06% |       1.03% |       1.03% |       1.02% |       1.03% |       1.06% |       1.04% |       1.04%
    mpki                             |        3.27 |        6.54 |        6.56 |        6.47 |        6.47 |        6.66 |        6.56 |        6.61 |        6.67 |        6.52 |        6.52 |        6.46 |        6.48 |        6.67 |        6.57 |        6.58
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    12869897 |      369758 |      733411 |      362565 |      365112 |      374395 |      368373 |      371029 |      374741 |      365428 |      367719 |      360030 |      363725 |      375068 |      368554 |      366876
    num misses                       |     6429364 |      195260 |      385515 |      192688 |      194226 |      193895 |      193598 |      193629 |      193386 |      192822 |      194299 |      191816 |      193339 |      194313 |      193360 |      191724
    miss rate                        |      49.96% |      52.81% |      52.56% |      53.15% |      53.20% |      51.79% |      52.55% |      52.19% |      51.61% |      52.77% |      52.84% |      53.28% |      53.16% |      51.81% |      52.46% |      52.26%
    mpki                             |        1.63 |        3.46 |        3.45 |        3.44 |        3.44 |        3.45 |        3.45 |        3.45 |        3.44 |        3.44 |        3.45 |        3.44 |        3.45 |        3.46 |        3.45 |        3.44
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |   773983602 |     8748945 |    17326755 |     8685035 |     8735864 |     8711250 |     8693964 |     8692308 |     8695050 |     8676378 |     8728639 |     8634578 |     8690886 |     8706490 |     8693032 |     8639379
    num cache misses                 |     1526667 |        1249 |        6429 |        1234 |        3309 |        1289 |        3140 |        3197 |        1251 |        3147 |        3165 |        1189 |        1213 |        3100 |        3118 |        1194
    miss rate                        |       0.20% |       0.01% |       0.04% |       0.01% |       0.04% |       0.01% |       0.04% |       0.04% |       0.01% |       0.04% |       0.04% |       0.01% |       0.01% |       0.04% |       0.04% |       0.01%
    mpki                             |        0.39 |        0.02 |        0.06 |        0.02 |        0.06 |        0.02 |        0.06 |        0.06 |        0.02 |        0.06 |        0.06 |        0.02 |        0.02 |        0.06 |        0.06 |        0.02
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
