                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  215402103 |  222355597 |  222026370 |  220275388 |  174209108 |  183197155 |  176791191 |  177091197 |  227093250 |  224917756 |  224974365 |  225641198
  Cycles                             |  235334130 |  235334130 |  235334130 |  235334130 |  178529340 |  178529340 |  178529340 |  178529340 |  235334130 |  235334130 |  235334130 |  235334130
  IPC                                |       0.92 |       0.94 |       0.94 |       0.94 |       0.98 |       1.03 |       0.99 |       0.99 |       0.96 |       0.96 |       0.96 |       0.96
  Time (ns)                          |   81149700 |   81149700 |   81149700 |   81149700 |   81149700 |   81149700 |   81149700 |   81149700 |   81149700 |   81149700 |   81149700 |   81149700
  Idle time (ns)                     |    2003556 |    2607146 |    2458676 |    2521612 |     641520 |     776969 |     784260 |     770542 |   19774736 |   18759879 |   19132727 |   18409608
  Idle time (%)                      |       2.5% |       3.2% |       3.0% |       3.1% |       0.8% |       1.0% |       1.0% |       0.9% |      24.4% |      23.1% |      23.6% |      22.7%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   22951997 |   25152877 |   25061412 |   24561211 |   12121121 |   15068656 |   13246175 |   13332057 |   30627895 |   30110520 |   30149323 |   30340131
  num incorrect                      |      36142 |      19450 |      19217 |      19428 |      17983 |      17924 |      17659 |      17662 |      17310 |      16931 |      16298 |      16284
  misprediction rate                 |      0.16% |      0.08% |      0.08% |      0.08% |      0.15% |      0.12% |      0.13% |      0.13% |      0.06% |      0.06% |      0.05% |      0.05%
  mpki                               |       0.17 |       0.09 |       0.09 |       0.09 |       0.10 |       0.10 |       0.10 |       0.10 |       0.08 |       0.08 |       0.07 |       0.07
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   17787818 |   17624862 |   17623217 |   17623836 |   17306564 |   17116104 |   17114498 |   17115500 |   15734382 |   15683136 |   15676781 |   15676520
    num misses                       |        280 |         35 |         28 |         35 |         35 |         35 |         28 |         35 |         35 |         35 |         35 |         31
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   98311630 |   98800796 |   98749716 |   98501083 |   90641552 |   91384522 |   90452804 |   90495120 |   92335983 |   91870161 |   91825500 |   91920006
    num misses                       |      53616 |      50703 |      50638 |      50751 |      49680 |      49368 |      49396 |      49295 |      45780 |      45774 |      45251 |      45167
    miss rate                        |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05% |      0.05%
    mpki                             |       0.25 |       0.23 |       0.23 |       0.23 |       0.29 |       0.27 |       0.28 |       0.28 |       0.20 |       0.20 |       0.20 |       0.20
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      53896 |      50738 |      50666 |      50786 |      49715 |      49403 |      49424 |      49330 |      45815 |      45809 |      45286 |      45198
    num misses                       |      31193 |      29826 |      29771 |      29894 |      29765 |      29408 |      29488 |      29237 |      26746 |      26645 |      26148 |      25859
    miss rate                        |     57.88% |     58.78% |     58.76% |     58.86% |     59.87% |     59.53% |     59.66% |     59.27% |     58.38% |     58.17% |     57.74% |     57.21%
    mpki                             |       0.14 |       0.13 |       0.13 |       0.14 |       0.17 |       0.16 |       0.17 |       0.17 |       0.12 |       0.12 |       0.12 |       0.11
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   17787818 |   17624862 |   17623217 |   17623836 |   17306564 |   17116104 |   17114498 |   17115500 |   15734382 |   15683136 |   15676781 |   15676520
    num cache misses                 |      14305 |       5502 |       5146 |       5157 |      11685 |      11688 |      11751 |      11857 |       5145 |       5085 |       5029 |       5108
    miss rate                        |      0.08% |      0.03% |      0.03% |      0.03% |      0.07% |      0.07% |      0.07% |      0.07% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.07 |       0.02 |       0.02 |       0.02 |       0.07 |       0.06 |       0.07 |       0.07 |       0.02 |       0.02 |       0.02 |       0.02
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   98311630 |   98800796 |   98749716 |   98501083 |   90641552 |   91384522 |   90452804 |   90495120 |   92335983 |   91870161 |   91825500 |   91920006
    num cache misses                 |    2850912 |    2835077 |    2836387 |    2837734 |    2792764 |    2764980 |    2760708 |    2761057 |    2540647 |    2531035 |    2516487 |    2515315
    miss rate                        |      2.90% |      2.87% |      2.87% |      2.88% |      3.08% |      3.03% |      3.05% |      3.05% |      2.75% |      2.76% |      2.74% |      2.74%
    mpki                             |      13.24 |      12.75 |      12.78 |      12.88 |      16.03 |      15.09 |      15.62 |      15.59 |      11.19 |      11.25 |      11.19 |      11.15
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3133937 |    3106020 |    3107427 |    3111148 |    3071025 |    3021767 |    3014857 |    3025642 |    2764757 |    2752568 |    2725412 |    2722851
    num cache misses                 |    1797525 |    1762225 |    1752157 |    1755719 |    2600863 |    2579605 |    2580799 |    2583623 |    1593142 |    1564652 |    1528685 |    1534052
    miss rate                        |     57.36% |     56.74% |     56.39% |     56.43% |     84.69% |     85.37% |     85.60% |     85.39% |     57.62% |     56.84% |     56.09% |     56.34%
    mpki                             |       8.34 |       7.93 |       7.89 |       7.97 |      14.93 |      14.08 |      14.60 |      14.59 |       7.02 |       6.96 |       6.79 |       6.80
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
