                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   43238713 |    5153192 |    4779767 |    5025336 |    4104342 |    4026866 |    3908498 |    4924136 |    6381683 |    5900934 |    5960124 |    6433745
  Cycles                             |  120291600 |  120291600 |  120291600 |  120291600 |   30072900 |   30072900 |   30072900 |   30072900 |  120291600 |  120291600 |  120291600 |  120291600
  IPC                                |       0.36 |       0.04 |       0.04 |       0.04 |       0.14 |       0.13 |       0.13 |       0.16 |       0.05 |       0.05 |       0.05 |       0.05
  Time (ns)                          |   30072900 |   30072900 |   30072900 |   30072900 |   30072900 |   30072900 |   30072900 |   30072900 |   30072900 |   30072900 |   30072900 |   30072900
  Idle time (ns)                     |       1687 |   27048702 |   26965762 |   26965891 |   26935681 |   26935730 |   26936969 |   26936427 |   26966960 |   26967347 |   26967485 |   27012552
  Idle time (%)                      |       0.0% |      89.9% |      89.7% |      89.7% |      89.6% |      89.6% |      89.6% |      89.6% |      89.7% |      89.7% |      89.7% |      89.8%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4535363 |    1568367 |    1395236 |    1497171 |    1123861 |    1089648 |    1044289 |    1467791 |    1959805 |    1761250 |    1785129 |    1990545
  num incorrect                      |     345394 |      11643 |      19969 |      16688 |      28141 |      29326 |      30476 |      16064 |      14788 |      21311 |      20930 |      12984
  misprediction rate                 |      7.08% |      0.74% |      1.41% |      1.10% |      2.44% |      2.62% |      2.84% |      1.08% |      0.75% |      1.20% |      1.16% |      0.65%
  mpki                               |       7.99 |       2.26 |       4.18 |       3.32 |       6.86 |       7.28 |       7.80 |       3.26 |       2.32 |       3.61 |       3.51 |       2.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5782607 |     124573 |     178707 |     154738 |     223914 |     231951 |     237607 |     150172 |     144448 |     187194 |     180090 |     130329
    num misses                       |        174 |         26 |         26 |         28 |         26 |         28 |         28 |         28 |         26 |         26 |         26 |         26
    miss rate                        |      0.00% |      0.02% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.02% |      0.02% |      0.01% |      0.01% |      0.02%
    mpki                             |       0.00 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    9892519 |    1095231 |    1072949 |    1096168 |     996831 |     986613 |     974196 |    1075836 |    1314949 |    1267069 |    1273428 |    1312155
    num misses                       |       8025 |       6251 |       6318 |       6244 |       6244 |       6330 |       6237 |       6300 |       6256 |       6262 |       6298 |       6345
    miss rate                        |      0.08% |      0.57% |      0.59% |      0.57% |      0.63% |      0.64% |      0.64% |      0.59% |      0.48% |      0.49% |      0.49% |      0.48%
    mpki                             |       0.19 |       1.21 |       1.32 |       1.24 |       1.52 |       1.57 |       1.60 |       1.28 |       0.98 |       1.06 |       1.06 |       0.99
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       8199 |       6277 |       6344 |       6272 |       6270 |       6358 |       6265 |       6328 |       6282 |       6288 |       6324 |       6371
    num misses                       |        873 |        305 |        310 |        302 |        282 |        288 |        289 |        281 |        286 |        283 |        281 |        287
    miss rate                        |     10.65% |      4.86% |      4.89% |      4.82% |      4.50% |      4.53% |      4.61% |      4.44% |      4.55% |      4.50% |      4.44% |      4.50%
    mpki                             |       0.02 |       0.06 |       0.06 |       0.06 |       0.07 |       0.07 |       0.07 |       0.06 |       0.04 |       0.05 |       0.05 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5782607 |     124573 |     178707 |     154738 |     223914 |     231951 |     237607 |     150172 |     144448 |     187194 |     180090 |     130329
    num cache misses                 |       2925 |        170 |        171 |        177 |        186 |        186 |        193 |        193 |        169 |        169 |        169 |        171
    miss rate                        |      0.05% |      0.14% |      0.10% |      0.11% |      0.08% |      0.08% |      0.08% |      0.13% |      0.12% |      0.09% |      0.09% |      0.13%
    mpki                             |       0.07 |       0.03 |       0.04 |       0.04 |       0.05 |       0.05 |       0.05 |       0.04 |       0.03 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    9892519 |    1095231 |    1072949 |    1096168 |     996831 |     986613 |     974196 |    1075836 |    1314949 |    1267069 |    1273428 |    1312155
    num cache misses                 |      69675 |      35621 |      36180 |      36053 |      36523 |      36932 |      36774 |      35991 |      35306 |      35890 |      35734 |      35257
    miss rate                        |      0.70% |      3.25% |      3.37% |      3.29% |      3.66% |      3.74% |      3.77% |      3.35% |      2.68% |      2.83% |      2.81% |      2.69%
    mpki                             |       1.61 |       6.91 |       7.57 |       7.17 |       8.90 |       9.17 |       9.41 |       7.31 |       5.53 |       6.08 |       6.00 |       5.48
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      74988 |      35890 |      36481 |      36351 |      36864 |      37233 |      37135 |      36307 |      36595 |      37347 |      37150 |      36518
    num cache misses                 |      57697 |      32312 |      32695 |      32645 |      33081 |      32964 |      33168 |      32778 |      31989 |      32363 |      32321 |      31924
    miss rate                        |     76.94% |     90.03% |     89.62% |     89.80% |     89.74% |     88.53% |     89.32% |     90.28% |     87.41% |     86.65% |     87.00% |     87.42%
    mpki                             |       1.33 |       6.27 |       6.84 |       6.50 |       8.06 |       8.19 |       8.49 |       6.66 |       5.01 |       5.48 |       5.42 |       4.96
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      60652 |      32433 |      32847 |      32791 |      33256 |      33104 |      33359 |      32916 |      33127 |      33654 |      33568 |      33014
    num cache misses                 |      33322 |      10837 |      10870 |      11113 |      11371 |      11182 |      11091 |      11268 |      21454 |      21815 |      21772 |      21627
    miss rate                        |     54.94% |     33.41% |     33.09% |     33.89% |     34.19% |     33.78% |     33.25% |     34.23% |     64.76% |     64.82% |     64.86% |     65.51%
    mpki                             |       0.77 |       2.10 |       2.27 |       2.21 |       2.77 |       2.78 |       2.84 |       2.29 |       3.36 |       3.70 |       3.65 |       3.36
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      19287 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      19225 |          0 |          0 |          0
  average dram access latency (ns)   |      61.35 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      61.34 |        inf |        inf |        inf
  average dram queueing delay        |       0.10 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.09 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      10659 |        460 |        449 |        455 |        446 |        441 |        457 |        433 |        269 |        290 |        272 |        278
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       4055 |       3757 |       3740 |       3795 |       3756 |       3716 |       3825 |       3819 |       5726 |       5902 |       5771 |       5661
