                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   54390303 |   36049056 |   26016410 |   26886848 |   46504610 |   25752344 |   27361185 |   29636422 |   54359091 |   54376006 |   54351891 |   37289282 |   34144823 |   46770214 |   30352716 |   28349982
  Cycles                             |   22103510 |   22103510 |   22103510 |   22103510 |   16768180 |   16768180 |   16768180 |   16768180 |   22103510 |   22103510 |   22103510 |   22103510 |   16768180 |   16768180 |   16768180 |   16768180
  IPC                                |       2.46 |       1.63 |       1.18 |       1.22 |       2.77 |       1.54 |       1.63 |       1.77 |       2.46 |       2.46 |       2.46 |       1.69 |       2.04 |       2.79 |       1.81 |       1.69
  Time (ns)                          |    7621900 |    7621900 |    7621900 |    7621900 |    7621900 |    7621900 |    7621900 |    7621900 |    7621900 |    7621900 |    7621900 |    7621900 |    7621900 |    7621900 |    7621900 |    7621900
  Idle time (ns)                     |     474378 |     465611 |     471212 |     470418 |     471986 |     469648 |     468828 |     467240 |     475172 |     473586 |     475979 |     463386 |        206 |     472796 |     466466 |     468053
  Idle time (%)                      |       6.2% |       6.1% |       6.2% |       6.2% |       6.2% |       6.2% |       6.2% |       6.1% |       6.2% |       6.2% |       6.2% |       6.1% |       0.0% |       6.2% |       6.1% |       6.1%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   15480374 |    5078462 |    2104499 |    2368483 |   13153034 |    2075200 |    2547796 |    3222175 |   15471455 |   15476290 |   15469393 |    5446474 |    4373406 |   13228948 |    3448072 |    2843566
  num incorrect                      |       1193 |       9238 |       8359 |       9514 |       1264 |       8280 |       8667 |       8912 |       1196 |       1194 |       1197 |       9377 |      26559 |       1275 |       8261 |       8593
  misprediction rate                 |      0.01% |      0.18% |      0.40% |      0.40% |      0.01% |      0.40% |      0.34% |      0.28% |      0.01% |      0.01% |      0.01% |      0.17% |      0.60% |      0.01% |      0.24% |      0.30%
  mpki                               |       0.02 |       0.26 |       0.32 |       0.35 |       0.03 |       0.32 |       0.32 |       0.30 |       0.02 |       0.02 |       0.02 |       0.25 |       0.78 |       0.03 |       0.27 |       0.30
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      49276 |    1809010 |    1805440 |    1806426 |      83742 |    1806571 |    1806497 |    1806482 |      49276 |      49276 |      49276 |    1806485 |    1982681 |      83710 |    1806484 |    1806497
    num misses                       |         34 |         40 |         40 |         40 |         34 |         40 |         40 |         40 |         34 |         34 |         34 |         40 |        377 |         34 |         40 |         40
    miss rate                        |      0.07% |      0.00% |      0.00% |      0.00% |      0.04% |      0.00% |      0.00% |      0.00% |      0.07% |      0.07% |      0.07% |      0.00% |      0.02% |      0.04% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    7878655 |   10602491 |    9494142 |    9568343 |    6846890 |    9317256 |    9507102 |    9758343 |    7874192 |    7876608 |    7873172 |   10736900 |   10667009 |    6884716 |    9799115 |    9608813
    num misses                       |         49 |       4701 |       3239 |       4271 |         64 |       2993 |       2747 |       2597 |         42 |         37 |         37 |       2226 |       9424 |         69 |       3761 |       1929
    miss rate                        |      0.00% |      0.04% |      0.03% |      0.04% |      0.00% |      0.03% |      0.03% |      0.03% |      0.00% |      0.00% |      0.00% |      0.02% |      0.09% |      0.00% |      0.04% |      0.02%
    mpki                             |       0.00 |       0.13 |       0.12 |       0.16 |       0.00 |       0.12 |       0.10 |       0.09 |       0.00 |       0.00 |       0.00 |       0.06 |       0.28 |       0.00 |       0.12 |       0.07
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |         83 |       4741 |       3279 |       4311 |         98 |       3033 |       2787 |       2637 |         76 |         71 |         71 |       2266 |       9801 |        103 |       3801 |       1969
    num misses                       |         69 |        207 |        154 |        158 |         82 |        155 |        151 |        150 |         69 |         69 |         69 |        156 |        738 |         81 |        208 |        149
    miss rate                        |     83.13% |      4.37% |      4.70% |      3.67% |     83.67% |      5.11% |      5.42% |      5.69% |     90.79% |     97.18% |     97.18% |      6.88% |      7.53% |     78.64% |      5.47% |      7.57%
    mpki                             |       0.00 |       0.01 |       0.01 |       0.01 |       0.00 |       0.01 |       0.01 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.02 |       0.00 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      49276 |    1809010 |    1805440 |    1806426 |      83742 |    1806571 |    1806497 |    1806482 |      49276 |      49276 |      49276 |    1806485 |    1982681 |      83710 |    1806484 |    1806497
    num cache misses                 |        197 |      35402 |      35376 |      35392 |        257 |      35433 |      35416 |      35402 |        197 |        197 |        197 |      35403 |      49482 |        255 |      35404 |      35412
    miss rate                        |      0.40% |      1.96% |      1.96% |      1.96% |      0.31% |      1.96% |      1.96% |      1.96% |      0.40% |      0.40% |      0.40% |      1.96% |      2.50% |      0.30% |      1.96% |      1.96%
    mpki                             |       0.00 |       0.98 |       1.36 |       1.32 |       0.01 |       1.38 |       1.29 |       1.19 |       0.00 |       0.00 |       0.00 |       0.95 |       1.45 |       0.01 |       1.17 |       1.25
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    7878655 |   10602491 |    9494142 |    9568343 |    6846890 |    9317256 |    9507102 |    9758343 |    7874192 |    7876608 |    7873172 |   10736900 |   10667009 |    6884716 |    9799115 |    9608813
    num cache misses                 |       1944 |      92710 |      87748 |      95657 |       9769 |     105553 |     103172 |     102530 |       1977 |       1934 |       1924 |      91308 |     129838 |       6198 |     100566 |      97062
    miss rate                        |      0.02% |      0.87% |      0.92% |      1.00% |      0.14% |      1.13% |      1.09% |      1.05% |      0.03% |      0.02% |      0.02% |      0.85% |      1.22% |      0.09% |      1.03% |      1.01%
    mpki                             |       0.04 |       2.57 |       3.37 |       3.56 |       0.21 |       4.10 |       3.77 |       3.46 |       0.04 |       0.04 |       0.04 |       2.45 |       3.80 |       0.13 |       3.31 |       3.42
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       2324 |     145296 |     139065 |     147384 |      13752 |     156834 |     153810 |     157329 |       2189 |       2141 |       2129 |     149168 |     197010 |      10595 |     157324 |     153634
    num cache misses                 |       2141 |      60992 |      57270 |      62474 |       9927 |      61742 |      62924 |      61700 |       2174 |       2132 |       2121 |      60617 |      61294 |       2627 |      62202 |      51064
    miss rate                        |     92.13% |     41.98% |     41.18% |     42.39% |     72.19% |     39.37% |     40.91% |     39.22% |     99.31% |     99.58% |     99.62% |     40.64% |     31.11% |     24.79% |     39.54% |     33.24%
    mpki                             |       0.04 |       1.69 |       2.20 |       2.32 |       0.21 |       2.40 |       2.30 |       2.08 |       0.04 |       0.04 |       0.04 |       1.63 |       1.80 |       0.06 |       2.05 |       1.80
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       2324 |      80957 |      76123 |      82194 |      13670 |      81484 |      81844 |      84930 |       2189 |       2141 |       2129 |      85909 |      89411 |       8047 |      86782 |      75706
    num cache misses                 |       1426 |      28083 |      12997 |      11514 |       1575 |      10988 |      22595 |      28327 |        577 |        541 |        512 |      25560 |      36979 |        849 |      41857 |      35159
    miss rate                        |     61.36% |     34.69% |     17.07% |     14.01% |     11.52% |     13.48% |     27.61% |     33.35% |     26.36% |     25.27% |     24.05% |     29.75% |     41.36% |     10.55% |     48.23% |     46.44%
    mpki                             |       0.03 |       0.78 |       0.50 |       0.43 |       0.03 |       0.43 |       0.83 |       0.96 |       0.01 |       0.01 |       0.01 |       0.69 |       1.08 |       0.02 |       1.38 |       1.24
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |       4870 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |      13536 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     227.93 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      70.95 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |     166.67 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       9.70 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |         20 |         24 |         39 |         36 |         39 |         38 |         21 |         23 |         19 |         24 |         15 |         34 |       5252 |         22 |         19 |         18
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |        977 |      26279 |      11874 |      10004 |        916 |       9646 |      21052 |      26927 |        355 |        341 |        331 |      24278 |      24299 |        371 |      39083 |      32302
